iso3c,Country,SPAM_short_name,SPAM_production,FAO_production,SPAM_full_name,per_diff,raw_diff
NRU,Nauru,bean,0,NA,bean,NA,NA
NPL,Nepal,bean,19300.198558486998,26673,bean,0.32074346239508833,-7372.801441513002
NLD,Netherlands,bean,2001.2656257599592,6400,bean,1.0471599328445567,-4398.734374240041
NCL,New Caledonia,bean,0,NA,bean,NA,NA
NZL,New Zealand,bean,0,NA,bean,NA,NA
NIC,Nicaragua,bean,243325.0672011301,150837,bean,0.4692895379703596,92488.06720113009
NER,Niger,bean,23735.126380443573,12700,bean,0.6057410788269771,11035.126380443573
NGA,Nigeria,bean,2685.8999840319157,NA,bean,NA,NA
NIU,Niue,bean,0,NA,bean,NA,NA
NFK,Norfolk Island,bean,0,NA,bean,NA,NA
PRK,North Korea,bean,317505.3047801256,334734,bean,0.05282936828127,-17228.695219874382
MNP,Northern Mariana Islands,bean,0,NA,bean,NA,NA
NOR,Norway,bean,0,NA,bean,NA,NA
OMN,Oman,bean,0,NA,bean,NA,NA
PAK,Pakistan,bean,167214.1780014783,87492,bean,0.6259932807834414,79722.17800147831
PLW,Palau,bean,0,NA,bean,NA,NA
PSE,Palestina,bean,0,NA,bean,NA,NA
PAN,Panama,bean,5345.420291006565,2778,bean,0.6321032764607674,2567.420291006565
PNG,Papua New Guinea,bean,0,NA,bean,NA,NA
PRY,Paraguay,bean,57808.90898005664,48775,bean,0.16951731394552277,9033.908980056643
PER,Peru,bean,81126.10795804858,92758,bean,0.1337890181977727,-11631.892041951418
PHL,Philippines,bean,36223.258143901825,27055,bean,0.28977593292951215,9168.258143901825
PCN,Pitcairn Islands,bean,0,NA,bean,NA,NA
POL,Poland,bean,56750.16754090786,33436,bean,0.5170231350685283,23314.16754090786
PRT,Portugal,bean,1943.4503578543663,2042,bean,0.049454708149314165,-98.5496421456337
PRI,Puerto Rico,bean,12.105882715433836,17,bean,0.3362974648400534,-4.894117284566164
QAT,Qatar,bean,0,NA,bean,NA,NA
COG,Republic of Congo,bean,4479.110462978482,3600,bean,0.2176255584094057,879.1104629784822
REU,Reunion,bean,0,1741,bean,2,-1741
ROU,Romania,bean,19583.86563256383,21059,bean,0.07259007673190569,-1475.1343674361706
RUS,Russia,bean,7854.336605250835,5985,bean,0.2701482966375113,1869.3366052508354
RWA,Rwanda,bean,440807.0334160328,327497,bean,0.29496144361557963,113310.03341603279
BLM,Saint-Barthélemy,bean,0,NA,bean,NA,NA
MAF,Saint-Martin,bean,0,NA,bean,NA,NA
SHN,Saint Helena,bean,0,NA,bean,NA,NA
KNA,Saint Kitts and Nevis,bean,0,NA,bean,NA,NA
LCA,Saint Lucia,bean,0,NA,bean,NA,NA
SPM,Saint Pierre and Miquelon,bean,0,NA,bean,NA,NA
VCT,Saint Vincent and the Grenadines,bean,0,NA,bean,NA,NA
WSM,Samoa,bean,0,NA,bean,NA,NA
SMR,San Marino,bean,0,NA,bean,NA,NA
STP,São Tomé and Príncipe,bean,0,NA,bean,NA,NA
SAU,Saudi Arabia,bean,0,NA,bean,NA,NA
SEN,Senegal,bean,42.799999952316284,NA,bean,NA,NA
SRB,Serbia,bean,41309.29999101907,43237,bean,0.04560104958314438,-1927.7000089809299
SYC,Seychelles,bean,0,NA,bean,NA,NA
SLE,Sierra Leone,bean,0,NA,bean,NA,NA
SGP,Singapore,bean,0,NA,bean,NA,NA
SXM,Sint Maarten,bean,0,NA,bean,NA,NA
SVK,Slovakia,bean,113.93333832919598,162,bean,0.3483932892042149,-48.066661670804024
SVN,Slovenia,bean,1319.4157048612833,522,bean,0.866089827252075,797.4157048612833
SLB,Solomon Islands,bean,0,NA,bean,NA,NA
SOM,Somalia,bean,25659.401548668742,23169,bean,0.10200626969885483,2490.401548668742
ZAF,South Africa,bean,36451.60944092274,52255,bean,0.35630694620567327,-15803.390559077263
KOR,South Korea,bean,6020.079581797123,6104,bean,0.013843594086741837,-83.92041820287704
SSD,South Sudan,bean,5257.439840886742,NA,bean,NA,NA
ESP,Spain,bean,18106.603095293045,12226,bean,0.3877414066190439,5880.603095293045
LKA,Sri Lanka,bean,5498.129802443087,11700,bean,0.7212261180487083,-6201.870197556913
SDN,Sudan,bean,165.79999858886003,9139,bean,1.9287249597566827,-8973.20000141114
SUR,Suriname,bean,0,NA,bean,NA,NA
SJM,Svalbard and Jan Mayen,bean,0,NA,bean,NA,NA
SWZ,Swaziland,bean,690.9636360257864,NA,bean,NA,NA
SWE,Sweden,bean,862.3000088185072,0,bean,2,862.3000088185072
CHE,Switzerland,bean,0,0,bean,NaN,0
SYR,Syria,bean,1293.2088656127453,2212,bean,0.5242433016764843,-918.7911343872547
TWN,Taiwan,bean,12681.612518906593,8693,bean,0.37321027601118156,3988.6125189065933
TJK,Tajikistan,bean,28144.663061112165,4359,bean,1.4635681533119056,23785.663061112165
TZA,Tanzania,bean,1043316.5841803253,867530,bean,0.18398817114428942,175786.58418032527
THA,Thailand,bean,84683.70561105013,102000,bean,0.1855147917947145,-17316.29438894987
TLS,Timor-Leste,bean,9778.90207426995,8521,bean,0.137476372186558,1257.9020742699504
TGO,Togo,bean,162968.74773305655,76190,bean,0.7256999675371856,86778.74773305655
TKL,Tokelau,bean,0,NA,bean,NA,NA
TON,Tonga,bean,0,NA,bean,NA,NA
TTO,Trinidad and Tobago,bean,0,NA,bean,NA,NA
TUN,Tunisia,bean,300,140,bean,0.7272727272727273,160
TUR,Turkey,bean,218838.13066905737,212758,bean,0.028175093505273054,6080.130669057369
TKM,Turkmenistan,bean,0,NA,bean,NA,NA
TCA,Turks and Caicos Islands,bean,0,NA,bean,NA,NA
TUV,Tuvalu,bean,0,NA,bean,NA,NA
UGA,Uganda,bean,480236.65303853154,949000,bean,0.6559632317921402,-468763.34696146846
UKR,Ukraine,bean,59410.35995270312,28800,bean,0.6940309498593106,30610.35995270312
ARE,United Arab Emirates,bean,0,NA,bean,NA,NA
GBR,United Kingdom,bean,0,NA,bean,NA,NA
USA,United States,bean,1051355.7420302778,1442470,bean,0.3136660684649983,-391114.25796972215
URY,Uruguay,bean,3429.2426564395428,3513,bean,0.02412976546786791,-83.75734356045723
UZB,Uzbekistan,bean,37.49999976158142,NA,bean,NA,NA
VUT,Vanuatu,bean,0,NA,bean,NA,NA
VEN,Venezuela,bean,28115.948870696127,40871,bean,0.36978156993755346,-12755.051129303873
VNM,Vietnam,bean,141747.52421544492,186590,bean,0.2731486502598517,-44842.47578455508
VIR,"Virgin Islands, U.S.",bean,0,NA,bean,NA,NA
WLF,Wallis and Futuna,bean,0,NA,bean,NA,NA
ESH,Western Sahara,bean,0,NA,bean,NA,NA
YEM,Yemen,bean,6057.653786927462,3657,bean,0.49423352382519387,2400.6537869274616
ZMB,Zambia,bean,544.0999961346388,NA,bean,NA,NA
ZWE,Zimbabwe,bean,8192.41529581882,31248,bean,1.169134986599665,-23055.58470418118
XMI,Madeira Island,bean,0,NA,bean,NA,NA
COD,Democratic Republic of the Congo,bean,326213.24018487334,115237,bean,0.9558324856569084,210976.24018487334
AFG,Afghanistan,cass,0,NA,cassava,NA,NA
ALA,Åland,cass,0,NA,cassava,NA,NA
ALB,Albania,cass,0,NA,cassava,NA,NA
DZA,Algeria,cass,0,NA,cassava,NA,NA
ASM,American Samoa,cass,0,96,cassava,2,-96
AND,Andorra,cass,0,NA,cassava,NA,NA
AGO,Angola,cass,9641354.744827047,13858681,cassava,0.3589208374801126,-4217326.255172953
AIA,Anguilla,cass,0,NA,cassava,NA,NA
ATG,Antigua and Barbuda,cass,131.20000219345093,105,cassava,0.2218459098234282,26.200002193450928
ARG,Argentina,cass,192563.69041663408,181800,cassava,0.05750392301483638,10763.690416634083
ARM,Armenia,cass,0,NA,cassava,NA,NA
ABW,Aruba,cass,0,NA,cassava,NA,NA
AUS,Australia,cass,0,NA,cassava,NA,NA
AUT,Austria,cass,0,NA,cassava,NA,NA
AZE,Azerbaijan,cass,0,NA,cassava,NA,NA
BHS,Bahamas,cass,843.8848524093628,865,cassava,0.024712194693360275,-21.115147590637207
BHR,Bahrain,cass,0,NA,cassava,NA,NA
BGD,Bangladesh,cass,185.399993121624,NA,cassava,NA,NA
BRB,Barbados,cass,532.6122531890869,400,cassava,0.28438882876697485,132.6122531890869
BLR,Belarus,cass,0,NA,cassava,NA,NA
BEL,Belgium,cass,0,NA,cassava,NA,NA
BLZ,Belize,cass,514.625792324543,411,cassava,0.2239042887175938,103.625792324543
BEN,Benin,cass,4104245.5007258356,3444950,cassava,0.17466642655166262,659295.5007258356
BMU,Bermuda,cass,0,NA,cassava,NA,NA
BTN,Bhutan,cass,0,NA,cassava,NA,NA
BOL,Bolivia,cass,195591.06624299288,266240,cassava,0.30595141349731164,-70648.93375700712
BES,"Bonaire, Sint Eustatius and Saba",cass,0,NA,cassava,NA,NA
BIH,Bosnia and Herzegovina,cass,0,NA,cassava,NA,NA
BWA,Botswana,cass,0,NA,cassava,NA,NA
BRA,Brazil,cass,20979133.212815553,24967052,cassava,0.1735908549845011,-3987918.787184447
IOT,British Indian Ocean Territory,cass,0,NA,cassava,NA,NA
VGB,British Virgin Islands,cass,0,NA,cassava,NA,NA
BRN,Brunei,cass,2355.390483021736,3100,cassava,0.2729811987961768,-744.6095169782639
BGR,Bulgaria,cass,0,NA,cassava,NA,NA
BFA,Burkina Faso,cass,4487.290858156979,4142,cassava,0.08002763235882522,345.2908581569791
BDI,Burundi,cass,2257058.9001250267,598409,cassava,1.16173598032911,1658649.9001250267
KHM,Cambodia,cass,9470950.30682385,4247419,cassava,0.7615382251337319,5223531.30682385
CMR,Cameroon,cass,4799980.409864664,3808239,cassava,0.23041731690253373,991741.4098646641
CAN,Canada,cass,0,NA,cassava,NA,NA
CPV,Cape Verde,cass,0,4758,cassava,2,-4758
CYM,Cayman Islands,cass,4,9,cassava,0.7692307692307693,-5
CAF,Central African Republic,cass,705585.8722274303,678958,cassava,0.038464468712850364,26627.872227430344
TCD,Chad,cass,443154.0738298744,302467,cassava,0.3773688238376547,140687.0738298744
CHL,Chile,cass,0,NA,cassava,NA,NA
CHN,China,cass,4698500.259767443,4550000,cassava,0.032113370945869885,148500.25976744294
CXR,Christmas Island,cass,0,NA,cassava,NA,NA
CCK,Cocos Islands,cass,0,NA,cassava,NA,NA
COL,Colombia,cass,2077516.5817444175,2082440,cassava,0.0023670527126116725,-4923.418255582452
COM,Comoros,cass,0,63784,cassava,2,-63784
COK,Cook Islands,cass,0,1120,cassava,2,-1120
CRI,Costa Rica,cass,195161.26351308823,130150,cassava,0.39968652060196885,65011.263513088226
CIV,Côte d'Ivoire,cass,4555780.652316153,2306839,cassava,0.6554178334966091,2248941.652316153
HRV,Croatia,cass,0,NA,cassava,NA,NA
CUB,Cuba,cass,862293.3956796378,405896,cassava,0.7197622015046877,456397.3956796378
CUW,Curaçao,cass,0,NA,cassava,NA,NA
CYP,Cyprus,cass,0,NA,cassava,NA,NA
CZE,Czech Republic,cass,0,NA,cassava,NA,NA
DNK,Denmark,cass,0,NA,cassava,NA,NA
DJI,Djibouti,cass,0,NA,cassava,NA,NA
DMA,Dominica,cass,1327.713306427002,1080,cassava,0.20576644716442882,247.71330642700195
DOM,Dominican Republic,cass,152091.65016892552,204920,cassava,0.29594748410074534,-52828.349831074476
ECU,Ecuador,cass,98794.59530389309,53857,cassava,0.5887602447184781,44937.59530389309
EGY,Egypt,cass,0,NA,cassava,NA,NA
SLV,El Salvador,cass,35007.1905195117,20091,cassava,0.5414403042593382,14916.1905195117
GNQ,Equatorial Guinea,cass,74651.36826384068,64145,cassava,0.15139255292139803,10506.368263840675
ERI,Eritrea,cass,0,NA,cassava,NA,NA
EST,Estonia,cass,0,NA,cassava,NA,NA
ETH,Ethiopia,cass,26.600000381469727,NA,cassava,NA,NA
FLK,Falkland Islands,cass,0,NA,cassava,NA,NA
FRO,Faroe Islands,cass,0,NA,cassava,NA,NA
FJI,Fiji,cass,67283.79545164108,51716,cassava,0.2616440707743484,15567.795451641083
FIN,Finland,cass,0,NA,cassava,NA,NA
FRA,France,cass,0,NA,cassava,NA,NA
GUF,French Guiana,cass,29783.285202026367,NA,cassava,NA,NA
PYF,French Polynesia,cass,1072.3355712890625,4129,cassava,1.1753382902589364,-3056.6644287109375
GAB,Gabon,cass,306260.0998700261,260558,cassava,0.16125843504470236,45702.09987002611
GMB,Gambia,cass,12028.968053996563,9397,cassava,0.2456801995936538,2631.968053996563
GEO,Georgia,cass,0,NA,cassava,NA,NA
DEU,Germany,cass,0,NA,cassava,NA,NA
GHA,Ghana,cass,17529304.713472396,13504086,cassava,0.2594121119820107,4025218.713472396
GIB,Gibraltar,cass,0,NA,cassava,NA,NA
GRC,Greece,cass,0,NA,cassava,NA,NA
GRL,Greenland,cass,0,NA,cassava,NA,NA
GRD,Grenada,cass,290.8313407897949,217,cassava,0.29077110788385035,73.83134078979492
GLP,Guadeloupe,cass,1221.9475393295288,1205,cassava,0.013966135695055653,16.94753932952881
GUM,Guam,cass,0,NA,cassava,NA,NA
GTM,Guatemala,cass,20854.04443359375,4096,cassava,1.3433278227777454,16758.04443359375
GGY,Guernsey,cass,0,NA,cassava,NA,NA
GIN,Guinea,cass,1332862.982256636,1062233,cassava,0.22598675315020245,270629.982256636
GNB,Guinea-Bissau,cass,38635.34608716518,68328,cassava,0.5551930637741657,-29692.653912834823
GUY,Guyana,cass,4847.72382697463,21263,cassava,1.2573589519618735,-16415.27617302537
GUY,Guyana,cass,4847.72382697463,9612,cassava,0.6589719458040557,-4764.27617302537
HTI,Haiti,cass,397806.89743641764,561330,cassava,0.3409796933068619,-163523.10256358236
HND,Honduras,cass,23641.01199889183,23184,cassava,0.019519994950674916,457.01199889183044
HKG,Hong Kong,cass,0,NA,cassava,NA,NA
HUN,Hungary,cass,0,NA,cassava,NA,NA
ISL,Iceland,cass,0,NA,cassava,NA,NA
IND,India,cass,4617442.890851289,8059800,cassava,0.5430766198591866,-3442357.109148711
IDN,Indonesia,cass,19498733.779759973,23918118,cassava,0.2035792112545687,-4419384.220240027
IRN,Iran,cass,0,NA,cassava,NA,NA
IRQ,Iraq,cass,0,NA,cassava,NA,NA
IRL,Ireland,cass,0,NA,cassava,NA,NA
IMN,Isle of Man,cass,0,NA,cassava,NA,NA
ISR,Israel,cass,0,NA,cassava,NA,NA
ITA,Italy,cass,0,NA,cassava,NA,NA
JAM,Jamaica,cass,20823.602123498917,18490,cassava,0.11871728854395934,2333.6021234989166
JPN,Japan,cass,0,NA,cassava,NA,NA
JEY,Jersey,cass,0,NA,cassava,NA,NA
JOR,Jordan,cass,0,NA,cassava,NA,NA
KAZ,Kazakhstan,cass,2.399999976158142,NA,cassava,NA,NA
KEN,Kenya,cass,1111162.5050939023,323389,cassava,1.098285425509817,787773.5050939023
KIR,Kiribati,cass,0,NA,cassava,NA,NA
XKO,Kosovo,cass,0,NA,cassava,NA,NA
KWT,Kuwait,cass,0,NA,cassava,NA,NA
KGZ,Kyrgyzstan,cass,0,NA,cassava,NA,NA
LAO,Laos,cass,2290936.09752059,500090,cassava,1.2832886794655838,1790846.0975205898
LVA,Latvia,cass,0,NA,cassava,NA,NA
LBN,Lebanon,cass,0,NA,cassava,NA,NA
LSO,Lesotho,cass,0,NA,cassava,NA,NA
LBR,Liberia,cass,696458.8578244448,493000,cassava,0.3421032286843061,203458.85782444477
LBY,Libya,cass,0,NA,cassava,NA,NA
LIE,Liechtenstein,cass,0,NA,cassava,NA,NA
LTU,Lithuania,cass,0,NA,cassava,NA,NA
LUX,Luxembourg,cass,0,NA,cassava,NA,NA
MAC,Macao,cass,0,NA,cassava,NA,NA
MKD,Macedonia,cass,0,NA,cassava,NA,NA
MDG,Madagascar,cass,2764245.9090321288,3008886,cassava,0.0847512562756895,-244640.09096787125
MWI,Malawi,cass,5009274.843389481,4000986,cassava,0.22380902415921247,1008288.8433894813
MYS,Malaysia,cass,77236.50617685914,37187,cassava,0.7000223558078437,40049.50617685914
MDV,Maldives,cass,0,3,cassava,2,-3
MLI,Mali,cass,167266.38451981544,38172,cassava,1.2567698565344172,129094.38451981544
MLT,Malta,cass,0,NA,cassava,NA,NA
MHL,Marshall Islands,cass,0,NA,cassava,NA,NA
MTQ,Martinique,cass,214.01312112808228,244,cassava,0.13094331794713787,-29.986878871917725
MRT,Mauritania,cass,3.8999998569488525,NA,cassava,NA,NA
MUS,Mauritius,cass,498.95812928676605,449,cassava,0.10540155254400115,49.95812928676605
MYT,Mayotte,cass,0,NA,cassava,NA,NA
MEX,Mexico,cass,20669.42760285735,18750,cassava,0.09738485409758817,1919.4276028573513
FSM,Micronesia,cass,1576.5770263671875,10534,cassava,1.4792726975982535,-8957.4229736328125
MDA,Moldova,cass,0,NA,cassava,NA,NA
MCO,Monaco,cass,0,NA,cassava,NA,NA
MNG,Mongolia,cass,94.69999694824219,NA,cassava,NA,NA
MNE,Montenegro,cass,0,NA,cassava,NA,NA
MSR,Montserrat,cass,0,NA,cassava,NA,NA
MAR,Morocco,cass,0,NA,cassava,NA,NA
MOZ,Mozambique,cass,7910570.1259711385,9738066,cassava,0.2070976885675126,-1827495.8740288615
MMR,Myanmar,cass,421910.73622018844,607097,cassava,0.35993172307926197,-185186.26377981156
NAM,Namibia,cass,0,NA,cassava,NA,NA
NRU,Nauru,cass,0,NA,cassava,NA,NA
NPL,Nepal,cass,0,NA,cassava,NA,NA
NLD,Netherlands,cass,0,NA,cassava,NA,NA
NCL,New Caledonia,cass,2059.9935405254364,742,cassava,0.9407541605383453,1317.9935405254364
NZL,New Zealand,cass,0,NA,cassava,NA,NA
NIC,Nicaragua,cass,221960.29112172127,73789,cassava,1.002006061010226,148171.29112172127
NER,Niger,cass,137676.8538646698,113008,cassava,0.19681168195336668,24668.8538646698
NGA,Nigeria,cass,58590716.95740718,42533180,cassava,0.31758145088436457,16057536.957407176
NIU,Niue,cass,43.61428451538086,42,cassava,0.037710634960474346,1.6142845153808594
NFK,Norfolk Island,cass,0,NA,cassava,NA,NA
PRK,North Korea,cass,32.89999961853027,NA,cassava,NA,NA
MNP,Northern Mariana Islands,cass,0,NA,cassava,NA,NA
NOR,Norway,cass,0,NA,cassava,NA,NA
OMN,Oman,cass,0,NA,cassava,NA,NA
PAK,Pakistan,cass,0,NA,cassava,NA,NA
PLW,Palau,cass,0,NA,cassava,NA,NA
PSE,Palestina,cass,0,NA,cassava,NA,NA
PAN,Panama,cass,12748.810388498008,24493,cassava,0.6306991786376283,-11744.189611501992
PNG,Papua New Guinea,cass,148855.85426791012,144555,cassava,0.029316258791047052,4300.854267910123
PRY,Paraguay,cass,3082317.941082984,2624084,cassava,0.16060345759521408,458233.9410829842
PER,Peru,cass,1105892.3496721387,1240121,cassava,0.1144312758037972,-134228.6503278613
PHL,Philippines,cass,2742826.1604033113,2101454,cassava,0.2647956514347897,641372.1604033113
PCN,Pitcairn Islands,cass,0,NA,cassava,NA,NA
POL,Poland,cass,0,NA,cassava,NA,NA
PRT,Portugal,cass,0,NA,cassava,NA,NA
PRI,Puerto Rico,cass,177.27058786153793,340,cassava,0.6291848636173422,-162.72941213846207
QAT,Qatar,cass,0,0,cassava,NaN,0
COG,Republic of Congo,cass,1432512.289861843,1148500,cassava,0.2200782158050442,284012.289861843
REU,Reunion,cass,0,105,cassava,2,-105
ROU,Romania,cass,0,NA,cassava,NA,NA
RUS,Russia,cass,0,NA,cassava,NA,NA
RWA,Rwanda,cass,2219950.4171669483,977200,cassava,0.7774112913137015,1242750.4171669483
BLM,Saint-Barthélemy,cass,0,NA,cassava,NA,NA
MAF,Saint-Martin,cass,0,NA,cassava,NA,NA
SHN,Saint Helena,cass,0,NA,cassava,NA,NA
KNA,Saint Kitts and Nevis,cass,0,NA,cassava,NA,NA
LCA,Saint Lucia,cass,1158.7927436828613,1211,cassava,0.04406060948267072,-52.20725631713867
SPM,Saint Pierre and Miquelon,cass,0,NA,cassava,NA,NA
VCT,Saint Vincent and the Grenadines,cass,323.7483787536621,527,cassava,0.47781841569677624,-203.2516212463379
WSM,Samoa,cass,0,410,cassava,2,-410
SMR,San Marino,cass,0,NA,cassava,NA,NA
STP,São Tomé and Príncipe,cass,771.5992922782898,2108,cassava,0.9281851897278199,-1336.4007077217102
SAU,Saudi Arabia,cass,0,NA,cassava,NA,NA
SEN,Senegal,cass,288963.24461120367,181236,cassava,0.45821955626611316,107727.24461120367
SRB,Serbia,cass,0,NA,cassava,NA,NA
SYC,Seychelles,cass,0,188,cassava,2,-188
SLE,Sierra Leone,cass,21097.900073986733,3250044,cassava,1.9742011802379966,-3228946.0999260135
SGP,Singapore,cass,0,0,cassava,NaN,0
SXM,Sint Maarten,cass,0,NA,cassava,NA,NA
SVK,Slovakia,cass,0,NA,cassava,NA,NA
SVN,Slovenia,cass,0,NA,cassava,NA,NA
SLB,Solomon Islands,cass,3158.941605269909,2950,cassava,0.06840517352127393,208.9416052699089
SOM,Somalia,cass,77319.70454323292,87187,cassava,0.11996222870264749,-9867.295456767082
ZAF,South Africa,cass,0,NA,cassava,NA,NA
KOR,South Korea,cass,0,NA,cassava,NA,NA
SSD,South Sudan,cass,1180752.7798771858,NA,cassava,NA,NA
ESP,Spain,cass,0,NA,cassava,NA,NA
LKA,Sri Lanka,cass,325137.8792603016,282760,cassava,0.13942433657399025,42377.87926030159
SDN,Sudan,cass,1,10488,cassava,1.9996186481075413,-10487
SUR,Suriname,cass,6631.038247585297,4243,cassava,0.43921829098138176,2388.0382475852966
SJM,Svalbard and Jan Mayen,cass,0,NA,cassava,NA,NA
SWZ,Swaziland,cass,0,NA,cassava,NA,NA
SWE,Sweden,cass,0,NA,cassava,NA,NA
CHE,Switzerland,cass,0,NA,cassava,NA,NA
SYR,Syria,cass,0,NA,cassava,NA,NA
TWN,Taiwan,cass,0,15318,cassava,2,-15318
TJK,Tajikistan,cass,0,NA,cassava,NA,NA
TZA,Tanzania,cass,6199827.1397596225,4547940,cassava,0.30739168764621516,1651887.1397596225
THA,Thailand,cass,34920794.35561654,22005740,cassava,0.4537446202130273,12915054.35561654
TLS,Timor-Leste,cass,27998.51952341199,27857,cassava,0.005067342480009372,141.5195234119892
TGO,Togo,cass,1081637.4534460604,908755,cassava,0.17371695028961837,172882.45344606042
TKL,Tokelau,cass,0,NA,cassava,NA,NA
TON,Tonga,cass,951.9945983886719,8306,cassava,1.5886821543169343,-7354.005401611328
TTO,Trinidad and Tobago,cass,2955.8866424560547,2311,cassava,0.2448834335099079,644.8866424560547
TUN,Tunisia,cass,0,NA,cassava,NA,NA
TUR,Turkey,cass,0,NA,cassava,NA,NA
TKM,Turkmenistan,cass,0,NA,cassava,NA,NA
TCA,Turks and Caicos Islands,cass,0,NA,cassava,NA,NA
TUV,Tuvalu,cass,0,NA,cassava,NA,NA
UGA,Uganda,cass,2691767.2286066413,3017118,cassava,0.1139804912395363,-325350.7713933587
UKR,Ukraine,cass,0,NA,cassava,NA,NA
ARE,United Arab Emirates,cass,0,NA,cassava,NA,NA
GBR,United Kingdom,cass,0,NA,cassava,NA,NA
USA,United States,cass,0,NA,cassava,NA,NA
URY,Uruguay,cass,0,NA,cassava,NA,NA
UZB,Uzbekistan,cass,0,NA,cassava,NA,NA
VUT,Vanuatu,cass,0,NA,cassava,NA,NA
VEN,Venezuela,cass,411310.9104618281,374430,cassava,0.09387550010639242,36880.91046182811
VNM,Vietnam,cass,11384996.582433283,8595600,cassava,0.27921054017833374,2789396.5824332833
VIR,"Virgin Islands, U.S.",cass,0,NA,cassava,NA,NA
WLF,Wallis and Futuna,cass,290.7741394042969,2224,cassava,1.5374946245102141,-1933.2258605957031
ESH,Western Sahara,cass,0,NA,cassava,NA,NA
YEM,Yemen,cass,0,NA,cassava,NA,NA
ZMB,Zambia,cass,1044561.5823387876,1151700,cassava,0.09756435073377848,-107138.41766121238
ZWE,Zimbabwe,cass,247086.21089798957,213345,cassava,0.1465635261006017,33741.21089798957
XMI,Madeira Island,cass,0,NA,cassava,NA,NA
COD,Democratic Republic of the Congo,cass,34718355.62540579,15013710,cassava,0.7924322216505564,19704645.62540579
AFG,Afghanistan,chic,3.0999999567866325,NA,chickpea,NA,NA
ALA,Åland,chic,0,NA,chickpea,NA,NA
ALB,Albania,chic,0.20000000298023224,NA,chickpea,NA,NA
DZA,Algeria,chic,19994.76457453519,23474,chickpea,0.16007979336514244,-3479.235425464809
ASM,American Samoa,chic,0,NA,chickpea,NA,NA
AND,Andorra,chic,0,NA,chickpea,NA,NA
AGO,Angola,chic,0,NA,chickpea,NA,NA
AIA,Anguilla,chic,0,NA,chickpea,NA,NA
ATG,Antigua and Barbuda,chic,0,NA,chickpea,NA,NA
ARG,Argentina,chic,84776.22293752432,19500,chickpea,1.2519867156414686,65276.22293752432
ARM,Armenia,chic,26.49999988079071,NA,chickpea,NA,NA
ABW,Aruba,chic,0,NA,chickpea,NA,NA
AUS,Australia,chic,864975.1797273755,487046,chickpea,0.5590580760037827,377929.1797273755
AUT,Austria,chic,0,NA,chickpea,NA,NA
AZE,Azerbaijan,chic,62.50000077486038,NA,chickpea,NA,NA
BHS,Bahamas,chic,0,NA,chickpea,NA,NA
BHR,Bahrain,chic,0,0,chickpea,NaN,0
BGD,Bangladesh,chic,6898.204272270203,5744,chickpea,0.18259541570640012,1154.2042722702026
BRB,Barbados,chic,0,NA,chickpea,NA,NA
BLR,Belarus,chic,3.2000000029802322,NA,chickpea,NA,NA
BEL,Belgium,chic,0,NA,chickpea,NA,NA
BLZ,Belize,chic,0,NA,chickpea,NA,NA
BEN,Benin,chic,1.700000025331974,NA,chickpea,NA,NA
BMU,Bermuda,chic,0,NA,chickpea,NA,NA
BTN,Bhutan,chic,0,NA,chickpea,NA,NA
BOL,Bolivia,chic,230.5697834342718,642,chickpea,0.9430310890354595,-411.4302165657282
BES,"Bonaire, Sint Eustatius and Saba",chic,0,NA,chickpea,NA,NA
BIH,Bosnia and Herzegovina,chic,5327.325744576752,4678,chickpea,0.12979602286886266,649.3257445767522
BWA,Botswana,chic,0,NA,chickpea,NA,NA
BRA,Brazil,chic,0,NA,chickpea,NA,NA
IOT,British Indian Ocean Territory,chic,0,NA,chickpea,NA,NA
VGB,British Virgin Islands,chic,0,NA,chickpea,NA,NA
BRN,Brunei,chic,0,NA,chickpea,NA,NA
BGR,Bulgaria,chic,11055.879840791225,1035,chickpea,1.6575931566177007,10020.879840791225
BFA,Burkina Faso,chic,0,NA,chickpea,NA,NA
BDI,Burundi,chic,0,NA,chickpea,NA,NA
KHM,Cambodia,chic,0,NA,chickpea,NA,NA
CMR,Cameroon,chic,0,NA,chickpea,NA,NA
CAN,Canada,chic,56537.91524897516,128300,chickpea,0.7764866278042781,-71762.08475102484
CPV,Cape Verde,chic,0,NA,chickpea,NA,NA
CYM,Cayman Islands,chic,0,NA,chickpea,NA,NA
CAF,Central African Republic,chic,0,NA,chickpea,NA,NA
TCD,Chad,chic,0,NA,chickpea,NA,NA
CHL,Chile,chic,268.5611256128177,2989,chickpea,1.6702304389609322,-2720.4388743871823
CHN,China,chic,15581.098638355732,8500,chickpea,0.5881042841689247,7081.098638355732
CXR,Christmas Island,chic,0,NA,chickpea,NA,NA
CCK,Cocos Islands,chic,0,NA,chickpea,NA,NA
COL,Colombia,chic,0,0,chickpea,NaN,0
COM,Comoros,chic,0,NA,chickpea,NA,NA
COK,Cook Islands,chic,0,NA,chickpea,NA,NA
CRI,Costa Rica,chic,0,NA,chickpea,NA,NA
CIV,Côte d'Ivoire,chic,0,NA,chickpea,NA,NA
HRV,Croatia,chic,0,NA,chickpea,NA,NA
CUB,Cuba,chic,0,NA,chickpea,NA,NA
CUW,Curaçao,chic,0,NA,chickpea,NA,NA
CYP,Cyprus,chic,81.74359104037285,78,chickpea,0.046869999803957216,3.7435910403728485
