iso3c,SPAM_short_name,tonnes_co2eq,fao_tonnes_co2eq
MSR,maiz,1.1252855062484741,1.4
MAR,maiz,2302.470138852019,10883.900000000001
MOZ,maiz,29534.994589818758,127618.2
MMR,maiz,39573.08160238154,38266.9
NAM,maiz,386.01153770444216,2473.1
NPL,maiz,49884.41950001288,69900.09999999999
NLD,maiz,802.7506836280227,660.4
NCL,maiz,57.18622791394591,79.69999999999999
NZL,maiz,1913.2533131237142,1410.7
NIC,maiz,9482.31695656851,27597.2
NER,maiz,568.2618201430887,2448
NGA,maiz,256505.54225487914,517507.8
PRK,maiz,48791.92162818718,42688.8
OMN,maiz,0.6139384647831321,78.89999999999999
PAK,maiz,133383.98198582698,105683.2
PAN,maiz,1361.7135202659993,4320
PNG,maiz,294.5970510430634,184.29999999999998
PRY,maiz,39312.71340344148,75264
PER,maiz,12774.100611197064,36447.1
PHL,maiz,164100.58719978668,194782.1
POL,maiz,36137.1768022608,46531.5
PRT,maiz,6844.8106290012365,6947.3
PRI,maiz,2.2451476487040054,3.5
QAT,maiz,3.7695788502460346,3.6
COG,maiz,255.51399983419105,1090.3
REU,maiz,0,141.7
ROU,maiz,97811.08025337593,202156.2
RUS,maiz,198254.78423123434,217718.3
RWA,maiz,7209.955078789615,18632.4
VCT,maiz,3.0106564313173294,2.7
STP,maiz,10.326388627290726,37.8
SAU,maiz,176.61963414552156,193.1
SEN,maiz,7574.401369466446,15520.9
SRB,maiz,57767.09368195257,79191.59999999999
SLE,maiz,233.2722377317259,2954.1
SVK,maiz,17777.65004407242,14489.2
SVN,maiz,3135.2033531083725,2852.7999999999997
SOM,maiz,1103.7532183389412,8473.599999999999
ZAF,maiz,60969.098714131396,152625.2
KOR,maiz,633.5026847861591,1190.3
SSD,maiz,3238.05025915429,7386.7
ESP,maiz,38374.43558517657,28167.2
LKA,maiz,4601.611751158256,4575.5999999999995
SDN,maiz,104.9981321869418,2831.7999999999997
SUR,maiz,0.7032780041918159,2.8
CHE,maiz,1366.7898219488561,1110.6000000000001
SYR,maiz,4257.734835717827,3722.7999999999997
TWN,maiz,816.7235748749226,2378.7
TJK,maiz,4466.169139232952,1319.7
TZA,maiz,109260.51336474344,318131.6
THA,maiz,40857.423035160406,89054.90000000001
TLS,maiz,1897.2625424326397,4625.4
TGO,maiz,17932.206731450744,52985.2
TTO,maiz,26.036175971850753,103.7
TUR,maiz,54033.1819655837,53275.7
TKM,maiz,3045.0966631080955,2879
UGA,maiz,57771.9049710948,90800.5
UKR,maiz,758645.0702515375,333372.5
ARE,maiz,36.613810151815414,14.1
USA,maiz,3588377.5586448973,2752314.3
URY,maiz,2752.4148740607197,5174.4000000000005
UZB,maiz,11302.034092085436,3112.5
VUT,maiz,18.195922498125583,115.1
VEN,maiz,9864.065773509443,33712.1
VNM,maiz,112175.66535755293,90303.5
YEM,maiz,626.5317081129178,2638.7999999999997
ZMB,maiz,56718.078496498056,90767.9
ZWE,maiz,8899.459291819134,107454.5
COD,maiz,45323.49207870336,201963.4
NA,maiz,0,6018.3
AFG,rice,8688.385400252417,5131.3
ALB,rice,0,0
DZA,rice,3.7805030868621543,5.8999999999999995
AGO,rice,1563.5779915973544,1685.3
ARG,rice,15962.672279380029,8957.7
AUS,rice,4517.037707494688,1148.1
AZE,rice,54.65474387258291,108.2
BGD,rice,1230175.3559041973,474354.89999999997
BLZ,rice,147.66081061586738,146.3
BEN,rice,8517.706430593506,3551
BTN,rice,3298.3473056769,926.2
BOL,rice,9750.420458170585,7067.5
BRA,rice,115931.91257214616,83822.59999999999
BRN,rice,18.55781831033528,43.7
BGR,rice,591.8906163536012,516.9
BFA,rice,8587.7127195606,7337.2
BDI,rice,3900.7641500607133,2748.9
KHM,rice,242389.81936574238,125417.3
CMR,rice,9082.158115241677,11908.699999999999
CAF,rice,291.3570714025991,338.4
TCD,rice,5567.667284432566,7865.3
CHL,rice,2123.652063398389,1144.4
CHN,rice,2102786.59180429,1325767.5
COL,rice,32825.11501350824,24597
COM,rice,0,1108.9
CRI,rice,2002.4246227471158,2079
CIV,rice,38825.341816742904,35285.3
CUB,rice,5893.542015692918,6037.5
DOM,rice,5306.2902133225,7079.7
ECU,rice,14102.067756632809,15790.300000000001
EGY,rice,155772.7009987624,24521.8
SLV,rice,660.8575191944838,171.8
ETH,rice,3492.0535355843604,2087.8
FJI,rice,101.22190383449197,86.9
FRA,rice,830.9211619608104,736
GAB,rice,17.493871815036982,25.1
GMB,rice,1037.3068194389343,2841.6
GHA,rice,15475.710830928758,10515.1
GRC,rice,3020.957191292313,1515.2
GTM,rice,804.5932170953602,488.20000000000005
GIN,rice,52527.33779228246,72769.2
GNB,rice,4135.708030142821,4549.8
GUY,rice,5364.338386444375,73.3
GUY,rice,5364.338386444375,6478.5
HTI,rice,3663.504774015397,2628.5
HND,rice,1825.69523781538,342.2
HKG,rice,0,0
HUN,rice,159.29457703232765,125.4
IND,rice,4088792.2678513415,1862352.7999999998
IDN,rice,1915337.0290864566,653526.7
IRN,rice,25183.945716869086,25701
IRQ,rice,2157.864789487794,1627
ITA,rice,15941.136983940843,10095.800000000001
JAM,rice,0.11199301073793322,0.1
JPN,rice,97810.28894933593,63774.5
KAZ,rice,4054.1846721540205,4067
KEN,rice,2337.9463144484907,1265
KGZ,rice,807.5118777919561,427.09999999999997
LAO,rice,102790.72145553469,41969.9
LBR,rice,8186.136566895293,10548.1
MKD,rice,230.3917452087626,217.29999999999998
MDG,rice,89940.43317865627,37542.8
MWI,rice,2325.3227187534794,2314.5
MYS,rice,27586.18292991433,29699.8
MLI,rice,105733.23050947348,35989.8
MRT,rice,5077.428180385381,1796.5
MUS,rice,5.22438046336174,6.8999999999999995
MEX,rice,2521.1066997322487,1785.7
FSM,rice,0.7700337767601013,3.9
MAR,rice,1029.3426702674478,324.6
MOZ,rice,2746.2065310468897,7860.4000000000005
MMR,rice,616365.3277097875,289938.30000000005
NPL,rice,113799.63964899257,58768.6
NIC,rice,9096.75483012665,2886.5
NER,rice,530.442998864688,1013.7
NGA,rice,175709.5693172654,241801.6
PRK,rice,61508.89002853632,20210.3
PAK,rice,277084.3851791788,117458.9
PAN,rice,2870.8238106665667,3607.7
PNG,rice,20.59454741794616,17.6
PRY,rice,8517.692848011851,5605.6
PER,rice,31074.393021961907,18091.6
PHL,rice,443410.8846117235,196456.6
PRT,rice,1731.5747290129075,1256.8999999999999
PRI,rice,0,2
COG,rice,28.928457409143448,86.4
REU,rice,0,2.4
ROU,rice,462.73758092871867,406.8
RUS,rice,10144.73193580797,8788.8
RWA,rice,3105.2134819999337,1441.5
SAU,rice,0,0
SEN,rice,12883.301308332942,9542
SLE,rice,21368.76771092741,32147
SLB,rice,65.23347314447165,70.4
SOM,rice,23.811531250248663,32.300000000000004
ZAF,rice,30.163141258992255,48.7
KOR,rice,56734.805004336755,33579
ESP,rice,8160.207782649843,4711.8
LKA,rice,99877.1003360739,40368.6
SDN,rice,1.7310800952836871,307.90000000000003
SUR,rice,2791.1742697353475,2704.2000000000003
TWN,rice,15202.8887627949,11807.9
TJK,rice,2240.260765668936,589.8
TZA,rice,57660.29838591907,53225.6
THA,rice,239514.23728739214,402741.10000000003
TLS,rice,1746.2066655750386,1139.6
TGO,rice,3508.7580701159313,3575.2999999999997
TTO,rice,16.80351610481739,89.6
TUR,rice,8563.566306270892,5004.3
TKM,rice,4874.618541225791,6088.7
UGA,rice,6116.748579885811,4145.5
UKR,rice,1651.70417664852,517.4
USA,rice,89210.31232415978,54043.2
URY,rice,15262.119184592739,7093.200000000001
UZB,rice,7808.7465903852135,3117.6
VEN,rice,2850.783975088387,3105
VNM,rice,1073441.6839046688,333521.2
ZMB,rice,608.4080102907028,952.4
ZWE,rice,17.934464721940458,13.799999999999999
COD,rice,23276.09994816035,57302.100000000006
NA,rice,0,1.5
AFG,sugc,190.00244984868914,67.9
ASM,sugc,0,1.7
AGO,sugc,5486.353248786181,724.1999999999999
ARG,sugc,83551.65864380775,18647.7
AUS,sugc,125213.31117724441,22789.5
BHS,sugc,223.75730991363525,118.5
BGD,sugc,44289.04744797852,5012.3
BRB,sugc,327.1543846130371,88.3
BLZ,sugc,4710.958596855402,1730.8
BEN,sugc,95.83081467752345,30.5
BTN,sugc,3.3980095394072123,24
BOL,sugc,79344.87413277756,7440.5999999999995
BRA,sugc,3001256.916594958,520959.7
BFA,sugc,4795.348579317331,245.79999999999998
BDI,sugc,2530.6661840230227,152.79999999999998
KHM,sugc,7461.976027831435,1476.3999999999999
CMR,sugc,12654.0249775938,6942.5999999999995
CPV,sugc,269.0615946650505,65.60000000000001
CAF,sugc,1038.3928592384327,1071.6000000000001
TCD,sugc,4504.3289841404185,225.89999999999998
CHN,sugc,415606.4950547293,71445.9
COL,sugc,146692.31411073706,20501.899999999998
CRI,sugc,17903.181836396456,3337.1
CIV,sugc,17741.712805837393,1190.1999999999998
CUB,sugc,78004.44363416359,21484.7
DMA,sugc,19.185303509235382,12.4
DOM,sugc,15878.782783259638,5802
ECU,sugc,33984.48341041058,5333.5
EGY,sugc,152564.02300263662,6978.4
SLV,sugc,76801.41844815016,4031.1000000000004
ETH,sugc,11122.901789110387,1591.8000000000002
FJI,sugc,6607.291238069534,1904.5
PYF,sugc,3.6807291507720947,2.1
GAB,sugc,1150.994186851196,239.3
GHA,sugc,1491.7268601993565,311.5
GRD,sugc,29.221510887145996,8.3
GLP,sugc,2652.9159631729126,553.2
GTM,sugc,317830.70599847287,13241.9
GIN,sugc,3010.306303012185,289
GNB,sugc,65.34269970655441,12.8
GUY,sugc,9729.644565477967,10.200000000000001
GUY,sugc,9729.644565477967,2258.1000000000004
HTI,sugc,14169.719693660736,1202
HND,sugc,51977.978709607385,3288.4
IND,sugc,3599214.491581382,252252
IDN,sugc,220422.3970771283,23352.699999999997
IRN,sugc,24594.488814985147,4564.2
IRQ,sugc,40.01158595085144,29.7
JAM,sugc,4475.570551069453,1039.6000000000001
JPN,sugc,5582.941255956888,1167
KEN,sugc,67811.12397530675,4427.2
LAO,sugc,20839.891671721824,1843.6999999999998
LBN,sugc,0.241984024643898,0.2
LBR,sugc,2678.6093084234744,1364.4
MDG,sugc,29580.14558666246,4800.2
MWI,sugc,29090.579076096416,1377
MYS,sugc,136.61096631735563,77.2
MLI,sugc,3631.0384089797735,257.5
MTQ,sugc,648.5053004622459,206.3
MUS,sugc,13234.36474609375,2623.2000000000003
MEX,sugc,219901.4022053019,39802.5
MAR,sugc,4890.205900285393,531.6999999999999
MOZ,sugc,27703.796761862934,2156.2000000000003
MMR,sugc,107949.17066860572,8339.6
NPL,sugc,41716.99144309759,4124.2
NIC,sugc,62406.80429265648,3680.2000000000003
NER,sugc,1939.941149584949,297.59999999999997
NGA,sugc,16981.159408211708,4636.8
OMN,sugc,4.049976231530309,2.6
PAK,sugc,775338.2354844194,57626.600000000006
PAN,sugc,10040.44258976425,1936.1999999999998
PNG,sugc,2354.84347759746,368.70000000000005
PRY,sugc,26164.869256921113,6115.2
PER,sugc,38866.67013344169,4469
PHL,sugc,368726.62869263627,20898.9
PRT,sugc,21.69038552045822,3.1
COG,sugc,6844.692894497886,1020.8
REU,sugc,0,1233.9
RWA,sugc,866.3084546253085,562.1
VCT,sugc,27.771940290927887,37.5
WSM,sugc,0,0.1
SEN,sugc,8438.776683807373,201
SLE,sugc,752.8813188599888,56.5
SOM,sugc,2059.8617353774607,288.1
ZAF,sugc,63489.678971675225,12525.2
ESP,sugc,0,0.9
LKA,sugc,7489.321491748095,947.9
SDN,sugc,66646.90399669111,3546.9
SUR,sugc,491.4134688898921,159.5
SYR,sugc,0,0
TWN,sugc,1673.8943097828887,491.4
TZA,sugc,31043.035683665425,4874.9000000000005
THA,sugc,398364.51254345896,71791.79999999999
UGA,sugc,35124.160541985184,2824.9
USA,sugc,121433.47963634506,18624.9
URY,sugc,1580.094817792531,387.29999999999995
VEN,sugc,13395.021446341008,2661.6
VNM,sugc,164002.72136100847,13062.2
WLF,sugc,0.01364443451166153,0.1
YEM,sugc,0,0
ZMB,sugc,39837.13987744739,2135.5
ZWE,sugc,34340.64514920395,2216.8
COD,sugc,20674.34399696486,2482.2999999999997
NA,sugc,0,2997.3
AFG,whea,113344.58766753133,72134.6
ALB,whea,2977.7545142835006,2211.3
DZA,whea,26384.143563104793,64669.9
AGO,whea,76.15942867135163,134.7
ARG,whea,146322.68546268577,123969.3
ARM,whea,10417.846423249692,3388.3999999999996
AUS,whea,251300.11723300908,353809.9
AUT,whea,21730.651655787486,9881.199999999999
AZE,whea,24569.446450438118,18521.3
BGD,whea,35631.31755224662,13949.1
BLR,whea,27297.799627623055,22277.5
BEL,whea,14528.434337012004,6469.1
BTN,whea,70.97300347359851,47.199999999999996
BOL,whea,7408.429102776572,7207.200000000001
BIH,whea,4728.129177840427,2238.9
BRA,whea,64960.57769406459,67931.1
BGR,whea,59915.61568867776,37399.6
BDI,whea,209.91109866369516,320.90000000000003
CMR,whea,24.43460923805833,21.1
CAN,whea,360736.06279324647,290443.8
TCD,whea,74.95460402965546,27.3
CHL,whea,16737.72233853396,8946.9
CHN,whea,1395986.757303792,774466.6
COL,whea,162.19968680111924,266.6
HRV,whea,11823.461693890858,5269.4
CYP,whea,72.61538482259493,263
CZE,whea,61222.55219241546,26333.300000000003
DNK,whea,44861.30365237594,18282.9
ECU,whea,76.51209298404865,138.7
EGY,whea,272179.340980934,44182.7
ERI,whea,479.17669095285237,784
EST,whea,4979.5653879754245,5160.1
ETH,whea,121968.98309488036,53189.2
FIN,whea,10111.236950590974,6745.5
FRA,whea,299183.99324741814,174441.7
GEO,whea,4518.43418131629,1542.8999999999999
DEU,whea,256968.88583641243,100405.3
GRC,whea,15132.224440466613,16833.4
GTM,whea,20.604460819158703,11
HND,whea,30.382602512836456,69.3
HUN,whea,63291.26317150332,32749.699999999997
IND,whea,2451325.9779463126,953971.2
IRN,whea,148632.41946028476,185924.9
IRQ,whea,28098.755689326208,28854.199999999997
IRL,whea,7681.23057164182,2129.3
ISR,whea,2010.4422040204518,1370.4
ITA,whea,81401.41516677046,59973.4
JPN,whea,9522.929674512241,6723.6
JOR,whea,672.4419739695732,755.4
KAZ,whea,266994.75250695087,388031.5
KEN,whea,3642.569840747863,4801.8
KWT,whea,0.10101747990120202,0.1
KGZ,whea,18787.01975251548,8481
LVA,whea,21708.597434929572,15024.6
LBN,whea,1724.4728529397398,1316.3
LSO,whea,104.72831650823355,247.70000000000002
LBY,whea,1723.8161755350884,6634.8
LTU,whea,44353.368442320265,27613.5
LUX,whea,724.7107980251312,433
MKD,whea,3325.482169208466,2503.5
MDG,whea,140.08086870564148,64.69999999999999
MWI,whea,21.364323924761266,22.5
MLI,whea,2520.8272515535355,313.59999999999997
MLT,whea,116.40639591217041,73.6
MRT,whea,241.9911203533411,112.60000000000001
MEX,whea,41622.781212189,22690.8
MDA,whea,34734.604538202286,11628
MNG,whea,13758.17717917473,11135.1
MNE,whea,85.70486404420808,23.400000000000002
MAR,whea,83748.29259188566,75691.7
MOZ,whea,436.9938924827147,489.9
MMR,whea,2652.0031065234216,2714.1000000000004
NAM,whea,107.54649895010516,68.2
NPL,whea,44772.80939278891,23389
NLD,whea,9813.981629241724,3993
NCL,whea,0.11243013944476843,0.2
NZL,whea,4410.318100692006,1566.3
NER,whea,252.020452843979,128.6
NGA,whea,1706.699501152034,1881.6
PRK,whea,949.548768903187,987.8
NOR,whea,2869.8015721403062,2093.9
OMN,whea,35.44244404602796,29.1
PAK,whea,688804.6196447378,289264.6
PSE,whea,0,451.6
PRY,whea,11109.09938658122,16307.200000000003
PER,whea,1992.8781055989675,3988.4
POL,whea,114204.58482785593,74137.5
PRT,whea,981.6532677370124,1197.8999999999999
QAT,whea,0.07894400088116527,0.1
ROU,whea,91839.0529181445,66963.09999999999
RUS,whea,975783.2150051374,856528.7
RWA,whea,2690.7539309477434,182.4
SAU,whea,5863.718893495883,3274.4
SRB,whea,20026.851161696948,18662.9
SVK,whea,31079.34398073936,13063.9
SVN,whea,1617.7397266153712,986.6
SOM,whea,26.36606914922595,81.10000000000001
ZAF,whea,24963.72560655966,15942.3
KOR,whea,341.5132576539181,327.40000000000003
ESP,whea,81032.20474694297,70774.8
SDN,whea,11525.859441018896,6796.299999999999
SWE,whea,30398.01643187867,14064
CHE,whea,4161.534897591453,2774.9
SYR,whea,47758.209850654006,37632
TWN,whea,19.206241933163255,82.8
TJK,whea,22012.87969091069,9328.900000000001
TZA,whea,3403.1045657973737,3353.2999999999997
THA,whea,13.404701663646847,39.9
TUN,whea,39680.364392232616,15942.6
TUR,whea,225317.6035693828,238645.5
TKM,whea,15764.406492352486,60891.2
UGA,whea,618.5178654044867,460.5
UKR,whea,807120.0603024294,194613.9
ARE,whea,0.7412061244249344,0.8
GBR,whea,148164.3126900806,57169.3
USA,whea,634594.3313836652,556503.9
URY,whea,11552.31778721395,6742.4
UZB,whea,176468.22329336172,45356
VEN,whea,2.4847948448732495,1.5
YEM,whea,2255.3288516500616,1930.3
ZMB,whea,4861.611148965778,758
ZWE,whea,1073.915828095749,692.9
COD,whea,176.28145011188462,173.3
NA,whea,0,10.3
