iso3c,Country,SPAM_short_name,SPAM_production,FAO_production,SPAM_full_name,per_diff,raw_diff
GGY,Guernsey,cnut,0,NA,coconut,NA,NA
GIN,Guinea,cnut,56282.49506235123,54771,coconut,0.027221026434199026,1511.4950623512268
GNB,Guinea-Bissau,cnut,33214.45941823721,40192,coconut,0.19010699159342045,-6977.540581762791
GUY,Guyana,cnut,169665.84294390678,3200,coconut,1.9259541400312759,166465.84294390678
GUY,Guyana,cnut,169665.84294390678,170699,coconut,0.006070879983709031,-1033.157056093216
HTI,Haiti,cnut,26188.00749540329,27000,coconut,0.030532916829677657,-811.9925045967102
HND,Honduras,cnut,14013.190492868423,14116,coconut,0.007309809157689182,-102.80950713157654
HKG,Hong Kong,cnut,0,NA,coconut,NA,NA
HUN,Hungary,cnut,0,NA,coconut,NA,NA
ISL,Iceland,cnut,0,NA,coconut,NA,NA
IND,India,cnut,10917092.52867885,11344306,coconut,0.0383815482904887,-427213.47132115066
IDN,Indonesia,cnut,17651533.40263143,17979533,coconut,0.018410877387848527,-327999.5973685682
IRN,Iran,cnut,0,NA,coconut,NA,NA
IRQ,Iraq,cnut,0,NA,coconut,NA,NA
IRL,Ireland,cnut,0,NA,coconut,NA,NA
IMN,Isle of Man,cnut,0,NA,coconut,NA,NA
ISR,Israel,cnut,0,NA,coconut,NA,NA
ITA,Italy,cnut,0,NA,coconut,NA,NA
JAM,Jamaica,cnut,245643.34287643433,253068,coconut,0.029775368976940556,-7424.657123565674
JPN,Japan,cnut,0,NA,coconut,NA,NA
JEY,Jersey,cnut,0,NA,coconut,NA,NA
JOR,Jordan,cnut,0,NA,coconut,NA,NA
KAZ,Kazakhstan,cnut,0,NA,coconut,NA,NA
KEN,Kenya,cnut,114533.20025634766,115228,coconut,0.006048016313260431,-694.79974365234375
KIR,Kiribati,cnut,9054.21875,167400,coconut,1.7947520027769241,-158345.78125
XKO,Kosovo,cnut,0,NA,coconut,NA,NA
KWT,Kuwait,cnut,0,NA,coconut,NA,NA
KGZ,Kyrgyzstan,cnut,0,NA,coconut,NA,NA
LAO,Laos,cnut,8.600000143051147,NA,coconut,NA,NA
LVA,Latvia,cnut,0,NA,coconut,NA,NA
LBN,Lebanon,cnut,0,NA,coconut,NA,NA
LSO,Lesotho,cnut,0,NA,coconut,NA,NA
LBR,Liberia,cnut,6409.229058980942,6596,coconut,0.02872243774746604,-186.77094101905823
LBY,Libya,cnut,0,NA,coconut,NA,NA
LIE,Liechtenstein,cnut,0,NA,coconut,NA,NA
LTU,Lithuania,cnut,0,NA,coconut,NA,NA
LUX,Luxembourg,cnut,0,NA,coconut,NA,NA
MAC,Macao,cnut,0,NA,coconut,NA,NA
MKD,Macedonia,cnut,0,NA,coconut,NA,NA
MDG,Madagascar,cnut,71628.82608523965,74474,coconut,0.03894755482827435,-2845.173914760351
MWI,Malawi,cnut,20.799999713897705,NA,coconut,NA,NA
MYS,Malaysia,cnut,479897.0507695228,504773,coconut,0.050526466629175086,-24875.949230477214
MDV,Maldives,cnut,0,1157,coconut,2,-1157
MLI,Mali,cnut,3.900000125169754,NA,coconut,NA,NA
MLT,Malta,cnut,0,NA,coconut,NA,NA
MHL,Marshall Islands,cnut,1271.323486328125,30400,coconut,1.839435382373341,-29128.676513671875
MTQ,Martinique,cnut,994.3270473480225,1139,coconut,0.13563129275637612,-144.67295265197754
MRT,Mauritania,cnut,9.599999904632568,NA,coconut,NA,NA
MUS,Mauritius,cnut,1388.585574746132,1481,coconut,0.06440959702834015,-92.4144252538681
MYT,Mayotte,cnut,0,NA,coconut,NA,NA
MEX,Mexico,cnut,1018904.4519836158,1156757,coconut,0.12672242539453915,-137852.54801638424
FSM,Micronesia,cnut,10040.399780273438,48000,coconut,1.3080406187218625,-37959.60021972656
MDA,Moldova,cnut,0,NA,coconut,NA,NA
MCO,Monaco,cnut,0,NA,coconut,NA,NA
MNG,Mongolia,cnut,0,NA,coconut,NA,NA
MNE,Montenegro,cnut,0,NA,coconut,NA,NA
MSR,Montserrat,cnut,0,NA,coconut,NA,NA
MAR,Morocco,cnut,0,NA,coconut,NA,NA
MOZ,Mozambique,cnut,233560.0188589692,241045,coconut,0.03154193842714074,-7484.981141030788
MMR,Myanmar,cnut,519245.67114031315,531653,coconut,0.02361279769480317,-12407.328859686852
NAM,Namibia,cnut,0,NA,coconut,NA,NA
NRU,Nauru,cnut,0,2754,coconut,2,-2754
NPL,Nepal,cnut,352.87005503475666,334,coconut,0.0549450508038287,18.87005503475666
NLD,Netherlands,cnut,0,NA,coconut,NA,NA
NCL,New Caledonia,cnut,19336.369060516357,19006,coconut,0.017232584663453152,330.3690605163574
NZL,New Zealand,cnut,0,NA,coconut,NA,NA
NIC,Nicaragua,cnut,6150.613755822182,6407,coconut,0.040833592936229304,-256.3862441778183
NER,Niger,cnut,0,NA,coconut,NA,NA
NGA,Nigeria,cnut,276113.20400476456,283140,coconut,0.025129211401623292,-7026.795995235443
NIU,Niue,cnut,2697.4271240234375,2658,coconut,0.014724175349740022,39.4271240234375
NFK,Norfolk Island,cnut,0,NA,coconut,NA,NA
PRK,North Korea,cnut,0,NA,coconut,NA,NA
MNP,Northern Mariana Islands,cnut,0,NA,coconut,NA,NA
NOR,Norway,cnut,0,NA,coconut,NA,NA
OMN,Oman,cnut,0,NA,coconut,NA,NA
PAK,Pakistan,cnut,9852.676927447319,9867,coconut,0.0014526680741655607,-14.32307255268097
PLW,Palau,cnut,0,NA,coconut,NA,NA
PSE,Palestina,cnut,0,NA,coconut,NA,NA
PAN,Panama,cnut,17047.300437808037,15494,coconut,0.0954664021972114,1553.3004378080368
PNG,Papua New Guinea,cnut,1066738.141978085,1186513,coconut,0.10631292339367636,-119774.85802191496
PRY,Paraguay,cnut,0,NA,coconut,NA,NA
PER,Peru,cnut,33091.48440593481,32353,coconut,0.02256827027176767,738.4844059348106
PHL,Philippines,cnut,13424931.794441342,13825080,coconut,0.02936866292588415,-400148.20555865765
PCN,Pitcairn Islands,cnut,0,NA,coconut,NA,NA
POL,Poland,cnut,0,NA,coconut,NA,NA
PRT,Portugal,cnut,0,NA,coconut,NA,NA
PRI,Puerto Rico,cnut,1145.169829428196,683,coconut,0.5056092951416342,462.16982942819595
QAT,Qatar,cnut,0,NA,coconut,NA,NA
COG,Republic of Congo,cnut,3497.8948878645897,3422,coconut,0.021935271877521277,75.89488786458969
REU,Reunion,cnut,0,220,coconut,2,-220
ROU,Romania,cnut,0,NA,coconut,NA,NA
RUS,Russia,cnut,0,NA,coconut,NA,NA
RWA,Rwanda,cnut,0,NA,coconut,NA,NA
BLM,Saint-Barthélemy,cnut,0,NA,coconut,NA,NA
MAF,Saint-Martin,cnut,0,NA,coconut,NA,NA
SHN,Saint Helena,cnut,0,NA,coconut,NA,NA
KNA,Saint Kitts and Nevis,cnut,1877.2532958984375,3000,coconut,0.46040122830845986,-1122.7467041015625
LCA,Saint Lucia,cnut,10671.317474365234,13000,coconut,0.19675140837907343,-2328.6825256347656
SPM,Saint Pierre and Miquelon,cnut,0,NA,coconut,NA,NA
VCT,Saint Vincent and the Grenadines,cnut,1334.2939643859863,2405,coconut,0.5726781824652986,-1070.7060356140137
WSM,Samoa,cnut,0,173550,coconut,2,-173550
SMR,San Marino,cnut,0,NA,coconut,NA,NA
STP,São Tomé and Príncipe,cnut,755.0782527923584,786,coconut,0.0401300156583391,-30.9217472076416
SAU,Saudi Arabia,cnut,0,NA,coconut,NA,NA
SEN,Senegal,cnut,3876.798157930374,3993,coconut,0.029531085737575003,-116.20184206962585
SRB,Serbia,cnut,0,NA,coconut,NA,NA
SYC,Seychelles,cnut,527.4161357879639,2495,coconut,1.3019940179078444,-1967.5838642120361
SLE,Sierra Leone,cnut,5514.522075861692,4726,coconut,0.15400036639154296,788.5220758616924
SGP,Singapore,cnut,92.62313640117645,103,coconut,0.10609035096485799,-10.376863598823547
SXM,Sint Maarten,cnut,0,NA,coconut,NA,NA
SVK,Slovakia,cnut,0,NA,coconut,NA,NA
SVN,Slovenia,cnut,0,NA,coconut,NA,NA
SLB,Solomon Islands,cnut,363819.37698078156,384518,coconut,0.05531896082146386,-20698.623019218445
SOM,Somalia,cnut,10879.714233398438,11137,coconut,0.02337185865920635,-257.2857666015625
ZAF,South Africa,cnut,0,NA,coconut,NA,NA
KOR,South Korea,cnut,0,NA,coconut,NA,NA
SSD,South Sudan,cnut,0,NA,coconut,NA,NA
ESP,Spain,cnut,0,NA,coconut,NA,NA
LKA,Sri Lanka,cnut,3132042.6790676117,3011000,coconut,0.03940805408370807,121042.6790676117
SDN,Sudan,cnut,0,NA,coconut,NA,NA
SUR,Suriname,cnut,12417.373745888472,14672,coconut,0.16645835191769448,-2254.6262541115284
SJM,Svalbard and Jan Mayen,cnut,0,NA,coconut,NA,NA
SWZ,Swaziland,cnut,0,NA,coconut,NA,NA
SWE,Sweden,cnut,0,NA,coconut,NA,NA
CHE,Switzerland,cnut,0,NA,coconut,NA,NA
SYR,Syria,cnut,0,NA,coconut,NA,NA
TWN,Taiwan,cnut,20447.665302455425,19633,coconut,0.040651286414924714,814.6653024554253
TJK,Tajikistan,cnut,0,NA,coconut,NA,NA
TZA,Tanzania,cnut,410517.0500020087,543107,coconut,0.27807593568495265,-132589.94999799132
THA,Thailand,cnut,861510.6352086365,900000,coconut,0.04370040580175632,-38489.36479136348
TLS,Timor-Leste,cnut,8826.531197987497,9131,coconut,0.033909873095097284,-304.46880201250315
TGO,Togo,cnut,13386.12982058525,13671,coconut,0.02105693998614871,-284.87017941474915
TKL,Tokelau,cnut,0,4502,coconut,2,-4502
TON,Tonga,cnut,20326.320556640625,142564,coconut,1.5008587253759451,-122237.67944335938
TTO,Trinidad and Tobago,cnut,18325.450506687164,18855,coconut,0.028485372613631592,-529.5494933128357
TUN,Tunisia,cnut,0,NA,coconut,NA,NA
TUR,Turkey,cnut,0,NA,coconut,NA,NA
TKM,Turkmenistan,cnut,0,NA,coconut,NA,NA
TCA,Turks and Caicos Islands,cnut,0,NA,coconut,NA,NA
TUV,Tuvalu,cnut,0,1622,coconut,2,-1622
UGA,Uganda,cnut,0,NA,coconut,NA,NA
UKR,Ukraine,cnut,0,NA,coconut,NA,NA
ARE,United Arab Emirates,cnut,0,NA,coconut,NA,NA
GBR,United Kingdom,cnut,0,NA,coconut,NA,NA
USA,United States,cnut,0,NA,coconut,NA,NA
URY,Uruguay,cnut,0,NA,coconut,NA,NA
UZB,Uzbekistan,cnut,0,NA,coconut,NA,NA
VUT,Vanuatu,cnut,451166.5768170357,559000,coconut,0.21349631963223314,-107833.42318296432
VEN,Venezuela,cnut,142333.85128068924,157391,coconut,0.10047314164957176,-15057.14871931076
VNM,Vietnam,cnut,1447682.8105707169,1469960,coconut,0.015270676279201926,-22277.189429283142
VIR,"Virgin Islands, U.S.",cnut,0,NA,coconut,NA,NA
WLF,Wallis and Futuna,cnut,602.67108154296875,3638,coconut,1.4315323495226733,-3035.3289184570312
ESH,Western Sahara,cnut,0,NA,coconut,NA,NA
YEM,Yemen,cnut,0,NA,coconut,NA,NA
ZMB,Zambia,cnut,0,NA,coconut,NA,NA
ZWE,Zimbabwe,cnut,12.699999809265137,NA,coconut,NA,NA
XMI,Madeira Island,cnut,0,NA,coconut,NA,NA
COD,Democratic Republic of the Congo,cnut,1.2999999970197678,NA,coconut,NA,NA
AFG,Afghanistan,coco,0,NA,cocoa,NA,NA
ALA,Åland,coco,0,NA,cocoa,NA,NA
ALB,Albania,coco,0,NA,cocoa,NA,NA
DZA,Algeria,coco,0,NA,cocoa,NA,NA
ASM,American Samoa,coco,0,1,cocoa,2,-1
AND,Andorra,coco,0,NA,cocoa,NA,NA
AGO,Angola,coco,467.4675122499466,455,cocoa,0.02703078880152143,12.467512249946594
AIA,Anguilla,coco,0,NA,cocoa,NA,NA
ATG,Antigua and Barbuda,coco,0,NA,cocoa,NA,NA
ARG,Argentina,coco,0,NA,cocoa,NA,NA
ARM,Armenia,coco,0,NA,cocoa,NA,NA
ABW,Aruba,coco,0,NA,cocoa,NA,NA
AUS,Australia,coco,0,NA,cocoa,NA,NA
AUT,Austria,coco,0,NA,cocoa,NA,NA
AZE,Azerbaijan,coco,0,NA,cocoa,NA,NA
BHS,Bahamas,coco,0,NA,cocoa,NA,NA
BHR,Bahrain,coco,0,NA,cocoa,NA,NA
BGD,Bangladesh,coco,0,NA,cocoa,NA,NA
BRB,Barbados,coco,0,NA,cocoa,NA,NA
BLR,Belarus,coco,0,NA,cocoa,NA,NA
BEL,Belgium,coco,0,NA,cocoa,NA,NA
BLZ,Belize,coco,95.13461500406265,85,cocoa,0.11252268203792017,10.134615004062653
BEN,Benin,coco,69.5999984741211,0,cocoa,2,69.5999984741211
BMU,Bermuda,coco,0,NA,cocoa,NA,NA
BTN,Bhutan,coco,0,NA,cocoa,NA,NA
BOL,Bolivia,coco,6245.015242084861,6143,cocoa,0.016469989758858578,102.0152420848608
BES,"Bonaire, Sint Eustatius and Saba",coco,0,NA,cocoa,NA,NA
BIH,Bosnia and Herzegovina,coco,0,NA,cocoa,NA,NA
BWA,Botswana,coco,0,NA,cocoa,NA,NA
BRA,Brazil,coco,212114.34101508558,213871,cocoa,0.008247509084366417,-1756.658984914422
IOT,British Indian Ocean Territory,coco,0,NA,cocoa,NA,NA
VGB,British Virgin Islands,coco,0,NA,cocoa,NA,NA
BRN,Brunei,coco,3.499999985098839,NA,cocoa,NA,NA
BGR,Bulgaria,coco,0,NA,cocoa,NA,NA
BFA,Burkina Faso,coco,15.000000357627869,NA,cocoa,NA,NA
BDI,Burundi,coco,0.20000000298023224,NA,cocoa,NA,NA
KHM,Cambodia,coco,0,NA,cocoa,NA,NA
CMR,Cameroon,coco,272908.04780852795,293169,cocoa,0.07158372617264354,-20260.952191472054
CAN,Canada,coco,0,NA,cocoa,NA,NA
CPV,Cape Verde,coco,0,NA,cocoa,NA,NA
CYM,Cayman Islands,coco,0,NA,cocoa,NA,NA
CAF,Central African Republic,coco,221.40826448053122,128,cocoa,0.534665455720701,93.40826448053122
TCD,Chad,coco,0,NA,cocoa,NA,NA
CHL,Chile,coco,0,NA,cocoa,NA,NA
CHN,China,coco,0,NA,cocoa,NA,NA
CXR,Christmas Island,coco,0,NA,cocoa,NA,NA
CCK,Cocos Islands,coco,0,NA,cocoa,NA,NA
COL,Colombia,coco,58229.402029663324,56785,cocoa,0.02511688978378202,1444.4020296633244
COM,Comoros,coco,0,46,cocoa,2,-46
COK,Cook Islands,coco,0,NA,cocoa,NA,NA
CRI,Costa Rica,coco,589.691732198,650,cocoa,0.097295587662058855,-60.308267802000046
CIV,Côte d'Ivoire,coco,1693274.3987972736,1634000,cocoa,0.035629402142907024,59274.398797273636
HRV,Croatia,coco,0,NA,cocoa,NA,NA
CUB,Cuba,coco,1847.5035464540124,2058,cocoa,0.10779478294782607,-210.4964535459876
CUW,Curaçao,coco,0,NA,cocoa,NA,NA
CYP,Cyprus,coco,0,NA,cocoa,NA,NA
CZE,Czech Republic,coco,0,NA,cocoa,NA,NA
DNK,Denmark,coco,0,NA,cocoa,NA,NA
DJI,Djibouti,coco,0,NA,cocoa,NA,NA
DMA,Dominica,coco,142.25062775611877,285,cocoa,0.6682231129470207,-142.74937224388123
DOM,Dominican Republic,coco,77719.77832700312,81246,cocoa,0.044364538205741454,-3526.2216729968786
ECU,Ecuador,coco,213250.04256649315,177551,cocoa,0.18269676217877087,35699.04256649315
EGY,Egypt,coco,0,NA,cocoa,NA,NA
SLV,El Salvador,coco,356.9115898013115,364,cocoa,0.01966513036818322,-7.088410198688507
GNQ,Equatorial Guinea,coco,632.6733300685883,688,cocoa,0.08378554888897224,-55.32666993141174
ERI,Eritrea,coco,0,NA,cocoa,NA,NA
EST,Estonia,coco,0,NA,cocoa,NA,NA
ETH,Ethiopia,coco,0,NA,cocoa,NA,NA
FLK,Falkland Islands,coco,0,NA,cocoa,NA,NA
FRO,Faroe Islands,coco,0,NA,cocoa,NA,NA
FJI,Fiji,coco,4.950000137090683,3,cocoa,0.4905660637646955,1.950000137090683
FIN,Finland,coco,0,NA,cocoa,NA,NA
FRA,France,coco,0,NA,cocoa,NA,NA
GUF,French Guiana,coco,0,NA,cocoa,NA,NA
PYF,French Polynesia,coco,0,NA,cocoa,NA,NA
GAB,Gabon,coco,1394.1690035760403,197,cocoa,1.5047666223832759,1197.1690035760403
GMB,Gambia,coco,0,NA,cocoa,NA,NA
GEO,Georgia,coco,0,NA,cocoa,NA,NA
DEU,Germany,coco,0,NA,cocoa,NA,NA
GHA,Ghana,coco,920020.5929934382,858720,cocoa,0.0689258380169709,61300.592993438244
GIB,Gibraltar,coco,0,NA,cocoa,NA,NA
GRC,Greece,coco,0,NA,cocoa,NA,NA
GRL,Greenland,coco,0,NA,cocoa,NA,NA
GRD,Grenada,coco,692.1599960327148,600,cocoa,0.1426448679972624,92.15999603271484
GLP,Guadeloupe,coco,1.600000023841858,0,cocoa,2,1.600000023841858
GUM,Guam,coco,0,NA,cocoa,NA,NA
GTM,Guatemala,coco,11611.376247882843,11567,cocoa,0.0038291075620015816,44.37624788284302
GGY,Guernsey,coco,0,NA,cocoa,NA,NA
GIN,Guinea,coco,12494.993423342705,8200,cocoa,0.41507560166684676,4294.993423342705
GNB,Guinea-Bissau,coco,0,NA,cocoa,NA,NA
GUY,Guyana,coco,508.18294636905193,517,cocoa,0.017200936988224242,-8.817053630948067
HTI,Haiti,coco,13201.35956017673,13432,cocoa,0.017319665534657722,-230.64043982326984
HND,Honduras,coco,1141.0310864150524,965,cocoa,0.1671685546814009,176.0310864150524
HKG,Hong Kong,coco,0,NA,cocoa,NA,NA
HUN,Hungary,coco,0,NA,cocoa,NA,NA
ISL,Iceland,coco,0,NA,cocoa,NA,NA
IND,India,coco,17107.666653692722,17000,cocoa,0.0063133403281966,107.66665369272232
IDN,Indonesia,coco,606377.4017108679,656817,cocoa,0.07986038921771159,-50439.59828913212
IRN,Iran,coco,0,NA,cocoa,NA,NA
IRQ,Iraq,coco,0,NA,cocoa,NA,NA
IRL,Ireland,coco,0,NA,cocoa,NA,NA
IMN,Isle of Man,coco,0,NA,cocoa,NA,NA
ISR,Israel,coco,0,NA,cocoa,NA,NA
ITA,Italy,coco,0,NA,cocoa,NA,NA
JAM,Jamaica,coco,526.509204711765,726,cocoa,0.3185458350929133,-199.49079528823495
JPN,Japan,coco,0,NA,cocoa,NA,NA
JEY,Jersey,coco,0,NA,cocoa,NA,NA
JOR,Jordan,coco,0,NA,cocoa,NA,NA
KAZ,Kazakhstan,coco,0,NA,cocoa,NA,NA
KEN,Kenya,coco,0,NA,cocoa,NA,NA
KIR,Kiribati,coco,0,NA,cocoa,NA,NA
XKO,Kosovo,coco,0,NA,cocoa,NA,NA
KWT,Kuwait,coco,0,NA,cocoa,NA,NA
KGZ,Kyrgyzstan,coco,0,NA,cocoa,NA,NA
LAO,Laos,coco,0.4000000059604645,NA,cocoa,NA,NA
LVA,Latvia,coco,0,NA,cocoa,NA,NA
LBN,Lebanon,coco,0,NA,cocoa,NA,NA
LSO,Lesotho,coco,0,NA,cocoa,NA,NA
LBR,Liberia,coco,8098.012820117176,6985,cocoa,0.14758494650785942,1113.0128201171756
LBY,Libya,coco,0,NA,cocoa,NA,NA
LIE,Liechtenstein,coco,0,NA,cocoa,NA,NA
LTU,Lithuania,coco,0,NA,cocoa,NA,NA
LUX,Luxembourg,coco,0,NA,cocoa,NA,NA
MAC,Macao,coco,0,NA,cocoa,NA,NA
MKD,Macedonia,coco,0,NA,cocoa,NA,NA
MDG,Madagascar,coco,9125.305817961693,11179,cocoa,0.20229149427226992,-2053.694182038307
MWI,Malawi,coco,305.5,NA,cocoa,NA,NA
MYS,Malaysia,coco,1435.1863816715777,1757,cocoa,0.20162583248657662,-321.8136183284223
MDV,Maldives,coco,0,NA,cocoa,NA,NA
MLI,Mali,coco,0,NA,cocoa,NA,NA
MLT,Malta,coco,0,NA,cocoa,NA,NA
MHL,Marshall Islands,coco,0,NA,cocoa,NA,NA
MTQ,Martinique,coco,0,0,cocoa,NaN,0
MRT,Mauritania,coco,0,NA,cocoa,NA,NA
MUS,Mauritius,coco,0,NA,cocoa,NA,NA
MYT,Mayotte,coco,0,NA,cocoa,NA,NA
MEX,Mexico,coco,27600.5879445225,26863,cocoa,0.027085543658042475,737.5879445225
FSM,Micronesia,coco,5.624242544174194,32,cocoa,1.4020618448256243,-26.375757455825806
MDA,Moldova,coco,0,NA,cocoa,NA,NA
MCO,Monaco,coco,0,NA,cocoa,NA,NA
MNG,Mongolia,coco,0,NA,cocoa,NA,NA
MNE,Montenegro,coco,0,NA,cocoa,NA,NA
MSR,Montserrat,coco,0,NA,cocoa,NA,NA
MAR,Morocco,coco,0,NA,cocoa,NA,NA
MOZ,Mozambique,coco,0,NA,cocoa,NA,NA
MMR,Myanmar,coco,0,NA,cocoa,NA,NA
NAM,Namibia,coco,0,NA,cocoa,NA,NA
NRU,Nauru,coco,0,NA,cocoa,NA,NA
NPL,Nepal,coco,0,NA,cocoa,NA,NA
NLD,Netherlands,coco,0,NA,cocoa,NA,NA
NCL,New Caledonia,coco,0,NA,cocoa,NA,NA
NZL,New Zealand,coco,0,NA,cocoa,NA,NA
NIC,Nicaragua,coco,4553.383136302233,5185,cocoa,0.12971698789365949,-631.6168636977673
NER,Niger,coco,0,NA,cocoa,NA,NA
NGA,Nigeria,coco,287284.8755558133,298029,cocoa,0.03671235175822231,-10744.124444186687
NIU,Niue,coco,0,NA,cocoa,NA,NA
NFK,Norfolk Island,coco,0,NA,cocoa,NA,NA
PRK,North Korea,coco,0,NA,cocoa,NA,NA
MNP,Northern Mariana Islands,coco,0,NA,cocoa,NA,NA
NOR,Norway,coco,0,NA,cocoa,NA,NA
OMN,Oman,coco,0,NA,cocoa,NA,NA
PAK,Pakistan,coco,0,NA,cocoa,NA,NA
PLW,Palau,coco,0,NA,cocoa,NA,NA
PSE,Palestina,coco,0,NA,cocoa,NA,NA
PAN,Panama,coco,750.652694568038,668,cocoa,0.11652280348038911,82.65269456803799
PNG,Papua New Guinea,coco,54937.53229124099,44735,cocoa,0.20472104112754777,10202.53229124099
PRY,Paraguay,coco,0,NA,cocoa,NA,NA
PER,Peru,coco,107845.1327624321,107922,cocoa,7.125018216053823e-4,-76.86723756790161
PHL,Philippines,coco,6250.147081717849,6263,cocoa,0.002054306274546999,-12.852918282151222
PCN,Pitcairn Islands,coco,0,NA,cocoa,NA,NA
POL,Poland,coco,0,NA,cocoa,NA,NA
PRT,Portugal,coco,0,NA,cocoa,NA,NA
PRI,Puerto Rico,coco,0,NA,cocoa,NA,NA
QAT,Qatar,coco,0,NA,cocoa,NA,NA
COG,Republic of Congo,coco,3430.8750170469284,3500,cocoa,0.01994697142368151,-69.1249829530716
REU,Reunion,coco,0,NA,cocoa,NA,NA
ROU,Romania,coco,0,NA,cocoa,NA,NA
RUS,Russia,coco,0,NA,cocoa,NA,NA
RWA,Rwanda,coco,0,NA,cocoa,NA,NA
BLM,Saint-Barthélemy,coco,0,NA,cocoa,NA,NA
MAF,Saint-Martin,coco,0,NA,cocoa,NA,NA
SHN,Saint Helena,coco,0,NA,cocoa,NA,NA
KNA,Saint Kitts and Nevis,coco,0,NA,cocoa,NA,NA
LCA,Saint Lucia,coco,62.780001401901245,73,cocoa,0.15053761220473297,-10.219998598098755
SPM,Saint Pierre and Miquelon,coco,0,NA,cocoa,NA,NA
VCT,Saint Vincent and the Grenadines,coco,80.00000095367432,220,cocoa,0.9333333240085179,-139.99999904632568
WSM,Samoa,coco,0,482,cocoa,2,-482
SMR,San Marino,coco,0,NA,cocoa,NA,NA
STP,São Tomé and Príncipe,coco,2777.1946291923523,3001,cocoa,0.07746550096355273,-223.8053708076477
SAU,Saudi Arabia,coco,0,NA,cocoa,NA,NA
SEN,Senegal,coco,0,NA,cocoa,NA,NA
SRB,Serbia,coco,0,NA,cocoa,NA,NA
SYC,Seychelles,coco,0,NA,cocoa,NA,NA
SLE,Sierra Leone,coco,38506.89483508468,47705,cocoa,0.21338366782241455,-9198.105164915323
SGP,Singapore,coco,0,NA,cocoa,NA,NA
SXM,Sint Maarten,coco,0,NA,cocoa,NA,NA
SVK,Slovakia,coco,0,NA,cocoa,NA,NA
SVN,Slovenia,coco,0,NA,cocoa,NA,NA
SLB,Solomon Islands,coco,4869.300618201494,4925,cocoa,0.011373835451812737,-55.69938179850578
SOM,Somalia,coco,0,NA,cocoa,NA,NA
ZAF,South Africa,coco,0,NA,cocoa,NA,NA
KOR,South Korea,coco,0,NA,cocoa,NA,NA
SSD,South Sudan,coco,23.29999978840351,NA,cocoa,NA,NA
ESP,Spain,coco,0,NA,cocoa,NA,NA
LKA,Sri Lanka,coco,1694.9140897542238,1723,cocoa,0.016434532588146932,-28.085910245776176
SDN,Sudan,coco,0,NA,cocoa,NA,NA
SUR,Suriname,coco,6.166666775941849,5,cocoa,0.20895524140746943,1.1666667759418488
SJM,Svalbard and Jan Mayen,coco,0,NA,cocoa,NA,NA
SWZ,Swaziland,coco,0,NA,cocoa,NA,NA
SWE,Sweden,coco,0,NA,cocoa,NA,NA
CHE,Switzerland,coco,0,NA,cocoa,NA,NA
SYR,Syria,coco,0,NA,cocoa,NA,NA
TWN,Taiwan,coco,0,0,cocoa,NaN,0
TJK,Tajikistan,coco,0,NA,cocoa,NA,NA
TZA,Tanzania,coco,8684.66399025917,8308,cocoa,0.044332541439657536,376.66399025917053
THA,Thailand,coco,100.65530678071082,120,cocoa,0.17533857219680749,-19.344693219289184
TLS,Timor-Leste,coco,175.71549558639526,174,cocoa,0.00981080683038513,1.7154955863952637
TGO,Togo,coco,44624.682656526566,38944,cocoa,0.13595242801360383,5680.682656526566
TKL,Tokelau,coco,0,NA,cocoa,NA,NA
TON,Tonga,coco,0,0,cocoa,NaN,0
TTO,Trinidad and Tobago,coco,264.0134270489216,326,cocoa,0.21011919427365416,-61.986572951078415
TUN,Tunisia,coco,0,NA,cocoa,NA,NA
TUR,Turkey,coco,0,NA,cocoa,NA,NA
TKM,Turkmenistan,coco,0,NA,cocoa,NA,NA
TCA,Turks and Caicos Islands,coco,0,NA,cocoa,NA,NA
TUV,Tuvalu,coco,0,NA,cocoa,NA,NA
UGA,Uganda,coco,30966.28000807762,29100,cocoa,0.06214068884660901,1866.2800080776215
UKR,Ukraine,coco,0,NA,cocoa,NA,NA
ARE,United Arab Emirates,coco,0,NA,cocoa,NA,NA
GBR,United Kingdom,coco,0,NA,cocoa,NA,NA
USA,United States,coco,0,NA,cocoa,NA,NA
URY,Uruguay,coco,0,NA,cocoa,NA,NA
UZB,Uzbekistan,coco,0,NA,cocoa,NA,NA
VUT,Vanuatu,coco,1452.7732343524694,1789,cocoa,0.2074338587811127,-336.22676564753056
VEN,Venezuela,coco,23807.191035307944,23254,cocoa,0.023509436252597556,553.1910353079438
VNM,Vietnam,coco,0,NA,cocoa,NA,NA
VIR,"Virgin Islands, U.S.",coco,0,NA,cocoa,NA,NA
WLF,Wallis and Futuna,coco,0,NA,cocoa,NA,NA
ESH,Western Sahara,coco,0,NA,cocoa,NA,NA
YEM,Yemen,coco,0,NA,cocoa,NA,NA
ZMB,Zambia,coco,1.0000000223517418,NA,cocoa,NA,NA
ZWE,Zimbabwe,coco,0,NA,cocoa,NA,NA
XMI,Madeira Island,coco,0,NA,cocoa,NA,NA
COD,Democratic Republic of the Congo,coco,4563.966126352549,4500,cocoa,0.01411437895085986,63.9661263525486
AFG,Afghanistan,cott,71893.7766264677,58996,cotton,0.1970784420127064,12897.776626467705
ALA,Åland,cott,0,NA,cotton,NA,NA
ALB,Albania,cott,818.340080499649,820,cotton,0.0020263430286643807,-1.6599195003509521
