Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GB","Burning - Crop Residues","2","Afghanistan","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","11.909","Fc","Calculated data",""
"GB","Burning - Crop Residues","2","Afghanistan","72317","Emissions (CO2eq) (Burning crop residues)","27","Rice, paddy","2016","2016","gigagrams","5.1313","Fc","Calculated data",""
"GB","Burning - Crop Residues","2","Afghanistan","72317","Emissions (CO2eq) (Burning crop residues)","156","Sugar cane","2016","2016","gigagrams","0.0679","Fc","Calculated data",""
"GB","Burning - Crop Residues","2","Afghanistan","72317","Emissions (CO2eq) (Burning crop residues)","15","Wheat","2016","2016","gigagrams","72.1346","Fc","Calculated data",""
"GB","Burning - Crop Residues","3","Albania","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","4.5886","Fc","Calculated data",""
"GB","Burning - Crop Residues","3","Albania","72317","Emissions (CO2eq) (Burning crop residues)","27","Rice, paddy","2016","2016","gigagrams","0","Fc","Calculated data",""
"GB","Burning - Crop Residues","3","Albania","72317","Emissions (CO2eq) (Burning crop residues)","15","Wheat","2016","2016","gigagrams","2.2113","Fc","Calculated data",""
"GB","Burning - Crop Residues","4","Algeria","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","0.0641","Fc","Calculated data",""
"GB","Burning - Crop Residues","4","Algeria","72317","Emissions (CO2eq) (Burning crop residues)","27","Rice, paddy","2016","2016","gigagrams","0.0059","Fc","Calculated data",""
"GB","Burning - Crop Residues","4","Algeria","72317","Emissions (CO2eq) (Burning crop residues)","15","Wheat","2016","2016","gigagrams","64.6699","Fc","Calculated data",""
"GB","Burning - Crop Residues","5","American Samoa","72317","Emissions (CO2eq) (Burning crop residues)","156","Sugar cane","2016","2016","gigagrams","0.0017","Fc","Calculated data",""
"GB","Burning - Crop Residues","7","Angola","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","163.7965","Fc","Calculated data",""
"GB","Burning - Crop Residues","7","Angola","72317","Emissions (CO2eq) (Burning crop residues)","27","Rice, paddy","2016","2016","gigagrams","1.6853","Fc","Calculated data",""
"GB","Burning - Crop Residues","7","Angola","72317","Emissions (CO2eq) (Burning crop residues)","156","Sugar cane","2016","2016","gigagrams","0.7242","Fc","Calculated data",""
"GB","Burning - Crop Residues","7","Angola","72317","Emissions (CO2eq) (Burning crop residues)","15","Wheat","2016","2016","gigagrams","0.1347","Fc","Calculated data",""
"GB","Burning - Crop Residues","8","Antigua and Barbuda","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","0.0037","Fc","Calculated data",""
"GB","Burning - Crop Residues","9","Argentina","72317","Emissions (CO2eq) (Burning crop residues)","56","Maize","2016","2016","gigagrams","419.1729","Fc","Calculated data",""
"GB","Burning - Crop Residues","9","Argentina","72317","Emissions (CO2eq) (Burning crop residues)","27","Rice, paddy","2016","2016","gigagrams","8.9577","Fc","Calculated data",""
"GB","Burning - Crop Residues","9","Argentina","72317","Emissions (CO2eq) (Burning crop residues)","156","Sugar cane","2016","2016","gigagrams","18.6477","Fc","Calculated data",""
"GB","Burning - Crop Residues","9","Argentina","72317","Emissions (CO2eq) (Burning crop residues)","15","Wheat","2016","2016","gigagrams","123.9693","Fc","Calculated data",""
