"","iso3c","Country","ncells","broiler_cells","salmon_cells","prop_broiler","X","salmon_cpi","variance_chi","chicken_cpi","broiler_cpi_cell","salmon_cpi_cell","broiler_count","broiler_slaughter_wt_tonnes","broiler_carcass_wt_tonnes","protein_tonnes.x","kcal.x","year","fao_tonnes_production","salmon_edible_wt_tonnes","protein_tonnes.y","kcal.y"
"12","ATG","Antigua and Barbuda",1623,388,388,0.239063462723352,12,0.0000000880662561009291,0.000000000000000344354099002463,NA,NA,0.000000000226974886858065,99768,34.2482591128677,25.0012291523934,4.65022862234517,53752642.6776458,NA,NA,NA,NA,NA
"13","AUS","Australia",238937,184950,107414,0.77405341156874,13,0.00187548224623236,0.0000000501324288116741,NA,NA,0.0000000174603147283628,74424000,1566864.29155021,1143810.93283165,212748.833506687,2459193505588.05,2016,56115.19,28057.595,5566.626848,39841784900
"14","AUT","Austria",1222,1211,826,0.990998363338789,14,0.0000107858848447067,0.00000000000186958252509915,NA,NA,0.0000000130579719669573,9922000,151164.660564393,110350.202212007,20525.1376114332,237252934755.814,NA,NA,NA,NA,NA
"15","AZE","Azerbaijan",1674,1573,1325,0.939665471923536,15,0.00000226089701577342,0.000000000000311265000703257,NA,NA,0.00000000170633737039503,12609000,113120.987767423,82578.3210702185,15359.5677190606,177543390300.97,NA,NA,NA,NA,NA
"16","BDI","Burundi",424,407,1,0.959905660377358,16,0.00000001491636937527,0.0000000000000000120219218864809,NA,NA,0.00000001491636937527,1076675,4367.96450880493,3188.6140914276,593.082221005533,6855520296.56933,NA,NA,NA,NA,NA
"17","BEL","Belgium",385,385,382,1,17,0.000291049954162882,0.00000000261194931814214,NA,NA,0.000000761910874771942,17335000,587929.523884089,429188.552435385,79829.0707529816,922755387736.077,NA,NA,NA,NA,NA
"18","BEN","Benin",2498,2098,2038,0.839871897518014,18,0.0000117048903854559,0.00000000000373241521517526,NA,NA,0.00000000574332207333459,2442133,13732.9416395768,10025.0473968911,1864.65881582174,21553851903.3158,NA,NA,NA,NA,NA
"19","BES","Bonaire, Sint Eustatius and Saba",228,172,171,0.754385964912281,19,0.000000588727316844191,0.0000000000000211834520442297,NA,NA,0.00000000344284980610638,86135,418.230453784626,305.308231262777,56.7873310148765,656412697.21497,NA,NA,NA,NA,NA
"20","BFA","Burkina Faso",5375,5264,4896,0.979348837209302,20,0.00000532901513877919,0.000000000000857169065920912,NA,NA,0.00000000108844263455457,26500000,9966.26948856564,7275.37672665292,1353.22007115744,15642059962.3038,NA,NA,NA,NA,NA
"21","BGD","Bangladesh",4064,3774,3660,0.928641732283465,21,0.000161483722049026,0.00000000110540415186392,NA,NA,0.0000000441212355325208,23393000,163120.604545946,119078.04131854,22148.5156852485,256017788834.862,NA,NA,NA,NA,NA
"22","BGR","Bulgaria",2728,2559,2501,0.938049853372434,22,0.0000633204423279998,0.000000000100848766855084,NA,NA,0.0000000253180497113154,8352000,102552.431765301,74863.2751886696,13924.5691850925,160956041655.64,NA,NA,NA,NA,NA
"23","BHR","Bahrain",82,82,82,1,23,0.0000135845147711849,0.00000000000798239477253548,NA,NA,0.000000165664814282743,267924,8820.78431439105,6439.17254950547,1197.68609420802,13844220981.4368,NA,NA,NA,NA,NA
"24","BHS","Bahamas",13217,1719,1455,0.130059771506393,24,0.00000118402741676124,0.0000000000000982298950860435,NA,NA,0.000000000813764547602227,2917714,8316.29044203542,6070.89202268586,1129.18591621957,13052417848.7746,NA,NA,NA,NA,NA
"25","BIH","Bosnia and Herzegovina",711,711,636,1,25,0.00000122137141429344,0.0000000000000610199839857646,NA,NA,0.00000000192039530549283,11291000,71782.6815821158,52401.3575549445,9746.65250521968,112662918743.131,NA,NA,NA,NA,NA
"26","BLM","Saint-Barthélemy",5,5,5,1,26,0.000000000144998893600701,0.00000000000000000000102900167150012,NA,NA,0.0000000000289997787201402,0,0,0,0,0,NA,NA,NA,NA,NA
"27","BLR","Belarus",2791,2780,2749,0.996058760300967,27,0.000192723973591821,0.000000000726032056385008,NA,NA,0.0000000701069383746166,26155201,561138.252797607,409630.924542253,76191.351964859,880706487765.843,NA,NA,NA,NA,NA
"28","BLZ","Belize",787,331,164,0.420584498094028,28,0.000000598226970086657,0.00000000000000824768982520399,NA,NA,0.00000000364772542735766,859214,25002.9773084478,18252.1734351669,3394.90425894104,39242172885.6088,NA,NA,NA,NA,NA
"29","BMU","Bermuda",9874,9874,9874,1,29,0.000000314449173491107,0.00000000000000749769734512002,NA,NA,0.0000000000318461792071204,20513,99.6013385787894,72.7089771625163,13.523869752228,156324300.89941,NA,NA,NA,NA,NA
"30","BOL","Bolivia",15652,13270,8883,0.847814975721952,30,0.0002121189317935,0.00000000140512322341983,NA,NA,0.000000023879199796634,179026531,689592.246289187,503402.339791107,93632.8352011459,1082315030550.88,NA,NA,NA,NA,NA
"31","BRA","Brazil",288234,268157,207025,0.930344789303136,31,0.00250976878605751,0.000000129152320516666,NA,NA,0.0000000121230227559836,1025749079,17644222.9245546,12880282.7349249,2395732.58869602,27692607880088.5,NA,NA,NA,NA,NA
"32","BRB","Barbados",3621,1238,1238,0.341894504280585,32,0.000000692122007288997,0.0000000000000237723874981152,NA,NA,0.000000000559064626243132,2757064,19738.3199852362,14408.9735892224,2680.06908759537,30979293216.8281,NA,NA,NA,NA,NA
"33","BRN","Brunei",498,366,329,0.734939759036145,33,0.0000104159896824018,0.0000000000057756540367976,NA,NA,0.0000000316595431076043,15463350,31620.8992616401,23083.2564609973,4293.48570174549,49629001391.1441,NA,NA,NA,NA,NA
"34","BTN","Bhutan",529,463,0,0.87523629489603,34,0.00000000259401495928317,0.000000000000000000132858342814764,NA,NA,Inf,158000,1120.41360466523,817.90193140562,152.129759241445,1758489152.52208,NA,NA,NA,NA,NA
"35","BWA","Botswana",8355,7632,0,0.913464991023339,35,0.00000000187008239557336,0.000000000000000000107966906260251,NA,NA,Inf,200000,4747.63645116644,3465.7746093515,644.634077339379,7451415410.10572,NA,NA,NA,NA,NA
"36","CAF","Central African Republic",9739,9273,5926,0.952151144881405,36,0.000000735329399571981,0.0000000000000224487909806012,NA,NA,0.000000000124085285111708,6642478,6996.86449245231,5107.71107949019,950.034260785175,10981578820.9039,NA,NA,NA,NA,NA
"37","CAN","Canada",297207,101936,56939,0.342979808685529,37,0.00530498338936007,0.000000414824752274621,NA,NA,0.0000000931695918326643,139608325,1516520.55232449,1107060.00319688,205913.160594619,2380179006873.28,2016,123522,61761,12253.3824,87700620000
"38","CCK","Cocos Islands",10755,10755,10755,1,38,0.00000147098980243695,0.000000000000164901991236928,NA,NA,0.000000000136772645507852,0,0,0,0,0,NA,NA,NA,NA,NA
"39","CHE","Switzerland",483,473,275,0.979296066252588,39,0.00000103488813350759,0.0000000000000323852071140376,NA,NA,0.00000000376322957639124,7837000,112800.060594368,82344.0442338885,15315.9922275033,177039695102.86,NA,NA,NA,NA,NA
"40","CHL","Chile",76005,64195,59221,0.844615485823301,40,0.0230139466309839,0.0000149587994786838,NA,NA,0.000000388611246533897,94900000,807776.350702902,589676.736013118,109679.87289844,1267804982428.2,2016,642701,321350.5,63755.9392,456317710000
"41","CHN","China",198657,182645,115450,0.919398762691473,41,0.0021837088162443,0.000000159708795020072,NA,NA,0.0000000189147580445587,1975356882,12928866.5861305,9438072.60787529,1755481.5050648,20291856106931.9,NA,NA,NA,NA,NA
"42","CIV","Côte d'Ivoire",7294,7043,7028,0.965588154647656,42,0.0000140333860604862,0.00000000000798340600390516,NA,NA,0.00000000199678230798039,52035814,65663.31238809,47934.2180433057,8915.76455605486,103058568793.107,NA,NA,NA,NA,NA
"43","CMR","Cameroon",7777,6824,6357,0.877459174488877,43,0.000127569185747427,0.00000000060619400578492,NA,NA,0.0000000200675138819297,46280000,90213.3492250754,65855.744934305,12249.1685577807,141589851608.756,NA,NA,NA,NA,NA
"44","COD","Democratic Republic of the Congo",46534,32920,25108,0.707439721493961,44,0.0000109570900368483,0.00000000000373937049949226,NA,NA,0.000000000436398360556329,16503160,6811.18662989402,4972.16623982264,924.822920607011,10690157415.6187,NA,NA,NA,NA,NA
"45","COG","Republic of Congo",5659,5439,645,0.961123873475879,45,0.0000129822771381172,0.000000000011372645270147,NA,NA,0.0000000201275614544453,2421949,8614.85559114872,6288.84458153857,1169.72509216617,13521015850.3079,NA,NA,NA,NA,NA
"46","COK","Cook Islands",34398,3040,3040,0.0883772312343741,46,0.000000320691842777242,0.00000000000000809521467599991,NA,NA,0.000000000105490737755672,13551,65.7971890548031,48.0319480100062,8.93394232986116,103268688.221513,NA,NA,NA,NA,NA
"47","COL","Colombia",28436,22903,17483,0.805422703615136,47,0.0000103252172166603,0.00000000000217234647038292,NA,NA,0.00000000059058612461593,107203414,1867958.46536795,1363609.6797186,253631.40042766,2931760811394.99,NA,NA,NA,NA,NA
"48","COM","Comoros",2697,502,502,0.186132740081572,48,0.0000000664843523234045,0.00000000000000020116053377754,NA,NA,0.000000000132438948851403,352464,488.129253751591,356.334355238661,66.278190074391,766118863.763122,NA,NA,NA,NA,NA
"49","CPV","Cape Verde",13277,1820,1811,0.137079159448671,49,0.00000166143100887447,0.000000000000186361120906717,NA,NA,0.000000000917410827650177,741000,3597.94237248978,2626.49793191754,488.528615336663,5646970553.62272,NA,NA,NA,NA,NA
"50","CRI","Costa Rica",8911,8589,8542,0.963864886095837,50,0.0000051641999270601,0.00000000000145598332884164,NA,NA,0.000000000604565666946863,21465335,162404.771514139,118555.483205321,22051.3198761898,254894288891.441,NA,NA,NA,NA,NA
"51","CUB","Cuba",7775,7771,7385,0.999485530546624,51,0.00000214933989095868,0.000000000000245779535866297,NA,NA,0.000000000291041285167052,21044000,102179.621169602,74591.1234538094,13873.9489624085,160370915425.69,NA,NA,NA,NA,NA
"52","CUW","Curaçao",354,111,104,0.313559322033898,52,0.000000702737612360915,0.0000000000000360646345661535,NA,NA,0.00000000675709242654726,69845.5668504981,339.136740218589,247.56982035957,46.0479865868801,532275113.773076,NA,NA,NA,NA,NA
"53","CXR","Christmas Island",6587,6082,6082,0.923333839380598,53,0.00000419241409078494,0.00000000000111760802490573,NA,NA,0.000000000689315042878155,0,0,0,0,0,NA,NA,NA,NA,NA
"54","CYM","Cayman Islands",1447,150,148,0.103662750518314,54,0.00000000069150236325326,0.000000000000000000036499162878289,NA,NA,0.00000000000467231326522473,5140,24.9573870372436,18.2188925371878,3.38871401191693,39170618.9549538,NA,NA,NA,NA,NA
"55","CYP","Cyprus",1470,1470,1470,1,55,0.00000338220091677869,0.000000000000583754803791731,NA,NA,0.00000000230081695018959,2021000,25445.9839500197,18575.5682835143,3455.05570073367,39937471809.5558,NA,NA,NA,NA,NA
"56","CZE","Czech Republic",1006,989,928,0.983101391650099,56,0.00000698424291480231,0.000000000000747818010905895,NA,NA,0.00000000752612383060594,16081000,189858.467893935,138596.681562572,25778.9827706385,297982865359.531,NA,NA,NA,NA,NA
"57","DEU","Germany",6171,6168,5954,0.999513855128828,57,0.00211378648387784,0.0000000964224609513105,NA,NA,0.000000355019563970077,118251000,1235191.03476051,901689.45537517,167714.238699782,1938632329056.61,NA,NA,NA,NA,NA
"58","DJI","Djibouti",504,330,43,0.654761904761905,58,0.000000662852896344022,0.0000000000000182202079572309,NA,NA,0.0000000154151836359075,29493.1758328667,143.204786812905,104.539494373421,19.4443459534563,224759912.902855,NA,NA,NA,NA,NA
"59","DMA","Dominica",942,901,901,0.956475583864119,59,0.00000014290363230031,0.0000000000000012764793786409,NA,NA,0.000000000158605585238968,149529,446.115253767961,325.664135250612,60.5735291566138,700177890.788815,NA,NA,NA,NA,NA
"60","DNK","Denmark",2237,2233,2233,0.998211890925346,60,0.0026796697362131,0.000000235979450625487,NA,NA,0.00000120003122983121,13254000,198983.481329958,145257.941370869,27017.9770949816,312304573947.368,NA,NA,NA,NA,NA
"61","DOM","Dominican Republic",6935,3332,3320,0.480461427541456,61,0.000000854846648162321,0.0000000000000201329833522866,NA,NA,0.000000000257483930169374,166100000,422340.325848072,308308.437869093,57345.3694436512,662863141418.549,NA,NA,NA,NA,NA
"62","DZA","Algeria",50456,38460,7962,0.762248295544633,62,0.0000416355338266943,0.0000000000882397979016606,NA,NA,0.00000000522928081219471,110630486,303626.457827922,221647.314214383,41226.4004438753,476541725560.924,NA,NA,NA,NA,NA
"63","ECU","Ecuador",29230,28654,26806,0.980294218268902,63,0.000588892261990039,0.0000000206846205106743,NA,NA,0.0000000219686735055599,149700000,415275.03988533,303150.779116291,56386.0449156301,651774175100.026,NA,NA,NA,NA,NA
"64","EGY","Egypt",26349,20523,7901,0.778891039508141,64,0.0000532467696007862,0.0000000000587827266033558,NA,NA,0.00000000673924434891611,115901957,562764.591288514,410818.151640615,76412.1762051544,883259026027.323,NA,NA,NA,NA,NA
"65","ERI","Eritrea",3858,3777,2226,0.97900466562986,65,0.0000134119406020919,0.00000000000767424457040407,NA,NA,0.00000000602513054900804,742000,725.728629409521,529.781899468951,98.5394333012248,1139031083.85824,NA,NA,NA,NA,NA
"66","ESH","Western Sahara",8022,970,939,0.120917476938419,66,0.0000940187236305936,0.00000000058489146861893,NA,NA,0.000000100126436241314,0,0,0,0,0,NA,NA,NA,NA,NA
"67","ESP","Spain",25329,23942,23786,0.945240633266217,67,0.00106720419723997,0.0000000365702633829255,NA,NA,0.0000000448669047860073,89859985,1647785.57851465,1202883.47231569,223736.325850719,2586199465478.74,NA,NA,NA,NA,NA
"68","EST","Estonia",1500,1478,1455,0.985333333333333,68,0.000288478139446878,0.00000000279861533393694,NA,NA,0.000000198266762506445,1404000,24560.1221665878,17928.8891816091,3334.77338777929,38547111740.4595,NA,NA,NA,NA,NA
"69","ETH","Ethiopia",23896,18880,12434,0.790090391697355,69,0.00000639703092454922,0.00000000000112594280553281,NA,NA,0.000000000514478922675665,48483787,4801.29212195664,3504.94324902835,651.919444319273,7535627985.41095,NA,NA,NA,NA,NA
"70","FIN","Finland",9365,9038,6608,0.965082754938601,70,0.00185062627958259,0.0000000292501674881408,NA,NA,0.000000280058456353297,4673000,148502.196233981,108406.603250806,20163.6282046499,233074196989.233,NA,NA,NA,NA,NA
"71","FJI","Fiji",29533,5905,5904,0.19994582331629,71,0.00000248361789233861,0.000000000000356647720694202,NA,NA,0.000000000420666987184724,4554937,27494.2892430515,20070.8311474276,3733.17459342153,43152286966.9694,NA,NA,NA,NA,NA
"72","FLK","Falkland Islands",13017,9329,9329,0.716678190059153,72,0.0000125335860252116,0.00000000000877308030990585,NA,NA,0.00000000134350798855307,3224,15.654205410131,11.4275699493956,2.12552801058759,24569275.3912006,NA,NA,NA,NA,NA
"73","FRA","France",18327,18123,18071,0.98886888197741,73,0.00428226472342562,0.000000809114087535065,NA,NA,0.000000236968885143358,108074000,1388357.33416343,1013500.85393931,188511.158832711,2179026835969.51,NA,NA,NA,NA,NA
"74","FRO","Faroe Islands",5519,5519,5519,1,74,0.00415292142229335,0.000000485805131868626,NA,NA,0.000000752477155697291,0,0,0,0,0,2016,83300,41650,8263.36,59143000000
"75","FSM","Micronesia",66399,4107,4086,0.0618533411647766,75,0.0000000547402794094939,0.000000000000000215899645883951,NA,NA,0.0000000000133970336293426,98377,173.495736883456,126.651887924923,23.5572511540356,272301559.038583,NA,NA,NA,NA,NA
"76","GAB","Gabon",7046,6967,5347,0.988787964802725,76,0.0000214000340322863,0.0000000000214648831569975,NA,NA,0.00000000400225061385568,2519558,4129.81837030129,3014.76741031994,560.746738319509,6481749932.18787,NA,NA,NA,NA,NA
"77","GBR","United Kingdom",14026,14013,13542,0.999073149864537,77,0.0175235609840162,0.0000101378162607319,NA,NA,0.00000129401572766328,108412357,2048177.02372851,1495169.22732181,278101.476281858,3214613838741.9,2016,163131.52,81565.76,16182.646784,115823379200
"78","GEO","Georgia",1352,1303,1197,0.963757396449704,78,0.0000149927583240903,0.0000000000160290478521212,NA,NA,0.0000000125252784662409,5440529,18914.1306579453,13807.3153803001,2568.16066073582,29685728067.6452,NA,NA,NA,NA,NA
"79","GGY","Guernsey",94,94,94,1,79,0.000142272532279134,0.00000000148253830242425,NA,NA,0.0000015135375774376,0,0,0,0,0,NA,NA,NA,NA,NA
"80","GHA","Ghana",7237,6932,6917,0.957855464971673,80,0.0000593135524505647,0.000000000203093407617504,NA,NA,0.00000000857504011140157,54027787,51950.4545004228,37923.8317853086,7053.83271206741,81536238338.4136,NA,NA,NA,NA,NA
"81","GIB","Gibraltar",1,0,0,0,81,0.000000490860341895808,0.0000000000000189016051854011,NA,NA,Inf,0,0,0,0,0,NA,NA,NA,NA,NA
"82","GIN","Guinea",5949,5040,4686,0.847201210287443,82,0.000150015342697946,0.000000000955234332780503,NA,NA,0.0000000320135174344742,23216000,4551.06281457586,3322.27585464038,617.943308963111,7142893087.47682,NA,NA,NA,NA,NA
"83","GLP","Guadeloupe",50,38,10,0.76,83,0.0000000082914519369493,0.00000000000000000411640365086987,NA,NA,0.00000000082914519369493,158034,767.337685417072,560.156510354463,104.18911092593,1204336497.26209,NA,NA,NA,NA,NA
"84","GMB","Gambia",358,349,349,0.974860335195531,84,0.0000262497326592239,0.0000000000384722008362703,NA,NA,0.0000000752141336940513,1085744,1471.67700490836,1074.3242135831,199.824303726457,2309797059.20367,NA,NA,NA,NA,NA
"85","GNB","Guinea-Bissau",2536,1628,1625,0.641955835962145,85,0.0000409852069339689,0.0000000000878497980386818,NA,NA,0.0000000252216658055193,1730303,2833.68372731467,2068.58912093971,384.757576494785,4447466610.02037,NA,NA,NA,NA,NA
"86","GNQ","Equatorial Guinea",6982,2505,2189,0.358779719278144,86,0.000020427259084055,0.0000000000167757041740501,NA,NA,0.00000000933177664872316,300000,238.059017933455,173.783083091422,32.3236534550045,373633628.646557,NA,NA,NA,NA,NA
"87","GRC","Greece",8305,8300,8280,0.999397953040337,87,0.000142961881801387,0.000000000710639461273422,NA,NA,0.0000000172659277537907,22279711,187765.264244451,137068.642898449,25494.7675791116,294697582231.666,NA,NA,NA,NA,NA
"88","GRD","Grenada",359,359,359,1,88,0.00000035751510078824,0.00000000000000858274841829561,NA,NA,0.00000000099586379049649,120912,524.5034801361,382.887540499353,71.2170825328796,823208212.073609,NA,NA,NA,NA,NA
"89","GRL","Greenland",68172,30361,30361,0.445358798333627,89,0.001345809006538,0.000000122170183854587,NA,NA,0.0000000443268998563288,0,0,0,0,0,NA,NA,NA,NA,NA
"90","GTM","Guatemala",3901,2242,2088,0.574724429633427,90,0.00000942426645561783,0.00000000000341206982405403,NA,NA,0.00000000451353757452961,15927663,267733.78187629,195445.660769692,36352.8929031626,420208170654.837,NA,NA,NA,NA,NA
"91","GUF","French Guiana",4183,3808,2874,0.910351422424098,91,0.0000215816018491001,0.0000000000352918119592754,NA,NA,0.00000000750925603656928,128358.864442381,356.892512318931,260.531533992819,48.4588653226644,560142798.084562,NA,NA,NA,NA,NA
"92","GUM","Guam",16,16,16,1,92,0.000000000639548923773197,0.0000000000000000000193982799358736,NA,NA,0.0000000000399718077358248,207489,1007.46756400207,735.45132172151,136.793945840201,1581220341.70125,NA,NA,NA,NA,NA
"93","GUY","Guyana",5705,4530,2662,0.794040315512708,93,0.00000161709767344576,0.000000000000167776801153297,NA,NA,0.000000000607474708281653,26659970,43250.925827437,31573.175854029,5872.6107088494,67882328086.1624,NA,NA,NA,NA,NA
"94","HKG","Hong Kong",1,0,0,0,94,0.000000669691914591638,0.0000000000000175220594475462,NA,NA,Inf,1235000,5996.57062081631,4377.4965531959,814.214358894438,9411617589.37119,NA,NA,NA,NA,NA
"95","HND","Honduras",5535,1947,1623,0.351761517615176,95,0.000000419876273178072,0.00000000000000373624314333364,NA,NA,0.000000000258703803560118,41148043,242879.136549391,177301.769681056,32978.1291606763,381198804814.27,NA,NA,NA,NA,NA
"96","HRV","Croatia",1406,1405,1394,0.999288762446657,96,0.0000340735480224662,0.0000000000782131004571866,NA,NA,0.000000024443004320277,5723000,43726.1650832747,31920.1005107906,5937.13869500705,68628216098.1997,NA,NA,NA,NA,NA
"97","HTI","Haiti",2411,642,629,0.26627955205309,97,0.000000815488725701137,0.0000000000000228366476822108,NA,NA,0.00000000129648446057414,5240213,9594.87308730972,7004.25735373609,1302.79186779491,15059153310.5326,NA,NA,NA,NA,NA
"98","HUN","Hungary",1489,1486,1347,0.99798522498321,98,0.0000220352342684184,0.000000000010637918922234,NA,NA,0.0000000163587485288926,20043000,401805.237845988,293317.823627571,54557.1151947282,630633320799.278,NA,NA,NA,NA,NA
"99","IDN","Indonesia",130404,113458,110367,0.870049998466305,99,0.00130339236527666,0.0000000900005457169894,NA,NA,0.0000000118096203147377,1926729000,2793220.05059808,2039050.6369366,379263.418470207,4383958869413.68,NA,NA,NA,NA,NA
"100","IMN","Isle of Man",1,1,1,1,100,0.0000106659507426253,0.00000000000796742771329387,NA,NA,0.0000106659507426253,13456.3828728899,65.3377734396981,47.6965746109796,8.87156287764221,102547635.413606,NA,NA,NA,NA,NA
"101","IND","India",90255,83792,81265,0.928391778848817,101,0.00150368927740622,0.0000000504925706183708,NA,NA,0.0000000185035289165843,392608803,3984554.47300828,2908724.76529604,541022.806345064,6253758245386.49,NA,NA,NA,NA,NA
"102","IOT","British Indian Ocean Territory",14409,1903,1903,0.132070233881602,102,0.00000000603118150320239,0.00000000000000000259370280147553,NA,NA,0.00000000000316930189343268,0,0,0,0,0,NA,NA,NA,NA,NA
"103","IRL","Ireland",8837,8587,8580,0.97170985628607,103,0.00245080205502293,0.000000249881385082782,NA,NA,0.000000285641265154188,10904696,104911.363440488,76585.2953115562,14244.8649279495,164658384919.846,2016,16300,8150,1616.96,11573000000
"104","IRN","Iran",30076,29737,19420,0.988728554329033,104,0.0000751535845773864,0.000000000185218850838496,NA,NA,0.00000000386990651788807,977938678,2790853.07802866,2037322.74696092,378942.030934732,4380243905965.99,NA,NA,NA,NA,NA
"105","IRQ","Iraq",7341,7236,2806,0.985696771557009,105,0.0000017036489908748,0.0000000000000522539092976645,NA,NA,0.000000000607145043077263,41253000,105588.286869506,77079.4494147393,14336.7775911415,165720816241.69,NA,NA,NA,NA,NA
"106","ISL","Iceland",17468,16196,15146,0.927181131211358,106,0.012688737503817,0.0000107258116760557,NA,NA,0.000000837761620481777,265849.383116896,11654.2321069769,8507.58943809314,1582.41163548532,18291317291.9003,NA,NA,NA,NA,NA
"107","ISR","Israel",650,650,519,1,107,0.0000123189993803059,0.00000000000704354261412048,NA,NA,0.0000000237360296345008,32751000,704367.120319367,514187.997833138,95638.9675969637,1105504195341.25,NA,NA,NA,NA,NA
"108","ITA","Italy",11720,11682,11501,0.996757679180887,108,0.000485445856054003,0.0000000131288653230037,NA,NA,0.0000000422090127861928,74131703,1301051.83267431,949767.837852249,176656.817840518,2042000851382.33,NA,NA,NA,NA,NA
"109","JAM","Jamaica",3442,568,560,0.165020337013364,109,0.0000000068833362854287,0.00000000000000000100541002760998,NA,NA,0.0000000000122916719382655,12494499,206212.746251834,150535.304763839,27999.566686074,323650905242.254,NA,NA,NA,NA,NA
"110","JEY","Jersey",23,23,23,1,110,0.0000282052686379641,0.0000000000543201975344637,NA,NA,0.00000122631602773757,11883.1732721844,57.6990184016606,42.1202834332122,7.83437271857747,90558609.3814063,NA,NA,NA,NA,NA
"111","JOR","Jordan",1058,1054,318,0.996219281663516,111,0.00000191563875539486,0.0000000000000970403669899532,NA,NA,0.00000000602402124338006,27098598,244994.152600874,178845.731398638,33265.3060401466,384518322507.071,NA,NA,NA,NA,NA
"112","JPN","Japan",62649,60579,60120,0.966958770291625,112,0.000792077328425391,0.000000014651086923508,NA,NA,0.0000000131749389292314,175559000,2556965.92752523,1866585.12709342,347184.833639376,4013158023250.85,2016,13208,6604,1310.2336,9377680000
"113","KAZ","Kazakhstan",50868,45127,21172,0.887139262404655,113,0.000172694696374143,0.00000000130661772659081,NA,NA,0.00000000815674930918869,15458000,163268.562247409,119186.050440609,22168.6053819532,256250008447.309,NA,NA,NA,NA,NA
"114","KEN","Kenya",11664,6581,5849,0.564214677640604,114,0.00000746722965505628,0.0000000000010956477328909,NA,NA,0.00000000127666774748782,26389453,11928.5960302891,8707.87510211102,1619.66476899265,18721931469.5387,NA,NA,NA,NA,NA
"115","KGZ","Kyrgyzstan",2689,2571,1705,0.956117515805132,115,0.00000164699794573295,0.000000000000108410265486308,NA,NA,0.000000000965981199843373,452000,5236.53796123314,3822.67271170019,711.017124376235,8218746330.15541,NA,NA,NA,NA,NA
"116","KHM","Cambodia",4268,3363,2708,0.787956888472352,116,0.00000856663259528107,0.00000000000449387709073976,NA,NA,0.0000000031634536910196,8142096,18412.7752445082,13441.325928491,2500.08662269933,28898850746.2557,NA,NA,NA,NA,NA
"117","KIR","Kiribati",59132,58724,58724,0.993100182642224,117,0.000000961199422839125,0.0000000000000591161550502852,NA,NA,0.0000000000163680849880649,557944,1159.96609282124,846.775247759509,157.500196083269,1820566782.68294,NA,NA,NA,NA,NA
