"","iso3c","country","system","crop_cpi","crop_tonnes","fofm","fofm_cpi","fofm_tonnes","feed_tonnes","feed_cpi","cpi_per_tonne","crop_eff","fofm_eff","test_crop_fofm","perc_crop_prod"
"110","JOR","Jordan","feed_land_chickens_industrial_meat",0.000108350447884312,28414.3537074767,"fofm",0.0000000502686394435993,3.20144975550916,28417.5551572323,0.000108400716523756,0.00000000381456870318304,0.00000000381322936286958,0.0000000157018361313013,-0.0000000118886067684317,0.999887342533944
"111","JPN","Japan","feed_land_chickens_industrial_meat",0.000625265688226681,263445.446112589,"fofm",0.0000297804453609556,2409.97966232243,265855.425774912,0.000655046133587637,0.00000000246391861922064,0.00000000237341619471175,0.000000012357135550371,-0.00000000998371935565922,0.990934999143621
"112","KAZ","Kazakhstan","feed_land_chickens_industrial_meat",0.00187165623164281,689961.16089541,"fofm",0,0,689961.16089541,0.00187165623164281,0.00000000271269795710506,0.00000000271269795710506,NA,NA,1
"113","KEN","Kenya","feed_land_chickens_industrial_meat",0.000422043101332844,197350.845239619,"fofm",0.000000086469088884193,6.66637136622745,197357.511610985,0.000422129570421728,0.00000000213890805055242,0.00000000213854215227915,0.000000012970937881177,-0.0000000108323957288978,0.999966221851341
"114","KGZ","Kyrgyzstan","feed_land_chickens_industrial_meat",0.0000716334587232285,26190.2690943674,"fofm",0,0,26190.2690943674,0.0000716334587232285,0.00000000273511732411464,0.00000000273511732411464,NA,NA,1
"115","KHM","Cambodia","feed_land_chickens_industrial_meat",0.000179550077158881,159857.850236302,"fofm",0.00000128487973339367,120.846225700268,159978.696462002,0.000180834956892275,0.00000000113036898594324,0.00000000112318586102259,0.0000000106323530250794,-0.00000000950916716405684,0.999244610511444
"116","KIR","Kiribati","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000106870044481986,10.1275082392211,10.1275082392211,0.000000106870044481986,0.0000000105524519909159,NA,0.0000000105524519909159,NA,0
"117","KNA","Saint Kitts and Nevis","feed_land_chickens_industrial_meat",0.0000000000797844905211444,0.0364635962354265,"fofm",0.000000000640224710859211,0.0588691582222433,0.0953327544576699,0.000000000720009201380356,0.00000000755258993067338,0.00000000218805874236916,0.0000000108753841602802,-0.00000000868732541791099,0.38248759770827
"118","KOR","South Korea","feed_land_chickens_industrial_meat",0.000223206790007033,109530.903225563,"fofm",0.0000413838037130226,2135.51078497997,111666.414010543,0.000264590593720056,0.00000000236947336461502,0.00000000203784305099147,0.0000000193788783480252,-0.0000000173410352970337,0.980875979551216
"119","KWT","Kuwait","feed_land_chickens_industrial_meat",0.00000932227163691918,3693.38468913897,"fofm",0.00000223290111188617,191.21490384066,3884.59959297963,0.0000115551727488054,0.0000000029746110177451,0.00000000252404567126,0.0000000116774428511434,-0.00000000915339717988335,0.950776161284105
"120","LAO","Laos","feed_land_chickens_industrial_meat",0.000198206425248757,219119.060744521,"fofm",0,0,219119.060744521,0.000198206425248757,0.000000000904560400064203,0.000000000904560400064203,NA,NA,1
"121","LBN","Lebanon","feed_land_chickens_industrial_meat",0.000356072234324735,152556.665071687,"fofm",0.000000477903297387563,39.8493740408453,152596.514445728,0.000356550137622122,0.00000000233655492667844,0.00000000233403263080912,0.0000000119927428947244,-0.00000000965871026391529,0.999738857901273
"122","LBR","Liberia","feed_land_chickens_industrial_meat",0.00000435133084927723,732.121969209535,"fofm",0.000000175186917578732,14.8574113019728,746.979380511508,0.00000452651776685597,0.00000000605976267210529,0.00000000594345072580642,0.0000000117912140963258,-0.00000000584776337051938,0.980110011481443
"123","LBY","Libya","feed_land_chickens_industrial_meat",0.0000864339458422975,8336.13315318586,"fofm",0.000000417624701602905,38.3684840439159,8374.50163722978,0.0000868515705439004,0.00000001037095391537,0.0000000103685898790214,0.0000000108845765479006,-0.000000000515986668879202,0.99541841584061
"124","LCA","Saint Lucia","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000130604149761769,0.0972746826445802,0.0972746826445802,0.00000000130604149761769,0.0000000134263249399607,NA,0.0000000134263249399607,NA,0
"125","LKA","Sri Lanka","feed_land_chickens_industrial_meat",0.000128447748538089,81529.6878325341,"fofm",0.00000124679942713517,103.294503940729,81632.9823364748,0.000129694547965224,0.00000000158875180415005,0.00000000157547210044428,0.0000000120703365577959,-0.0000000104948644573516,0.99873464743068
"126","LSO","Lesotho","feed_land_chickens_industrial_meat",0.0000406682607496711,11989.2645710517,"fofm",0,0,11989.2645710517,0.0000406682607496711,0.00000000339205632744692,0.00000000339205632744692,NA,NA,1
"127","LTU","Lithuania","feed_land_chickens_industrial_meat",0.00101151413178822,415471.606686916,"fofm",0.000000762386582268238,93.3317894624977,415564.938476379,0.00101227651837049,0.00000000243590453535827,0.00000000243461674759032,0.00000000816856278722244,-0.00000000573394603963213,0.999775409855787
"128","LUX","Luxembourg","feed_land_chickens_industrial_meat",0.0000596572743749092,17476.2652295066,"fofm",0,0,17476.2652295066,0.0000596572743749092,0.00000000341361690220774,0.00000000341361690220774,NA,NA,1
"129","LVA","Latvia","feed_land_chickens_industrial_meat",0.000448081828413318,218752.923313436,"fofm",0.00000185301096341412,231.831038705202,218984.754352141,0.000449934839376732,0.00000000205464001687172,0.00000000204834669921779,0.00000000799293732954553,-0.00000000594459063032774,0.998941337083529
"130","MAC","Macao","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000765269878372652,0.0433090958831106,0.0433090958831106,0.000000000765269878372652,0.000000017669957378886,NA,0.000000017669957378886,NA,0
"131","MAF","Saint-Martin","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000404284839943612,0.0293065345869637,0.0293065345869637,0.000000000404284839943612,0.0000000137950407866868,NA,0.0000000137950407866868,NA,0
"132","MAR","Morocco","feed_land_chickens_industrial_meat",0.00194463255969604,191530.133486952,"fofm",0.0000634650194287153,7801.33337892895,199331.466865881,0.00200809757912475,0.0000000100741624526141,0.0000000101531415672955,0.00000000813515028086499,0.00000000201799128643052,0.960862509559627
"133","MCO","Monaco","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000177588396268342,0.19182474227068,0.19182474227068,0.00000000177588396268342,0.00000000925784620722967,NA,0.00000000925784620722967,NA,0
"134","MDA","Moldova","feed_land_chickens_industrial_meat",0.000916909444957557,667006.061852266,"fofm",0,0,667006.061852266,0.000916909444957557,0.00000000137466433575028,0.00000000137466433575028,NA,NA,1
"135","MDG","Madagascar","feed_land_chickens_industrial_meat",0.000435963549986214,161509.678187951,"fofm",0.0000000779094709816299,5.88587172373008,161515.564059675,0.000436041459457195,0.00000000269968694345823,0.00000000269930294504629,0.0000000132366919699459,-0.0000000105373890248997,0.999963558485784
"136","MDV","Maldives","feed_land_chickens_industrial_meat",0,10.7634374769053,"fofm",0.000000000610495721311327,0.0603395116419069,10.8237769885472,0.000000000610495721311327,0.0000000000564032058270697,0,0.0000000101176775333284,-0.0000000101176775333284,0.994425281331484
"137","MEX","Mexico","feed_land_chickens_industrial_meat",0.0182014032574305,7850556.44156238,"fofm",0.000354656584071049,32271.2916369941,7882827.73319937,0.0185560598415015,0.00000000235398520296856,0.00000000231848575230524,0.0000000109898478207947,-0.00000000867136206848943,0.995906127505352
"138","MHL","Marshall Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000153744464261197,0.107959126531071,0.107959126531071,0.00000000153744464261197,0.0000000142409881592502,NA,0.0000000142409881592502,NA,0
"139","MKD","Macedonia","feed_land_chickens_industrial_meat",0.0000181518713280193,8853.85722892341,"fofm",0,0,8853.85722892341,0.0000181518713280193,0.0000000020501653526467,0.0000000020501653526467,NA,NA,1
"140","MLI","Mali","feed_land_chickens_industrial_meat",0.00059925051201867,328497.840508151,"fofm",0,0,328497.840508151,0.00059925051201867,0.00000000182421446391152,0.00000000182421446391152,NA,NA,1
"141","MLT","Malta","feed_land_chickens_industrial_meat",0.00000165070753680328,1206.43712938902,"fofm",0.000000127938326918744,5.03639564105182,1211.47352503007,0.00000177864586372202,0.00000000146816734082396,0.00000000136824994572179,0.0000000254027554697878,-0.000000024034505524066,0.995842752204654
"142","MMR","Myanmar","feed_land_chickens_industrial_meat",0.000905900197279262,1052660.32089342,"fofm",0.0000216538355377684,2192.60730798705,1054852.9282014,0.00092755403281703,0.00000000087932071667903,0.000000000860581689362438,0.00000000987583844078673,-0.0000000090152567514243,0.997921409469161
"143","MNE","Montenegro","feed_land_chickens_industrial_meat",0.000000811153044027441,813.378101862694,"fofm",0.0000000465519379227124,3.34814154222991,816.726243404924,0.000000857704981950153,0.00000000105017438692112,0.000000000997264423728451,0.0000000139038142012683,-0.0000000129065497775398,0.995900533906843
"144","MNG","Mongolia","feed_land_chickens_industrial_meat",0.000030511028892342,4975.12057195429,"fofm",0,0,4975.12057195429,0.000030511028892342,0.00000000613272149912076,0.00000000613272149912076,NA,NA,1
"145","MNP","Northern Mariana Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000000552054715715393,0.000275605201439591,0.000275605201439591,0.00000000000552054715715393,0.0000000200306348658081,NA,0.0000000200306348658081,NA,0
"146","MOZ","Mozambique","feed_land_chickens_industrial_meat",0.000402849046884217,73857.4019397338,"fofm",0.000000457633786208428,35.6534281755065,73893.0553679093,0.000403306680670425,0.00000000545797813694919,0.00000000545441670440742,0.0000000128356180492853,-0.00000000738120134487786,0.999517499608076
"147","MRT","Mauritania","feed_land_chickens_industrial_meat",0.0000921582789119639,13082.9286287114,"fofm",0.0000150566770175025,2484.29410451619,15567.2227332276,0.000107214955929466,0.0000000068872243795048,0.00000000704416278093241,0.00000000606074658798692,0.000000000983416192945492,0.840415072933108
"148","MSR","Montserrat","feed_land_chickens_industrial_meat",0.000000073212217618638,100.25461143865,"fofm",0.000000000605656306153085,0.0503414917232373,100.304952930373,0.0000000738178739247911,0.00000000073593448546885,0.000000000730262843454737,0.0000000120309566804815,-0.0000000113006938370268,0.999498115593971
"149","MTQ","Martinique","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000368900966712122,0.218488699701136,0.218488699701136,0.00000000368900966712122,0.0000000168842126488341,NA,0.0000000168842126488341,NA,0
"150","MUS","Mauritius","feed_land_chickens_industrial_meat",0.000000049502455119847,127.912453258981,"fofm",0.0000000984915853227625,5.6086548662634,133.521108125245,0.00000014799404044261,0.00000000110839433944623,0.000000000387002624518666,0.0000000175606429119394,-0.0000000171736402874207,0.957994245666367
"151","MWI","Malawi","feed_land_chickens_industrial_meat",0.000319580656180441,188693.167193203,"fofm",0,0,188693.167193203,0.000319580656180441,0.00000000169365250970229,0.00000000169365250970229,NA,NA,1
"152","MYS","Malaysia","feed_land_chickens_industrial_meat",0.000109158052365235,80115.3542952309,"fofm",0.000051653994145285,4548.88690736027,84664.2412025911,0.00016081204651052,0.00000000189940929282903,0.00000000136251101084793,0.0000000113553040990549,-0.00000000999279308820693,0.946271450109907
"153","MYT","Mayotte","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000164712708692343,0.0120564602322294,0.0120564602322294,0.000000000164712708692343,0.0000000136617801178519,NA,0.0000000136617801178519,NA,0
"154","NAM","Namibia","feed_land_chickens_industrial_meat",0.0000617177477672755,20461.4947215076,"fofm",0.00000783864686113019,1003.15564444786,21464.6503659554,0.0000695563946284057,0.00000000324050909017961,0.00000000301628735374853,0.00000000781398869110144,-0.00000000479770133735292,0.953264757294209
"155","NCL","New Caledonia","feed_land_chickens_industrial_meat",0.000000449588194480149,658.628312468267,"fofm",0,0,658.628312468267,0.000000449588194480149,0.000000000682612918347343,0.000000000682612918347343,NA,NA,1
"156","NER","Niger","feed_land_chickens_industrial_meat",0.000638021184616019,208167.533962174,"fofm",0,0,208167.533962174,0.000638021184616019,0.00000000306494087945508,0.00000000306494087945508,NA,NA,1
"157","NFK","Norfolk Island","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000107112213065947,0.991367290282726,0.991367290282726,0.0000000107112213065947,0.0000000108044933614261,NA,0.0000000108044933614261,NA,0
"158","NGA","Nigeria","feed_land_chickens_industrial_meat",0.00267231972287781,1367241.20319118,"fofm",0.00000242043460361592,235.952939862875,1367477.15613105,0.00267474015748142,0.00000000195596697574749,0.00000000195453422310601,0.0000000102581243743882,-0.00000000830359015128221,0.99982745383438
"159","NIC","Nicaragua","feed_land_chickens_industrial_meat",0.000671573509595741,209814.601825464,"fofm",0.0000000116335633778058,0.91267659108054,209815.514502055,0.000671585143159119,0.00000000320083643363057,0.00000000320079491013879,0.0000000127466437635182,-0.00000000954584885337937,0.999995650099597
"160","NIU","Niue","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000000154617415254971,0.00140620602207494,0.00140620602207494,0.0000000000154617415254971,0.0000000109953600559059,NA,0.0000000109953600559059,NA,0
"161","NLD","Netherlands","feed_land_chickens_industrial_meat",0.000674720376609424,350982.85468257,"fofm",0.0000342473448358329,2250.24999405619,353233.104676626,0.000708967721445257,0.0000000020070817600584,0.00000000192237417756387,0.0000000152193511504472,-0.0000000132969769728833,0.993629560864302
"162","NOR","Norway","feed_land_chickens_industrial_meat",0.0002316544957939,95102.314417124,"fofm",0.00018878455894387,20379.4577915237,115481.772208648,0.00042043905473777,0.00000000364073954440306,0.00000000243584498667246,0.00000000926347309506882,-0.00000000682762810839636,0.82352662760749
"163","NPL","Nepal","feed_land_chickens_industrial_meat",0.00106052219043075,333740.97221277,"fofm",0,0,333740.97221277,0.00106052219043075,0.00000000317768053289735,0.00000000317768053289735,NA,NA,1
"164","NRU","Nauru","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000253871061647286,0.0202323294529191,0.0202323294529191,0.000000000253871061647286,0.0000000125477919998311,NA,0.0000000125477919998311,NA,0
"165","NZL","New Zealand","feed_land_chickens_industrial_meat",0.000395187221169614,185726.906895418,"fofm",0.000036671338866289,1898.81778090552,187625.724676324,0.000431858560035903,0.00000000230170228938974,0.00000000212778658609838,0.0000000193127214391267,-0.0000000171849348530283,0.989879757777452
"166","OMN","Oman","feed_land_chickens_industrial_meat",0.0000429844333402781,21866.2360128848,"fofm",0.0000103192681196308,932.688715461429,22798.9247283462,0.0000533037014599089,0.00000000233799190510225,0.00000000196579024002802,0.0000000110640001841617,-0.00000000909820994413372,0.959090670872657
"167","PAK","Pakistan","feed_land_chickens_industrial_meat",0.0294064433037775,4555804.57618445,"fofm",0.0000105913721568475,993.485130574872,4556798.06131503,0.0294170346759343,0.00000000645563711187258,0.00000000645472008555858,0.0000000106608260465045,-0.0000000042061059609459,0.999781977362787
"168","PAN","Panama","feed_land_chickens_industrial_meat",0.000166166121661563,110357.862423183,"fofm",0.0000184442987245084,2214.72032189216,112572.582745075,0.000184610420386072,0.00000000163992346879105,0.00000000150570261160347,0.00000000832804871215088,-0.00000000682234610054741,0.98032629022195
"169","PCN","Pitcairn Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000000512734118922565,0.00448885725560391,0.00448885725560391,0.0000000000512734118922565,0.0000000114223752221674,NA,0.0000000114223752221674,NA,0
"170","PER","Peru","feed_land_chickens_industrial_meat",0.00316008452517235,1006165.38648892,"fofm",0.000235415636205881,54115.2703585537,1060280.65684747,0.00339550016137823,0.00000000320245412330171,0.00000000314072076778518,0.00000000435026259032022,-0.00000000120954182253504,0.948961371681103
"171","PHL","Philippines","feed_land_chickens_industrial_meat",0.00204481649662486,1254211.81723413,"fofm",0.0000167173711546296,1394.33091858416,1255606.14815272,0.00206153386777949,0.00000000164186347033461,0.00000000163035977538007,0.0000000119895291224015,-0.0000000103591693470214,0.998889515696753
"172","PLW","Palau","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000151408254619614,1.43265741310752,1.43265741310752,0.0000000151408254619614,0.0000000105683503421241,NA,0.0000000105683503421241,NA,0
"173","PNG","Papua New Guinea","feed_land_chickens_industrial_meat",0.000000763890867129821,819.539187607625,"fofm",0.0000000485848793084656,3.5967273083906,823.135914916016,0.000000812475746438286,0.000000000987049321643538,0.000000000932098035921563,0.0000000135080797465865,-0.0000000125759817106649,0.995630457566953
"174","POL","Poland","feed_land_chickens_industrial_meat",0.00418889875225565,3059952.01657543,"fofm",0.00000291780467813624,358.863587443822,3060310.88016287,0.00419181655693378,0.00000000136973553376731,0.0000000013689426270624,0.00000000813067912216926,-0.00000000676173649510686,0.999882736231221
"175","PRI","Puerto Rico","feed_land_chickens_industrial_meat",0.0000000270408551299329,3.25518371117869,"fofm",0.00000000859171589285704,0.618559593305241,3.87374330448393,0.0000000356325710227899,0.00000000919848534660119,0.00000000830701352955022,0.0000000138898757465674,-0.00000000558286221701713,0.840319932250223
"176","PRK","North Korea","feed_land_chickens_industrial_meat",0.000186575344313562,88505.5059135508,"fofm",0.000003587425573259,205.579687377655,88711.0856009284,0.000190162769886821,0.00000000214361901445191,0.00000000210806483040505,0.0000000174502919963528,-0.0000000153422271659478,0.997682593038006
"177","PRT","Portugal","feed_land_chickens_industrial_meat",0.000253889551702547,69234.0175201841,"fofm",0.00000213019612225483,148.785552954208,69382.8030731383,0.000256019747824802,0.00000000368995970881898,0.00000000366712146422139,0.0000000143172242194135,-0.0000000106501027551922,0.997855584577674
"178","PRY","Paraguay","feed_land_chickens_industrial_meat",0.00571655126292933,4894011.73127877,"fofm",0,0,4894011.73127877,0.00571655126292933,0.00000000116807060890221,0.00000000116807060890221,NA,NA,1
"179","PSE","Palestina","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000962568317985496,0.575101604445515,0.575101604445515,0.0000000962568317985496,0.000000167373610253367,NA,0.000000167373610253367,NA,0
"180","PYF","French Polynesia","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000101464467583104,0.0760818734829708,0.0760818734829708,0.00000000101464467583104,0.0000000133362209601495,NA,0.0000000133362209601495,NA,0
"181","QAT","Qatar","feed_land_chickens_industrial_meat",0.00000214034952111108,558.598664864677,"fofm",0.00000175631596944132,149.689004247729,708.287669112406,0.00000389666549055241,0.00000000550152947803755,0.00000000383164095393889,0.0000000117330994234867,-0.0000000079014584695478,0.78866072250656
"182","REU","Reunion","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000394603169297823,0.0321016463415818,0.0321016463415818,0.000000000394603169297823,0.0000000122923031765722,NA,0.0000000122923031765722,NA,0
"183","ROU","Romania","feed_land_chickens_industrial_meat",0.00226715716107691,2100677.81453292,"fofm",0.000000161735378467985,3.82211915192559,2100681.63665208,0.00226731889645537,0.00000000107932532797729,0.0000000010792502997805,0.0000000423156296387312,-0.0000000412363793389507,0.99999818053384
"184","RUS","Russia","feed_land_chickens_industrial_meat",0.0261211609001705,14093981.2888214,"fofm",0.0000770306398191547,6381.08228330311,14100362.3711047,0.0261981915399897,0.00000000185798001856155,0.00000000185335572432528,0.0000000120717201877673,-0.0000000102183644634421,0.999547452603319
"185","RWA","Rwanda","feed_land_chickens_industrial_meat",0.0000721262744492691,33589.6436669975,"fofm",0,0,33589.6436669975,0.0000721262744492691,0.00000000214727715376554,0.00000000214727715376554,NA,NA,1
"186","SAU","Saudi Arabia","feed_land_chickens_industrial_meat",0.00355796643478216,370708.557733593,"fofm",0.0000320204066492347,2502.31967908829,373210.877412682,0.0035899868414314,0.00000000961919134383035,0.00000000959774561594843,0.0000000127962893457726,-0.00000000319854372982417,0.993295158768051
"187","SDN","Sudan","feed_land_chickens_industrial_meat",0.00721714550157295,952880.395657629,"fofm",0.000010862121660648,815.886081770307,953696.281739399,0.0072280076232336,0.00000000757894076094204,0.00000000757403083793328,0.0000000133132822134671,-0.00000000573925137553386,0.999144501140046
"188","SEN","Senegal","feed_land_chickens_industrial_meat",0.000233852777766051,124601.097069265,"fofm",0.00000892783681228682,1082.42958194465,125683.52665121,0.000242780614578338,0.00000000193168206722978,0.00000000187681154714114,0.00000000824796084771389,-0.00000000637114930057275,0.991387657469634
"189","SGP","Singapore","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000205523578549147,20.8733194066276,20.8733194066276,0.000000205523578549147,0.00000000984623358390668,NA,0.00000000984623358390668,NA,0
"190","SHN","Saint Helena","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000219082250938536,0.14874072785996,0.14874072785996,0.00000000219082250938536,0.0000000147291366722908,NA,0.0000000147291366722908,NA,0
"191","SJM","Svalbard and Jan Mayen","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000348180375419508,38.2578411752868,38.2578411752868,0.000000348180375419508,0.00000000910088924840903,NA,0.00000000910088924840903,NA,0
"192","SLB","Solomon Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000112975709606767,1.03077542532802,1.03077542532802,0.0000000112975709606767,0.0000000109602641691633,NA,0.0000000109602641691633,NA,0
"193","SLE","Sierra Leone","feed_land_chickens_industrial_meat",0.0000445773338324964,10713.8671348592,"fofm",0.00000155185348362563,143.100307385558,10856.9674422448,0.0000461291873161221,0.00000000424880958347834,0.00000000416071370602097,0.0000000108445153751098,-0.00000000668380166908885,0.986819495577674
"194","SLV","El Salvador","feed_land_chickens_industrial_meat",0.000391759420215607,210110.872030115,"fofm",0.00000000280840738038314,0.308067104335959,210111.180097219,0.000391762228622987,0.00000000186454727655005,0.00000000186453664406027,0.00000000911621961856877,-0.0000000072516829745085,0.999998533790043
"195","SOM","Somalia","feed_land_chickens_industrial_meat",0.000185445866498058,11475.2594974269,"fofm",0.00000033275811927967,29.836616388965,11505.0961138159,0.000185778624617337,0.0000000161475073984167,0.0000000161604943696167,0.0000000111526761259276,0.00000000500781824368907,0.997406660831531
"196","SPM","Saint Pierre and Miquelon","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000351332408776564,34.1374772248646,34.1374772248646,0.000000351332408776564,0.0000000102916922203222,NA,0.0000000102916922203222,NA,0
"197","SRB","Serbia","feed_land_chickens_industrial_meat",0.000739830602590206,733423.326453543,"fofm",0,0,733423.326453543,0.000739830602590206,0.00000000100873612265326,0.00000000100873612265326,NA,NA,1
"198","SSD","South Sudan","feed_land_chickens_industrial_meat",0.00074305069126012,97038.6539367537,"fofm",0,0,97038.6539367537,0.00074305069126012,0.00000000765726502909257,0.00000000765726502909257,NA,NA,1
"199","STP","São Tomé and Príncipe","feed_land_chickens_industrial_meat",0.000000638673613616333,353.461606614093,"fofm",0.0000000389673527657029,2.99058546779746,356.45219208189,0.000000677640966382036,0.00000000190107111538356,0.000000001806910854433,0.0000000130300080654114,-0.0000000112230972109783,0.991610135849269
"200","SUR","Suriname","feed_land_chickens_industrial_meat",0.000000108757860209009,91.4256930020781,"fofm",0.00000000746840183996592,0.792269477351929,92.21796247943,0.000000116226262048975,0.00000000126034298442563,0.00000000118957654722439,0.00000000942659291246232,-0.00000000823701636523793,0.991408729318557
"201","SVK","Slovakia","feed_land_chickens_industrial_meat",0.000535408019084846,458673.434745688,"fofm",0,0,458673.434745688,0.000535408019084846,0.00000000116729677048269,0.00000000116729677048269,NA,NA,1
"202","SVN","Slovenia","feed_land_chickens_industrial_meat",0.0000674225813546237,56618.4096060131,"fofm",0.00000000438353777312303,0.26967596625421,56618.6792819794,0.0000674269648923968,0.00000000119089610968473,0.00000000119082435949354,0.0000000162548329167416,-0.000000015064008557248,0.999995236978861
"203","SWE","Sweden","feed_land_chickens_industrial_meat",0.000306100157222649,138014.813734161,"fofm",0.0000130758793929796,1589.51970683307,139604.333440994,0.000319176036615629,0.00000000228629032314769,0.0000000022178790011067,0.00000000822630844824928,-0.00000000600842944714258,0.988614109120725
"204","SWZ","Swaziland","feed_land_chickens_industrial_meat",0.0000440013934939111,21129.2378084617,"fofm",0,0,21129.2378084617,0.0000440013934939111,0.00000000208248844055746,0.00000000208248844055746,NA,NA,1
"205","SYC","Seychelles","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000971812843946729,0.903032475571753,0.903032475571753,0.00000000971812843946729,0.0000000107616599650132,NA,0.0000000107616599650132,NA,0
"206","SYR","Syria","feed_land_chickens_industrial_meat",0.000702590019506488,113540.606272749,"fofm",0.0000000879568804206598,5.37253494295018,113545.978807692,0.000702677976386908,0.0000000061884884323117,0.00000000618800658698896,0.0000000163715790319943,-0.0000000101835724450053,0.999952684058041
"207","TCA","Turks and Caicos Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000352368508386957,0.306791970205001,0.306791970205001,0.00000000352368508386957,0.0000000114855844548833,NA,0.0000000114855844548833,NA,0
"208","TCD","Chad","feed_land_chickens_industrial_meat",0.000406334385170372,115540.037206203,"fofm",0,0,115540.037206203,0.000406334385170372,0.00000000351682754303766,0.00000000351682754303766,NA,NA,1
"209","TGO","Togo","feed_land_chickens_industrial_meat",0.000383921421949942,181797.102369389,"fofm",0.000000186108775371701,18.9724586716035,181816.074828061,0.000384107530725314,0.00000000211261590092381,0.00000000211181265788198,0.0000000098094178826835,-0.00000000769760522480152,0.999895650268055
"210","THA","Thailand","feed_land_chickens_industrial_meat",0.00407199943471934,2929258.07653701,"fofm",0.0000273910804766431,2543.09967629153,2931801.1762133,0.00409939051519598,0.00000000139824983646767,0.00000000139011289832587,0.0000000107707459255337,-0.00000000938063302720787,0.999132581125581
"211","TJK","Tajikistan","feed_land_chickens_industrial_meat",0.000136486097564717,30514.3403950184,"fofm",0,0,30514.3403950184,0.000136486097564717,0.00000000447285098736719,0.00000000447285098736719,NA,NA,1
"212","TKL","Tokelau","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000131135380611326,0.118493377498648,0.118493377498648,0.00000000131135380611326,0.0000000110668953303169,NA,0.0000000110668953303169,NA,0
"213","TKM","Turkmenistan","feed_land_chickens_industrial_meat",0.0026035245296997,320573.030620086,"fofm",0,0,320573.030620086,0.0026035245296997,0.0000000081214708694106,0.0000000081214708694106,NA,NA,1
"214","TLS","Timor-Leste","feed_land_chickens_industrial_meat",0.0000211767686547187,8159.01703016705,"fofm",0.00000017316736375468,15.6001821340732,8174.61721230112,0.0000213499360184734,0.00000000261173526099132,0.00000000259550489678107,0.0000000111003424361601,-0.00000000850483753937905,0.998091631482071
"215","TON","Tonga","feed_land_chickens_industrial_meat",0.000000100268781927453,140.656725818607,"fofm",0.00000000334701601275085,0.313433636762425,140.97015945537,0.000000103615797940204,0.000000000735019371053546,0.000000000712861623529905,0.000000010678547610025,-0.00000000996568598649514,0.997776595855652
"216","TTO","Trinidad and Tobago","feed_land_chickens_industrial_meat",0.00000457989790315294,3015.92754616041,"fofm",0.0000000518171756494443,6.19934459874773,3022.12689075916,0.00000463171507880238,0.00000000153260112702908,0.00000000151857026836856,0.00000000835849255095634,-0.00000000683992228258778,0.997948681566713
"217","TUN","Tunisia","feed_land_chickens_industrial_meat",0.000104501217913356,40151.6732186859,"fofm",0.000000481280088411002,37.7727093929085,40189.4459280788,0.000104982498001767,0.00000000261219072762632,0.00000000260266159629738,0.0000000127414764825252,-0.0000000101388148862278,0.999060133611682
"218","TUR","Turkey","feed_land_chickens_industrial_meat",0.0111809591509383,4064560.15053098,"fofm",0.0000388701220973597,3703.07659286575,4068263.22712384,0.0112198292730357,0.00000000275789167186406,0.00000000275084110871816,0.0000000104967102684956,-0.00000000774586915977748,0.999089764750674
"219","TUV","Tuvalu","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000306352792775217,0.284695126455434,0.284695126455434,0.00000000306352792775217,0.0000000107607318955344,NA,0.0000000107607318955344,NA,0
"220","TWN","Taiwan","feed_land_chickens_industrial_meat",0.0000894961096961579,51386.5421149142,"fofm",0.0000157160306428697,393.92383482387,51780.4659497381,0.000105212140339028,0.00000000203188863617323,0.00000000174162545313947,0.0000000398961150697991,-0.0000000381544896166596,0.992392423907381
"221","TZA","Tanzania","feed_land_chickens_industrial_meat",0.000634672324300867,327971.971386269,"fofm",0.00000040975024821869,38.0721297555549,328010.043516025,0.000635082074549086,0.00000000193616655069911,0.00000000193514196233977,0.000000010762472466067,-0.00000000882733050372724,0.999883929987791
