"","iso3c","country","system","crop_cpi","crop_tonnes","fofm","fofm_cpi","fofm_tonnes","feed_tonnes","feed_cpi","cpi_per_tonne","crop_eff","fofm_eff","test_crop_fofm","perc_crop_prod"
"23","BHS","Bahamas","feed_land_chickens_industrial_meat",0.000000573216128456825,778.349489658781,"fofm",0.000000209980535949932,19.1248342610133,797.474323919794,0.000000783196664406757,0.000000000982096402247964,0.000000000736450830986112,0.000000010979469577835,-0.0000000102430187468489,0.97601824449092
"24","BIH","Bosnia and Herzegovina","feed_land_chickens_industrial_meat",0.000249627060532802,175288.691827318,"fofm",0.0000000191234117774526,1.96013292017966,175290.651960238,0.00024964618394458,0.00000000142418424001987,0.00000000142409106902753,0.00000000975618111433984,-0.00000000833209004531231,0.999988817812597
"25","BLM","Saint-Barthélemy","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000000372760682650688,0.000276744419941662,0.000276744419941662,0.00000000000372760682650688,0.0000000134694922748313,NA,0.0000000134694922748313,NA,0
"26","BLR","Belarus","feed_land_chickens_industrial_meat",0.00142602245050154,579498.453309036,"fofm",0,0,579498.453309036,0.00142602245050154,0.00000000246078732800529,0.00000000246078732800529,NA,NA,1
"27","BLZ","Belize","feed_land_chickens_industrial_meat",0.0000288771245805124,42331.5121559711,"fofm",0.000000113342664483525,7.46777743831157,42338.9799334094,0.0000289904672449959,0.000000000684722855642531,0.000000000682166147859641,0.0000000151775632602611,-0.0000000144953971124015,0.999823619334947
"28","BMU","Bermuda","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000228386759035357,2.20534294952002,2.20534294952002,0.0000000228386759035357,0.000000010356065440301,NA,0.000000010356065440301,NA,0
"29","BOL","Bolivia","feed_land_chickens_industrial_meat",0.00360295695080651,2847642.99823532,"fofm",0,0,2847642.99823532,0.00360295695080651,0.00000000126524179928427,0.00000000126524179928427,NA,NA,1
"30","BRA","Brazil","feed_land_chickens_industrial_meat",0.0637134933124899,68151783.6763418,"fofm",0.0000135193245083429,838.511826829558,68152622.1881687,0.0637270126369982,0.000000000935063253487865,0.000000000934876387316146,0.0000000161229980016619,-0.0000000151881216143458,0.999987696558109
"31","BRB","Barbados","feed_land_chickens_industrial_meat",0.000000229719204819871,93.2716011521818,"fofm",0.0000000193545331748675,1.63207833815504,94.9036794903368,0.000000249073737994738,0.00000000262448979146377,0.00000000246290620062436,0.0000000118588260884257,-0.00000000939591988780138,0.982802791768245
"32","BRN","Brunei","feed_land_chickens_industrial_meat",0.00000000933843286300479,7.26744593398238,"fofm",0.00000111828662135433,100.768048693378,108.035494627361,0.00000112762505421734,0.0000000104375423846281,0.00000000128496764170457,0.0000000110976310036241,-0.00000000981266336191949,0.0672690578133556
"33","BTN","Bhutan","feed_land_chickens_industrial_meat",0.00000509697536126651,4381.22036232543,"fofm",0,0,4381.22036232543,0.00000509697536126651,0.0000000011633688652358,0.0000000011633688652358,NA,NA,1
"34","BWA","Botswana","feed_land_chickens_industrial_meat",0.0000515722941745523,3276.37275863894,"fofm",0,0,3276.37275863894,0.0000515722941745523,0.000000015740667492296,0.000000015740667492296,NA,NA,1
"35","CAF","Central African Republic","feed_land_chickens_industrial_meat",0.000126555757142124,34014.4243123967,"fofm",0,0,34014.4243123967,0.000126555757142124,0.00000000372064968613919,0.00000000372064968613919,NA,NA,1
"36","CAN","Canada","feed_land_chickens_industrial_meat",0.0113193651196925,7979774.15426315,"fofm",0.000124738665995215,13362.452933064,7993136.60719621,0.0114441037856877,0.00000000143174129857666,0.00000000141850695281209,0.00000000933501256244365,-0.00000000791650560963155,0.998328259156608
"37","CCK","Cocos Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000076314623186608,7.26521651713664,7.26521651713664,0.000000076314623186608,0.0000000105041085845966,NA,0.0000000105041085845966,NA,0
"38","CHE","Switzerland","feed_land_chickens_industrial_meat",0.00079388601204674,587010.106863218,"fofm",0,0,587010.106863218,0.00079388601204674,0.00000000135242307204726,0.00000000135242307204726,NA,NA,1
"39","CHL","Chile","feed_land_chickens_industrial_meat",0.00290947086598634,739575.575510896,"fofm",0.00094744143671678,115409.960146016,854985.535656913,0.00385691230270312,0.00000000451108485682127,0.00000000393397370373743,0.0000000082093558954364,-0.00000000427538219169897,0.865015306887802
"40","CHN","China","feed_land_chickens_industrial_meat",0.118735700459419,49091775.8683457,"fofm",0.000284104264019689,9027.01539579848,49100802.8837415,0.119019804723439,0.00000000242398897234427,0.0000000024186474895071,0.0000000314726686022849,-0.0000000290540211127778,0.999816153405532
"41","CIV","Côte d'Ivoire","feed_land_chickens_industrial_meat",0.000405160344118402,318121.589277343,"fofm",0.000000284251676649856,28.2536483681224,318149.842925711,0.000405444595795052,0.00000000127438251129272,0.00000000127360216274155,0.0000000100607069553031,-0.00000000878710479256152,0.999911193894964
"42","CMR","Cameroon","feed_land_chickens_industrial_meat",0.000685310875800868,467959.856995167,"fofm",0.00000268298905615845,310.498659523126,468270.35565469,0.000687993864857026,0.00000000146922361526631,0.00000000146446509365428,0.00000000864090382959809,-0.00000000717643873594381,0.999336924373338
"43","COD","Democratic Republic of the Congo","feed_land_chickens_industrial_meat",0.000206560971540433,102082.266556827,"fofm",0.000000213739444521157,23.8545224598737,102106.121079287,0.000206774710984954,0.00000000202509613331007,0.00000000202347556052201,0.00000000896012254618361,-0.0000000069366469856616,0.999766375196631
"44","COG","Republic of Congo","feed_land_chickens_industrial_meat",0.0000292261402212971,9541.55910632013,"fofm",0.000000344123368556513,31.7485329790915,9573.30763929922,0.0000295702635898536,0.00000000308882412474297,0.00000000306303612393265,0.0000000108390321147482,-0.0000000077759959908155,0.996683640161237
"45","COK","Cook Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000716206395107278,6.95706722586749,6.95706722586749,0.0000000716206395107278,0.0000000102946596871209,NA,0.0000000102946596871209,NA,0
"46","COL","Colombia","feed_land_chickens_industrial_meat",0.000928725115869317,652364.296511067,"fofm",0.000000450349940619804,43.9064844334224,652408.2029955,0.000929175465809937,0.00000000142422406944559,0.00000000142362958984154,0.0000000102570257316477,-0.00000000883339614180618,0.999932700900706
"47","COM","Comoros","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000015371805499835,0.108455210806253,0.108455210806253,0.0000000015371805499835,0.0000000141734135091909,NA,0.0000000141734135091909,NA,0
"48","CPV","Cape Verde","feed_land_chickens_industrial_meat",0.0000144021319392644,1182.4965499363,"fofm",0.0000000501953498818117,6.13587631665099,1188.63242625296,0.0000144523272891462,0.0000000121587859879489,0.0000000121794282951947,0.00000000818063260916717,0.00000000399879568602757,0.994837868981924
"49","CRI","Costa Rica","feed_land_chickens_industrial_meat",0.0000221857086847342,4379.44667387266,"fofm",0.000000507562428254076,48.6512586269276,4428.09793249959,0.0000226932711129883,0.00000000512483496501586,0.0000000050658702655502,0.0000000104326679839101,-0.00000000536679771835985,0.989013057215863
"50","CUB","Cuba","feed_land_chickens_industrial_meat",0.000179598664100838,103484.868035477,"fofm",0.000000179875101978435,16.1543375782231,103501.022373055,0.000179778539202817,0.00000000173697355910969,0.00000000173550652873489,0.0000000111347866235578,-0.00000000939928009482291,0.999843920985437
"51","CUW","Curaçao","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000170905079541959,1.75396685236431,1.75396685236431,0.0000000170905079541959,0.00000000974391729875524,NA,0.00000000974391729875524,NA,0
"52","CXR","Christmas Island","feed_land_chickens_industrial_meat",0.000000000261355284530844,0.0371450558956794,"fofm",0.000000222232123434237,19.8665120020872,19.9036570579829,0.000000222493478718768,0.0000000111785225233034,0.00000000703607191398099,0.0000000111862677963242,-0.00000000415019588234323,0.00186624276068811
"53","CYM","Cayman Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000000164512658518634,0.00153984627820216,0.00153984627820216,0.0000000000164512658518634,0.0000000106837066041884,NA,0.0000000106837066041884,NA,0
"54","CYP","Cyprus","feed_land_chickens_industrial_meat",0.000090240067236923,22858.3820962089,"fofm",0.000000216295856170792,11.2681427122722,22869.6502389212,0.0000904563630930938,0.00000000395530155241066,0.00000000394778890549255,0.0000000191953422754597,-0.0000000152475533699671,0.999507288367135
"55","CZE","Czech Republic","feed_land_chickens_industrial_meat",0.00239079131656774,899301.737900525,"fofm",0,0,899301.737900525,0.00239079131656774,0.00000000265849738281302,0.00000000265849738281302,NA,NA,1
"56","DEU","Germany","feed_land_chickens_industrial_meat",0.0069026972350078,3848497.19786312,"fofm",0.0000231718832840392,1714.87560868675,3850212.0734718,0.00692586911829184,0.00000000179882795703943,0.00000000179360848666865,0.0000000135122822708898,-0.0000000117186737842211,0.999554602298273
"57","DJI","Djibouti","feed_land_chickens_industrial_meat",0.00000000113612517595201,0.539986784346541,"fofm",0.000000325003121778038,26.0547573922995,26.594744176646,0.00000032613924695399,0.0000000122632970179269,0.00000000210398700280578,0.0000000124738494734207,-0.0000000103698624706149,0.0203042669167965
"58","DMA","Dominica","feed_land_chickens_industrial_meat",0.000000371452431892167,189.238188698298,"fofm",0.00000000314633281360994,0.290129866769443,189.528318565067,0.000000374598764705777,0.00000000197647912218022,0.00000000196288304410044,0.0000000108445671196969,-0.00000000888168407559646,0.998469200439459
"59","DNK","Denmark","feed_land_chickens_industrial_meat",0.000422804985550269,412970.310769779,"fofm",0.0000307465453504171,2631.51068309717,415601.821452876,0.000453551530900686,0.00000000109131266392227,0.00000000102381448381158,0.0000000116839903208106,-0.0000000106601758369991,0.993668192613069
"60","DOM","Dominican Republic","feed_land_chickens_industrial_meat",0.00011279394902697,44841.1340160985,"fofm",0.0000000214091935633304,1.65058634916149,44842.7846024477,0.000112815358220534,0.00000000251579733998891,0.00000000251541250019404,0.000000012970659532115,-0.0000000104552470319209,0.999963191707121
"61","DZA","Algeria","feed_land_chickens_industrial_meat",0.000105454782576304,44432.1300449351,"fofm",0.00000110108860958591,113.570862791452,44545.7009077265,0.00010655587118589,0.00000000239205734817403,0.00000000237339021266042,0.00000000969516813135265,-0.00000000732177791869224,0.997450464119384
"62","ECU","Ecuador","feed_land_chickens_industrial_meat",0.00572109771938038,1295455.26382771,"fofm",0.0000373313612268188,3619.13151759211,1299074.39534531,0.00575842908060719,0.00000000443271694157019,0.00000000441628350984202,0.0000000103150054219793,-0.0000000058987219121373,0.997214069085989
"63","EGY","Egypt","feed_land_chickens_industrial_meat",0.00673827062622234,1178444.45756615,"fofm",0.00000257564496217063,194.141488526219,1178638.59905467,0.00674084627118451,0.00000000571917997305621,0.00000000571793654164996,0.0000000132668446179282,-0.00000000754890807627823,0.999835283276246
"64","ERI","Eritrea","feed_land_chickens_industrial_meat",0.000112615900442951,33814.8830194235,"fofm",0.00000172284630763934,135.063455353205,33949.9464747767,0.00011433874675059,0.00000000336786235688292,0.00000000333036492772321,0.0000000127558287557053,-0.00000000942546382798211,0.996021688710068
"65","ESH","Western Sahara","feed_land_chickens_industrial_meat",0.0000000319504765983692,7.59024904861645,"fofm",0.00000470735305681458,594.745238491728,602.335487540344,0.00000473930353341295,0.00000000786821236910023,0.00000000420941083668304,0.00000000791490667290152,-0.00000000370549583621849,0.0126013645312706
"66","ESP","Spain","feed_land_chickens_industrial_meat",0.00368664182938737,1175932.96680747,"fofm",0.0000295190063525459,1498.48426354931,1177431.45107102,0.00371616083573991,0.00000000315615896989978,0.00000000313507821742272,0.0000000196992434759556,-0.0000000165641652585328,0.998727327809881
"67","EST","Estonia","feed_land_chickens_industrial_meat",0.000144811114310314,70210.602802378,"fofm",0.00000283536185754782,363.468373149355,70574.0711755273,0.000147646476167862,0.00000000209207820533188,0.00000000206252486847200,0.00000000780084889637074,-0.00000000573832402789875,0.994849831289379
"68","ETH","Ethiopia","feed_land_chickens_industrial_meat",0.00114949292266115,939345.208056174,"fofm",0,0,939345.208056174,0.00114949292266115,0.00000000122371723707395,0.00000000122371723707395,NA,NA,1
"69","FIN","Finland","feed_land_chickens_industrial_meat",0.000267493530031519,86281.7296577151,"fofm",0.00000543732568479705,693.340467827397,86975.0701255425,0.000272930855716316,0.0000000031380354775496,0.00000000310023374696686,0.00000000784221596329878,-0.00000000474198221633192,0.992028285038154
"70","FJI","Fiji","feed_land_chickens_industrial_meat",0.00000043772110595988,256.729255020767,"fofm",0.000000128863193571848,10.5690664741134,267.298321494881,0.000000566584299531728,0.00000000211967024844404,0.00000000170499114300188,0.0000000121924858631054,-0.0000000104874947201035,0.960459660146741
"71","FLK","Falkland Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000394769091912379,25.0244757848174,25.0244757848174,0.000000394769091912379,0.0000000157753191438235,NA,0.0000000157753191438235,NA,0
"72","FRA","France","feed_land_chickens_industrial_meat",0.00933874089599979,4921612.93903405,"fofm",0.000134811646566169,3271.73336827907,4924884.67240233,0.00947355254256596,0.00000000192360901274564,0.00000000189749600622447,0.0000000412049612212379,-0.0000000393074652150134,0.999335673099796
"73","FRO","Faroe Islands","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000152138242011926,1597.94070880189,1597.94070880189,0.0000152138242011926,0.00000000952089405907908,NA,0.00000000952089405907908,NA,0
"74","FSM","Micronesia","feed_land_chickens_industrial_meat",0.00000000141904454037785,3.96185727251541,"fofm",0.00000000305449983446218,0.250401174975687,4.2122584474911,0.00000000447354437484003,0.00000000106202988980996,0.00000000035817659314034,0.0000000121984245271962,-0.0000000118402479340559,0.940554175842456
"75","GAB","Gabon","feed_land_chickens_industrial_meat",0.0000525971157393258,22066.4524061582,"fofm",0.000000316095679399572,31.2395088339304,22097.6919149921,0.0000529132114187254,0.00000000239451303884034,0.00000000238357823773464,0.0000000101184586825593,-0.00000000773488044482469,0.998586299919733
"76","GBR","United Kingdom","feed_land_chickens_industrial_meat",0.00466680580840278,2932374.45013105,"fofm",0.000245539392714228,16234.3269874813,2948608.77711853,0.00491234520111701,0.00000000166598744439657,0.00000000159147676661629,0.0000000151247041471795,-0.0000000135332273805633,0.994494241788378
"77","GEO","Georgia","feed_land_chickens_industrial_meat",0.0000849194812425317,47381.166675344,"fofm",0.00000282180507891271,310.895722180673,47692.0623975247,0.0000877412863214445,0.00000000183974611100061,0.00000000179226235234772,0.00000000907637152135809,-0.00000000728410916901036,0.993481185200395
"78","GGY","Guernsey","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000527753998519207,75.0421168338184,75.0421168338184,0.00000527753998519207,0.0000000703277067313977,NA,0.0000000703277067313977,NA,0
"79","GHA","Ghana","feed_land_chickens_industrial_meat",0.000530655210196605,267759.811475804,"fofm",0.00000135294928565723,141.422185153985,267901.233660958,0.000532008159482263,0.00000000198583691538929,0.00000000198183292433547,0.0000000095667400711147,-0.00000000758490714677923,0.999472110735657
"80","GIB","Gibraltar","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000405206961705403,0.16311932626676,0.16311932626676,0.00000000405206961705403,0.0000000248411375266927,NA,0.0000000248411375266927,NA,0
"81","GIN","Guinea","feed_land_chickens_industrial_meat",0.000110535711875818,85936.5298070942,"fofm",0.00000332873335573856,320.730272283301,86257.2600793775,0.000113864445231557,0.000000001320056365421,0.00000000128624825931351,0.0000000103786067091238,-0.00000000909235844981026,0.996281701134627
"82","GLP","Guadeloupe","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000000207449034437936,0.0189606968098539,0.0189606968098539,0.000000000207449034437936,0.0000000109410026708578,NA,0.0000000109410026708578,NA,0
"83","GMB","Gambia","feed_land_chickens_industrial_meat",0.0000273620752269883,6922.1918383848,"fofm",0.0000013942733281132,150.009912240107,7072.2017506249,0.0000287563485551015,0.00000000406610975889659,0.00000000395280510361771,0.0000000092945413225862,-0.0000000053417362189685,0.978788796257565
"84","GNB","Guinea-Bissau","feed_land_chickens_industrial_meat",0.0000146704433056691,3671.56135924493,"fofm",0.0000014339494584335,124.240099978891,3795.80145922382,0.0000161043927641026,0.00000000424268575084949,0.00000000399569607320579,0.0000000115417603388691,-0.00000000754606426566335,0.967269073128947
"85","GNQ","Equatorial Guinea","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000488768107479269,54.4435588884368,54.4435588884368,0.000000488768107479269,0.00000000897751942485665,NA,0.00000000897751942485665,NA,0
"86","GRC","Greece","feed_land_chickens_industrial_meat",0.000937650139629835,405690.062367981,"fofm",0.00000512686870111288,203.1260381993,405893.188406181,0.000942777008330948,0.00000000232272192601444,0.00000000231124749311542,0.0000000252398399858643,-0.0000000229285924927488,0.999499557903406
"87","GRD","Grenada","feed_land_chickens_industrial_meat",0.000000391330745781403,253.909270952365,"fofm",0.0000000118324805006326,1.27304539101841,255.182316343383,0.000000403163226282035,0.00000000157990268314487,0.00000000154122275375608,0.00000000929462577227259,-0.00000000775340301851651,0.995011231933073
"88","GRL","Greenland","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000070898801753686,709.42817199062,709.42817199062,0.0000070898801753686,0.00000000999379564456083,NA,0.00000000999379564456083,NA,0
"89","GTM","Guatemala","feed_land_chickens_industrial_meat",0.000535611196333997,267892.140628361,"fofm",0.00000188388815984597,175.973341768296,268068.113970129,0.000537495084493843,0.00000000200506907193646,0.00000000199935390070676,0.0000000107055315362851,-0.00000000870617763557831,0.999343549894233
"90","GUF","French Guiana","feed_land_chickens_industrial_meat",0.0000000279625541944974,10.4217619166329,"fofm",0.000000232726051612711,7.61022635185281,18.0319882684857,0.000000260688605807209,0.0000000144570083967286,0.00000000268309278394374,0.0000000305807003435648,-0.0000000278976075596211,0.577959665981309
"91","GUM","Guam","feed_land_chickens_industrial_meat",0.00000000187171813075306,1.51410755611293,"fofm",0.0000000000168053858962026,0.00103205138013075,1.51513960749306,0.00000000188852351664926,0.0000000012464353167917,0.00000000123618571428188,0.0000000162834779544343,-0.0000000150472922401525,0.999318840735846
"92","GUY","Guyana","feed_land_chickens_industrial_meat",0.00000995987528676398,4398.13348982271,"fofm",0.0000000346545249223649,3.70255834428544,4401.836048167,0.00000999452981168635,0.00000000227053659025948,0.00000000226456866527838,0.00000000935961616265981,-0.00000000709504749738143,0.999158860461005
"93","HKG","Hong Kong","feed_land_chickens_industrial_meat",0,0,"fofm",0.0000000335765221181024,2.37856118570632,2.37856118570632,0.0000000335765221181024,0.0000000141163163343775,NA,0.0000000141163163343775,NA,0
"94","HND","Honduras","feed_land_chickens_industrial_meat",0.000953210213140774,476529.857782474,"fofm",0.00000000702550033132922,0.665330879304329,476530.523113354,0.000953217238641105,0.00000000200032777001015,0.00000000200031581982402,0.0000000105594081830007,-0.00000000855909236317673,0.999998603802176
"95","HRV","Croatia","feed_land_chickens_industrial_meat",0.000399903394788699,267162.321936041,"fofm",0.00000079914940888663,63.0111954458551,267225.333131486,0.000400702544197586,0.00000000149949310382344,0.00000000149685551424589,0.0000000126826574743108,-0.0000000111858019600649,0.999764202013681
"96","HTI","Haiti","feed_land_chickens_industrial_meat",0.000176363158779148,34811.6743969352,"fofm",0.000000000430040364246386,0.0395255585736685,34811.7139224937,0.000176363588819512,0.00000000506621389605164,0.00000000506620729494916,0.0000000108800578604061,-0.00000000581385056545698,0.999998864590274
"97","HUN","Hungary","feed_land_chickens_industrial_meat",0.00150132855427219,1375717.69076081,"fofm",0,0,1375717.69076081,0.00150132855427219,0.00000000109130569764056,0.00000000109130569764056,NA,NA,1
"98","IDN","Indonesia","feed_land_chickens_industrial_meat",0.0229880135740589,25456228.5200416,"fofm",0.000038720545427044,3425.9549983061,25459654.4750399,0.023026734119486,0.00000000090444016599129,0.000000000903040823818837,0.0000000113021173501078,-0.000000010399076526289,0.999865435919342
"99","IMN","Isle of Man","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000533591697644847,8.60600409876086,8.60600409876086,0.000000533591697644847,0.0000000620022592972825,NA,0.0000000620022592972825,NA,0
"100","IND","India","feed_land_chickens_industrial_meat",0.0378125517568187,9695432.52253134,"fofm",0.000110142341372113,9234.63355936885,9704667.15609071,0.0379226940981908,0.00000000390767591389162,0.00000000390003763823281,0.0000000119270938758983,-0.00000000802705623766546,0.999048433767914
"101","IOT","British Indian Ocean Territory","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000000078804014318543,0.0734206934333053,0.0734206934333053,0.00000000078804014318543,0.0000000107332157506967,NA,0.0000000107332157506967,NA,0
"102","IRL","Ireland","feed_land_chickens_industrial_meat",0.00036338709750516,89748.6019284822,"fofm",0.000056909846963028,3788.23682447666,93536.8387529588,0.000420296944468188,0.00000000449338410482568,0.00000000404894438126994,0.0000000150227796201443,-0.0000000109738352388743,0.95950005500526
"103","IRN","Iran","feed_land_chickens_industrial_meat",0.0488136760211457,8545529.9354186,"fofm",0.00000926164568164621,630.944022806826,8546160.87944141,0.0488229376668274,0.00000000571285029097399,0.00000000571218828908761,0.0000000146790291164733,-0.00000000896684082738572,0.999926172227307
"104","IRQ","Iraq","feed_land_chickens_industrial_meat",0.0046354893565841,374576.810138023,"fofm",0.000000137045284076367,10.8859258147072,374587.696063838,0.00463562640186817,0.0000000123752767391435,0.0000000123752705216215,0.0000000125892171606769,-0.000000000213946639055418,0.999970938912492
"105","ISL","Iceland","feed_land_chickens_industrial_meat",0,0,"fofm",0.00000998094643134451,1166.72982906785,1166.72982906785,0.00000998094643134451,0.0000000085546338001135,NA,0.0000000085546338001135,NA,0
"106","ISR","Israel","feed_land_chickens_industrial_meat",0.00022784990813619,88094.5427592791,"fofm",0.00000442043665109217,132.724241574194,88227.2670008533,0.000232270344787282,0.00000000263263674239207,0.00000000258642477728497,0.0000000333054203110372,-0.0000000307189955337522,0.998495655072565
"107","ITA","Italy","feed_land_chickens_industrial_meat",0.00166694422212054,1241257.71835987,"fofm",0.0000403840439210657,1056.85049100702,1242314.56885088,0.00170732826604161,0.00000000137431235924477,0.00000000134294771944955,0.0000000382116905510313,-0.0000000368687428315818,0.999149289143421
"108","JAM","Jamaica","feed_land_chickens_industrial_meat",0.00000543771594585829,2402.67852667786,"fofm",0.0000000000581380229901268,0.00427098009772134,2402.68279765796,0.00000543777408388128,0.00000000226320931301535,0.00000000226318913890528,0.0000000136123376039951,-0.0000000113491484650898,0.999998222412005
"109","JEY","Jersey","feed_land_chickens_industrial_meat",0,0,"fofm",0.000000877888569023539,23.3193697136081,23.3193697136081,0.000000877888569023539,0.0000000376463249138009,NA,0.0000000376463249138009,NA,0
