iso3c,country,system,fofm,cpi,tonnes_feed,cpi_per_tonne
BES,"Bonaire, Sint Eustatius and Saba",feed_land_chickens_industrial_meat,fofm,2.1880371919705705e-8,1.6942709501292277,1.2914328678088245e-8
BES,"Bonaire, Sint Eustatius and Saba",feed_marine_salmon_aquaculture_meat,fofm,1.7027538994033422e-7,14.792272411350469,1.1511104258036634e-8
BFA,Burkina Faso,feed_land_chickens_industrial_meat,fofm,0,0,0
BFA,Burkina Faso,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
BGD,Bangladesh,feed_land_chickens_industrial_meat,fofm,4.138139012869304e-6,399.383469691899,1.03613176981552e-8
BGD,Bangladesh,feed_marine_salmon_aquaculture_meat,fofm,4.517570163818464e-5,4380.681927791335,1.0312481568585707e-8
BGR,Bulgaria,feed_land_chickens_industrial_meat,fofm,1.4502076517878065e-6,47.89126788538791,3.0281254095389674e-8
BGR,Bulgaria,feed_marine_salmon_aquaculture_meat,fofm,2.8059582584745924e-6,105.13890569720513,2.668810598576719e-8
BHR,Bahrain,feed_land_chickens_industrial_meat,fofm,1.3640522659361283e-6,112.70256064196457,1.2103116896070116e-8
BHR,Bahrain,feed_marine_salmon_aquaculture_meat,fofm,3.7129649194224913e-6,306.66881094200545,1.210740964500839e-8
BHS,Bahamas,feed_land_chickens_industrial_meat,fofm,2.0998053594993206e-7,19.12483426101328,1.0979469577835012e-8
BHS,Bahamas,feed_marine_salmon_aquaculture_meat,fofm,3.100922269468252e-7,27.653164290369645,1.1213625453157143e-8
BIH,Bosnia and Herzegovina,feed_land_chickens_industrial_meat,fofm,1.9123411777452573e-8,1.9601329201796571,9.75618111433984e-9
BIH,Bosnia and Herzegovina,feed_marine_salmon_aquaculture_meat,fofm,2.327416233694608e-7,23.891791463768026,9.741488984717373e-9
BLM,Saint-Barthélemy,feed_land_chickens_industrial_meat,fofm,3.727606826506884e-12,2.7674441994166195e-4,1.3469492274831299e-8
BLM,Saint-Barthélemy,feed_marine_salmon_aquaculture_meat,fofm,4.586459682510156e-11,0.0034050725066764598,1.3469491981499084e-8
BLR,Belarus,feed_land_chickens_industrial_meat,fofm,0,0,0
BLR,Belarus,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
BLZ,Belize,feed_land_chickens_industrial_meat,fofm,1.133426644835245e-7,7.467777438311571,1.517756326026111e-8
BLZ,Belize,feed_marine_salmon_aquaculture_meat,fofm,1.3652649908868686e-7,8.995284275768817,1.5177563588118853e-8
BMU,Bermuda,feed_land_chickens_industrial_meat,fofm,2.2838675903535682e-8,2.205342949520021,1.0356065440300962e-8
BMU,Bermuda,feed_marine_salmon_aquaculture_meat,fofm,8.680440644294745e-8,8.424055472926323,1.0304348864026841e-8
BOL,Bolivia,feed_land_chickens_industrial_meat,fofm,0,0,0
BOL,Bolivia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
BRA,Brazil,feed_land_chickens_industrial_meat,fofm,1.3519324508342858e-5,838.5118268295578,1.6122998001661932e-8
BRA,Brazil,feed_marine_salmon_aquaculture_meat,fofm,3.6806250834125565e-4,22406.79973533501,1.6426375595298846e-8
BRB,Barbados,feed_land_chickens_industrial_meat,fofm,1.9354533174867547e-8,1.6320783381550428,1.185882608842574e-8
BRB,Barbados,feed_marine_salmon_aquaculture_meat,fofm,1.864229215554912e-7,14.581648131830924,1.278476341426319e-8
BRN,Brunei,feed_land_chickens_industrial_meat,fofm,1.1182866213543327e-6,100.76804869337816,1.1097631003624063e-8
BRN,Brunei,feed_marine_salmon_aquaculture_meat,fofm,2.743509635258735e-6,247.9254006016819,1.1065867509341935e-8
BTN,Bhutan,feed_land_chickens_industrial_meat,fofm,0,0,0
BTN,Bhutan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
BWA,Botswana,feed_land_chickens_industrial_meat,fofm,0,0,0
BWA,Botswana,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
CAF,Central African Republic,feed_land_chickens_industrial_meat,fofm,0,0,0
CAF,Central African Republic,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
CAN,Canada,feed_land_chickens_industrial_meat,fofm,1.2473866599521473e-4,13362.452933064038,9.335012562443646e-9
CAN,Canada,feed_marine_salmon_aquaculture_meat,fofm,5.4112963600153554e-5,6011.352689971668,9.001794835699217e-9
CCK,Cocos Islands,feed_land_chickens_industrial_meat,fofm,7.631462318660799e-8,7.265216517136642,1.0504108584596597e-8
CCK,Cocos Islands,feed_marine_salmon_aquaculture_meat,fofm,4.1406281458477893e-7,39.4514798526216,1.049549512797969e-8
CHE,Switzerland,feed_land_chickens_industrial_meat,fofm,0,0,0
CHE,Switzerland,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
CHL,Chile,feed_land_chickens_industrial_meat,fofm,9.474414367167795e-4,115409.96014601643,8.209355895436397e-9
CHL,Chile,feed_marine_salmon_aquaculture_meat,fofm,5.433068429631995e-4,69231.20509536067,7.847716101645724e-9
CHN,China,feed_land_chickens_industrial_meat,fofm,2.841042640196891e-4,9027.01539579848,3.147266860228489e-8
CHN,China,feed_marine_salmon_aquaculture_meat,fofm,4.856848413965564e-4,15961.129310076236,3.042922790494181e-8
CIV,Côte d'Ivoire,feed_land_chickens_industrial_meat,fofm,2.842516766498564e-7,28.25364836812241,1.0060706955303071e-8
CIV,Côte d'Ivoire,feed_marine_salmon_aquaculture_meat,fofm,3.4962655483181268e-6,347.5091380733081,1.0060931254074184e-8
CMR,Cameroon,feed_land_chickens_industrial_meat,fofm,2.6829890561584524e-6,310.498659523126,8.64090382959809e-9
CMR,Cameroon,feed_marine_salmon_aquaculture_meat,fofm,3.2871258936271267e-05,3806.4490726633567,8.635675483573824e-9
COD,Democratic Republic of the Congo,feed_land_chickens_industrial_meat,fofm,2.1373944452115735e-7,23.854522459873653,8.960122546183614e-9
COD,Democratic Republic of the Congo,feed_marine_salmon_aquaculture_meat,fofm,2.3198253171433566e-6,253.74115984082803,9.142487244082056e-9
COG,Republic of Congo,feed_land_chickens_industrial_meat,fofm,3.441233685565133e-7,31.748532979091454,1.0839032114748158e-8
COG,Republic of Congo,feed_marine_salmon_aquaculture_meat,fofm,3.5790416472617695e-6,306.69760382769255,1.1669610725985751e-8
COK,Cook Islands,feed_land_chickens_industrial_meat,fofm,7.162063951072776e-8,6.957067225867489,1.0294659687120855e-8
COK,Cook Islands,feed_marine_salmon_aquaculture_meat,fofm,8.725422577076503e-8,8.467880110706421,1.0304140425942565e-8
COL,Colombia,feed_land_chickens_industrial_meat,fofm,4.5034994061980413e-7,43.90648443342241,1.0257025731647729e-8
COL,Colombia,feed_marine_salmon_aquaculture_meat,fofm,1.686445450221973e-6,169.5357006179088,9.947435519925096e-9
COM,Comoros,feed_land_chickens_industrial_meat,fofm,1.5371805499834967e-9,0.10845521080625341,1.417341350919088e-8
COM,Comoros,feed_marine_salmon_aquaculture_meat,fofm,1.796282653672801e-8,1.2648161504276259,1.4201926920884825e-8
CPV,Cape Verde,feed_land_chickens_industrial_meat,fofm,5.019534988181166e-8,6.13587631665099,8.180632609167174e-9
CPV,Cape Verde,feed_marine_salmon_aquaculture_meat,fofm,4.356615639398429e-7,53.20591630977525,8.188216539742236e-9
CRI,Costa Rica,feed_land_chickens_industrial_meat,fofm,5.075624282540756e-7,48.65125862692763,1.0432667983910052e-8
CRI,Costa Rica,feed_marine_salmon_aquaculture_meat,fofm,1.400593649958281e-6,116.28361151644572,1.2044634937746135e-8
CUB,Cuba,feed_land_chickens_industrial_meat,fofm,1.798751019784354e-7,16.154337578223068,1.1134786623557804e-8
CUB,Cuba,feed_marine_salmon_aquaculture_meat,fofm,5.968258947001406e-7,47.863923490951194,1.2469222144168188e-8
CUW,Curaçao,feed_land_chickens_industrial_meat,fofm,1.7090507954195895e-8,1.7539668523643124,9.743917298755237e-9
CUW,Curaçao,feed_marine_salmon_aquaculture_meat,fofm,2.1028217093855177e-7,21.58086614832472,9.743917111263653e-9
CXR,Christmas Island,feed_land_chickens_industrial_meat,fofm,2.222321234342368e-7,19.866512002087212,1.118626779632422e-8
CXR,Christmas Island,feed_marine_salmon_aquaculture_meat,fofm,1.1885630071414843e-6,106.37657385587454,1.11731649559594e-8
CYM,Cayman Islands,feed_land_chickens_industrial_meat,fofm,1.6451265851863374e-11,0.0015398462782021647,1.0683706604188385e-8
CYM,Cayman Islands,feed_marine_salmon_aquaculture_meat,fofm,2.0241691702677148e-10,0.01894631929303984,1.0683706629030146e-8
CYP,Cyprus,feed_land_chickens_industrial_meat,fofm,2.162958561707919e-7,11.268142712272212,1.91953422754597e-8
CYP,Cyprus,feed_marine_salmon_aquaculture_meat,fofm,8.375222193233926e-7,28.151813859444825,2.9750204498542715e-8
CZE,Czech Republic,feed_land_chickens_industrial_meat,fofm,0,0,0
CZE,Czech Republic,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
DEU,Germany,feed_land_chickens_industrial_meat,fofm,2.317188328403924e-5,1714.8756086867475,1.3512282270889768e-8
DEU,Germany,feed_marine_salmon_aquaculture_meat,fofm,3.581306853830426e-4,27718.832229689302,1.2920121685337567e-8
DJI,Djibouti,feed_land_chickens_industrial_meat,fofm,3.250031217780383e-7,26.054757392299454,1.2473849473420688e-8
DJI,Djibouti,feed_marine_salmon_aquaculture_meat,fofm,1.6508244782831919e-7,13.274995805262483,1.2435593219764113e-8
DMA,Dominica,feed_land_chickens_industrial_meat,fofm,3.146332813609945e-9,0.2901298667694433,1.0844567119696892e-8
DMA,Dominica,feed_marine_salmon_aquaculture_meat,fofm,3.7358588306775235e-8,3.4662709759344703,1.0777746046442243e-8
DNK,Denmark,feed_land_chickens_industrial_meat,fofm,3.07465453504171e-5,2631.510683097167,1.168399032081064e-8
DNK,Denmark,feed_marine_salmon_aquaculture_meat,fofm,5.587946469952257e-4,48092.551539081236,1.1619151596503149e-8
DOM,Dominican Republic,feed_land_chickens_industrial_meat,fofm,2.1409193563330394e-8,1.650586349161494,1.2970659532114978e-8
DOM,Dominican Republic,feed_marine_salmon_aquaculture_meat,fofm,1.6959776816363293e-7,13.659206548488317,1.2416370421047813e-8
DZA,Algeria,feed_land_chickens_industrial_meat,fofm,1.1010886095859126e-6,113.57086279145226,9.695168131352652e-9
DZA,Algeria,feed_marine_salmon_aquaculture_meat,fofm,1.0234295982223015e-5,1047.7301240506936,9.768065026760495e-9
ECU,Ecuador,feed_land_chickens_industrial_meat,fofm,3.7331361226818835e-5,3619.131517592107,1.0315005421979322e-8
ECU,Ecuador,feed_marine_salmon_aquaculture_meat,fofm,1.5836070458449513e-4,17042.3603743233,9.292181429462534e-9
EGY,Egypt,feed_land_chickens_industrial_meat,fofm,2.575644962170635e-6,194.14148852621886,1.3266844617928194e-8
EGY,Egypt,feed_marine_salmon_aquaculture_meat,fofm,7.76970038867529e-6,597.7874613018685,1.2997429507394396e-8
ERI,Eritrea,feed_land_chickens_industrial_meat,fofm,1.7228463076393377e-6,135.0634553532053,1.2755828755705319e-8
ERI,Eritrea,feed_marine_salmon_aquaculture_meat,fofm,3.7240579647005026e-6,290.81601387379953,1.2805546417799979e-8
ESH,Western Sahara,feed_land_chickens_industrial_meat,fofm,4.707353056814583e-6,594.7452384917276,7.914906672901524e-9
ESH,Western Sahara,feed_marine_salmon_aquaculture_meat,fofm,2.5456936310181878e-5,3215.466718511473,7.917026838942556e-9
ESP,Spain,feed_land_chickens_industrial_meat,fofm,2.9519006352545883e-5,1498.4842635493137,1.9699243475955557e-8
ESP,Spain,feed_marine_salmon_aquaculture_meat,fofm,1.9396158985421976e-4,9526.690711639476,2.0359807589559118e-8
EST,Estonia,feed_land_chickens_industrial_meat,fofm,2.835361857547816e-6,363.46837314935505,7.800848896370745e-9
EST,Estonia,feed_marine_salmon_aquaculture_meat,fofm,6.03511019851241e-5,7743.308226047787,7.793968704759609e-9
ETH,Ethiopia,feed_land_chickens_industrial_meat,fofm,0,0,0
ETH,Ethiopia,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
FIN,Finland,feed_land_chickens_industrial_meat,fofm,5.437325684797055e-6,693.3404678273969,7.842215963298778e-9
FIN,Finland,feed_marine_salmon_aquaculture_meat,fofm,1.0570011976737253e-4,13437.858572696285,7.865845528553138e-9
FJI,Fiji,feed_land_chickens_industrial_meat,fofm,1.2886319357184843e-7,10.569066474113352,1.2192485863105414e-8
FJI,Fiji,feed_marine_salmon_aquaculture_meat,fofm,6.349114488706698e-7,52.10283532907722,1.2185737011443261e-8
FLK,Falkland Islands,feed_land_chickens_industrial_meat,fofm,3.9476909191237865e-7,25.024475784817422,1.577531914382353e-8
FLK,Falkland Islands,feed_marine_salmon_aquaculture_meat,fofm,3.4161739614980845e-6,149.91933020120342,2.278674775903356e-8
FRA,France,feed_land_chickens_industrial_meat,fofm,1.3481164656616907e-4,3271.7333682790672,4.1204961221237913e-8
FRA,France,feed_marine_salmon_aquaculture_meat,fofm,9.378315306353759e-4,22678.170752061884,4.135393197663921e-8
FRO,Faroe Islands,feed_land_chickens_industrial_meat,fofm,1.5213824201192577e-5,1597.9407088018943,9.520894059079085e-9
FRO,Faroe Islands,feed_marine_salmon_aquaculture_meat,fofm,6.387404313702014e-4,66875.5775557764,9.551176299561244e-9
FSM,Micronesia,feed_land_chickens_industrial_meat,fofm,3.0544998344621758e-9,0.2504011749756872,1.2198424527196222e-8
FSM,Micronesia,feed_marine_salmon_aquaculture_meat,fofm,1.4396354788892992e-8,1.2073570193924217,1.1923858939535276e-8
GAB,Gabon,feed_land_chickens_industrial_meat,fofm,3.1609567939957157e-7,31.239508833930387,1.0118458682559323e-8
GAB,Gabon,feed_marine_salmon_aquaculture_meat,fofm,5.916359272032367e-6,600.1710705094185,9.857788158650545e-9
GBR,United Kingdom,feed_land_chickens_industrial_meat,fofm,2.455393927142278e-4,16234.326987481338,1.5124704147179545e-8
GBR,United Kingdom,feed_marine_salmon_aquaculture_meat,fofm,0.0034980681457212775,262109.68832915137,1.3345817806354733e-8
GEO,Georgia,feed_land_chickens_industrial_meat,fofm,2.8218050789127147e-6,310.8957221806729,9.076371521358085e-9
GEO,Georgia,feed_marine_salmon_aquaculture_meat,fofm,3.9750240269686455e-6,432.1489978250434,9.19827200103318e-9
GGY,Guernsey,feed_land_chickens_industrial_meat,fofm,5.277539985192068e-6,75.04211683381844,7.032770673139773e-8
GGY,Guernsey,feed_marine_salmon_aquaculture_meat,fofm,3.956742894204662e-5,770.3197973708704,5.136493840232549e-8
GHA,Ghana,feed_land_chickens_industrial_meat,fofm,1.3529492856572342e-6,141.42218515398534,9.566740071114701e-9
GHA,Ghana,feed_marine_salmon_aquaculture_meat,fofm,1.569952349406084e-5,1636.3311019710468,9.594344002353766e-9
GIB,Gibraltar,feed_land_chickens_industrial_meat,fofm,4.052069617054027e-9,0.16311932626675962,2.4841137526692665e-8
GIB,Gibraltar,feed_marine_salmon_aquaculture_meat,fofm,1.579850436288681e-7,6.359815193375439,2.4841137489880163e-8
GIN,Guinea,feed_land_chickens_industrial_meat,fofm,3.32873335573856e-6,320.7302722833011,1.0378606709123764e-8
GIN,Guinea,feed_marine_salmon_aquaculture_meat,fofm,4.0730161565748374e-5,3924.522264018536,1.037837444296787e-8
GLP,Guadeloupe,feed_land_chickens_industrial_meat,fofm,2.0744903443793644e-10,0.018960696809853857,1.0941002670857823e-8
GLP,Guadeloupe,feed_marine_salmon_aquaculture_meat,fofm,2.513879675884586e-9,0.2298447605871824,1.0937293804141541e-8
GMB,Gambia,feed_land_chickens_industrial_meat,fofm,1.3942733281132017e-6,150.00991224010673,9.294541322586202e-9
GMB,Gambia,feed_marine_salmon_aquaculture_meat,fofm,7.780993755491562e-6,829.3005693350701,9.382597870070597e-9
GNB,Guinea-Bissau,feed_land_chickens_industrial_meat,fofm,1.4339494584335034e-6,124.24009997889117,1.1541760338869146e-8
GNB,Guinea-Bissau,feed_marine_salmon_aquaculture_meat,fofm,1.1312934516743154e-5,1006.5316694662613,1.1239521676195366e-8
GNQ,Equatorial Guinea,feed_land_chickens_industrial_meat,fofm,4.887681074792685e-7,54.44355888843681,8.977519424856652e-9
GNQ,Equatorial Guinea,feed_marine_salmon_aquaculture_meat,fofm,5.710594418324376e-6,640.3598046249128,8.917790243985293e-9
GRC,Greece,feed_land_chickens_industrial_meat,fofm,5.12686870111288e-6,203.12603819929984,2.5239839985864263e-8
GRC,Greece,feed_marine_salmon_aquaculture_meat,fofm,2.7206613456064145e-5,833.5370379390209,3.263995745568117e-8
GRD,Grenada,feed_land_chickens_industrial_meat,fofm,1.1832480500632564e-8,1.2730453910184107,9.294625772272595e-9
GRD,Grenada,feed_marine_salmon_aquaculture_meat,fofm,9.511597485553983e-8,11.23063465870098,8.469332121123569e-9
GRL,Greenland,feed_land_chickens_industrial_meat,fofm,7.089880175368604e-6,709.4281719906196,9.993795644560828e-9
GRL,Greenland,feed_marine_salmon_aquaculture_meat,fofm,3.720089057355305e-4,50428.92429513111,7.376895520483029e-9
GTM,Guatemala,feed_land_chickens_industrial_meat,fofm,1.8838881598459689e-6,175.97334176829648,1.0705531536285071e-8
GTM,Guatemala,feed_marine_salmon_aquaculture_meat,fofm,2.2696111423000473e-6,212.0076448832347,1.0705326893046985e-8
GUF,French Guiana,feed_land_chickens_industrial_meat,fofm,2.3272605161271133e-7,7.610226351852812,3.058070034356482e-8
GUF,French Guiana,feed_marine_salmon_aquaculture_meat,fofm,6.00828433076204e-6,154.04228002777404,3.900412490440117e-8
GUM,Guam,feed_land_chickens_industrial_meat,fofm,1.6805385896202624e-11,0.0010320513801307513,1.628347795443434e-8
GUM,Guam,feed_marine_salmon_aquaculture_meat,fofm,2.067740025397988e-10,0.012698393243709135,1.6283477647239816e-8
GUY,Guyana,feed_land_chickens_industrial_meat,fofm,3.4654524922364916e-8,3.7025583442854364,9.35961616265981e-9
GUY,Guyana,feed_marine_salmon_aquaculture_meat,fofm,4.1796855499775e-7,44.61539539075885,9.368258452873052e-9
HKG,Hong Kong,feed_land_chickens_industrial_meat,fofm,3.357652211810244e-8,2.378561185706324,1.4116316334377478e-8
HKG,Hong Kong,feed_marine_salmon_aquaculture_meat,fofm,2.061409968900928e-7,14.259999980260165,1.4455890405010496e-8
HND,Honduras,feed_land_chickens_industrial_meat,fofm,7.025500331329217e-9,0.6653308793043292,1.0559408183000747e-8
HND,Honduras,feed_marine_salmon_aquaculture_meat,fofm,9.40147718425465e-9,0.8870911557194648,1.059809594948525e-8
HRV,Croatia,feed_land_chickens_industrial_meat,fofm,7.991494088866301e-7,63.011195445855066,1.2682657474310765e-8
HRV,Croatia,feed_marine_salmon_aquaculture_meat,fofm,9.1031027668536892e-06,717.8571800856325,1.2680938520065772e-8
HTI,Haiti,feed_land_chickens_industrial_meat,fofm,4.300403642463856e-10,0.0395255585736685,1.0880057860406149e-8
HTI,Haiti,feed_marine_salmon_aquaculture_meat,fofm,5.291230816864914e-9,0.4863237717957287,1.0880057944375784e-8
HUN,Hungary,feed_land_chickens_industrial_meat,fofm,0,0,0
HUN,Hungary,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
IDN,Indonesia,feed_land_chickens_industrial_meat,fofm,3.8720545427044006e-5,3425.9549983061024,1.1302117350107819e-8
IDN,Indonesia,feed_marine_salmon_aquaculture_meat,fofm,3.6225471631947325e-4,31938.06256715979,1.1342413634443828e-8
IMN,Isle of Man,feed_land_chickens_industrial_meat,fofm,5.335916976448465e-7,8.606004098760856,6.200225929728249e-8
IMN,Isle of Man,feed_marine_salmon_aquaculture_meat,fofm,2.9125254265139747e-6,51.137561863329836,5.6954718222546186e-8
IND,India,feed_land_chickens_industrial_meat,fofm,1.1014234137211285e-4,9234.633559368853,1.1927093875898265e-8
IND,India,feed_marine_salmon_aquaculture_meat,fofm,2.9836834647418856e-4,25015.854657382162,1.1927169811331641e-8
IOT,British Indian Ocean Territory,feed_land_chickens_industrial_meat,fofm,7.880401431854298e-10,0.07342069343330535,1.0733215750696744e-8
IOT,British Indian Ocean Territory,feed_marine_salmon_aquaculture_meat,fofm,1.5492931827383204e-9,0.14299858833744475,1.083432501502976e-8
IRL,Ireland,feed_land_chickens_industrial_meat,fofm,5.690984696302797e-5,3788.2368244766594,1.502277962014426e-8
IRL,Ireland,feed_marine_salmon_aquaculture_meat,fofm,5.526463121281624e-4,39179.61273296421,1.4105456220173078e-8
IRN,Iran,feed_land_chickens_industrial_meat,fofm,9.261645681646208e-6,630.9440228068257,1.467902911647333e-8
IRN,Iran,feed_marine_salmon_aquaculture_meat,fofm,1.745518353287304e-5,1160.082209573298,1.50465056603992e-8
IRQ,Iraq,feed_land_chickens_industrial_meat,fofm,1.3704528407636724e-7,10.88592581470715,1.258921716067693e-8
IRQ,Iraq,feed_marine_salmon_aquaculture_meat,fofm,2.8410324104507604e-7,22.662813428285332,1.2536097600772213e-8
ISL,Iceland,feed_land_chickens_industrial_meat,fofm,9.980946431344507e-6,1166.7298290678534,8.554633800113501e-9
ISL,Iceland,feed_marine_salmon_aquaculture_meat,fofm,0.0034051884455553964,427723.44546733855,7.96119193754933e-9
ISR,Israel,feed_land_chickens_industrial_meat,fofm,4.4204366510921726e-6,132.72424157419417,3.330542031103719e-8
ISR,Israel,feed_marine_salmon_aquaculture_meat,fofm,2.7950748944280306e-6,83.26418255488383,3.356875439911571e-8
ITA,Italy,feed_land_chickens_industrial_meat,fofm,4.038404392106566e-5,1056.8504910070174,3.821169055103133e-8
ITA,Italy,feed_marine_salmon_aquaculture_meat,fofm,1.1491386036732463e-4,3195.9021780299277,3.5956626318945024e-8
JAM,Jamaica,feed_land_chickens_industrial_meat,fofm,5.81380229901268e-11,0.0042709800977213394,1.3612337603995087e-8
JAM,Jamaica,feed_marine_salmon_aquaculture_meat,fofm,7.153321628111714e-10,0.052550280237666724,1.3612337737800288e-8
JEY,Jersey,feed_land_chickens_industrial_meat,fofm,8.778885690235387e-7,23.319369713608115,3.764632491380087e-8
JEY,Jersey,feed_marine_salmon_aquaculture_meat,fofm,7.427097780896776e-6,198.1983015916876,3.74730647096941e-8
JOR,Jordan,feed_land_chickens_industrial_meat,fofm,5.0268639443599306e-8,3.2014497555091612,1.5701836131301252e-8
JOR,Jordan,feed_marine_salmon_aquaculture_meat,fofm,1.363267583695833e-7,8.687056868027241,1.5693089206234466e-8
JPN,Japan,feed_land_chickens_industrial_meat,fofm,2.9780445360955576e-5,2409.9796623224343,1.235713555037097e-8
JPN,Japan,feed_marine_salmon_aquaculture_meat,fofm,1.2788430867042625e-4,10486.316066154961,1.2195351338224336e-8
KAZ,Kazakhstan,feed_land_chickens_industrial_meat,fofm,0,0,0
KAZ,Kazakhstan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
KEN,Kenya,feed_land_chickens_industrial_meat,fofm,8.6469088884193e-8,6.666371366227452,1.2970937881176952e-8
KEN,Kenya,feed_marine_salmon_aquaculture_meat,fofm,1.0638081829611246e-6,82.01201727656822,1.2971369541778933e-8
KGZ,Kyrgyzstan,feed_land_chickens_industrial_meat,fofm,0,0,0
KGZ,Kyrgyzstan,feed_marine_salmon_aquaculture_meat,fofm,0,0,0
KHM,Cambodia,feed_land_chickens_industrial_meat,fofm,1.2848797333936717e-6,120.84622570026757,1.0632353025079432e-8
KHM,Cambodia,feed_marine_salmon_aquaculture_meat,fofm,2.0732481755666607e-6,194.9946034621617,1.0632336171133936e-8
KIR,Kiribati,feed_land_chickens_industrial_meat,fofm,1.0687004448198643e-7,10.127508239221136,1.0552451990915917e-8
KIR,Kiribati,feed_marine_salmon_aquaculture_meat,fofm,2.4077704237736803e-7,20.562110531961096,1.17097436084254e-8
KNA,Saint Kitts and Nevis,feed_land_chickens_industrial_meat,fofm,6.402247108592113e-10,0.05886915822224333,1.0875384160280153e-8
