file,xmin,xmax,ymin,ymax,variable,min,max,sum_cells,quant_50,mean,total_zero,total_NA,total_greater_zero
broiler_acof_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_acof_prop,0,0,0,0,0,2215268,7115932,0
broiler_bana_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_bana_prop,0,0,0,0,0,2215268,7115932,0
broiler_barl_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_barl_prop,0,1,98889.53488727787,0.003308205037456974,0.04463998707482699,343152,7115932,1872116
broiler_bean_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_bean_prop,0,0,0,0,0,2215268,7115932,0
broiler_cass_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_cass_prop,0,0,0,0,0,2215268,7115932,0
broiler_chic_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_chic_prop,0,0,0,0,0,2215268,7115932,0
broiler_cnut_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_cnut_prop,0,0,0,0,0,2215268,7115932,0
broiler_coco_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_coco_prop,0,0,0,0,0,2215268,7115932,0
broiler_cott_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_cott_prop,0,0,0,0,0,2215268,7115932,0
broiler_cowp_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_cowp_prop,0,0,0,0,0,2215268,7115932,0
broiler_disturbance,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_disturbance_prop,0,0.030759122768792765,33.20436738356265,2.5614063195685607e-9,1.4988871497066125e-5,769070,7115932,1446198
broiler_feedfish_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_feedfish_prop,0,1.0018694361927611,266465.13993229804,0.016261305409491708,0.07413151564457456,100980,5736708,3493512
broiler_ghg,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_ghg_CO2eq_tonnes,0,139736.51555372914,121200637.59761274,0.006425865655076409,54.71150109043816,769070,7115932,1446198
broiler_grou_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_grou_prop,0,0,0,0,0,2215268,7115932,0
broiler_lent_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_lent_prop,0,0,0,0,0,2215268,7115932,0
broiler_maiz_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_maiz_prop,0,1,595166.2809414571,0.24402789832321609,0.26866558851635824,144559,7115932,2070709
broiler_nutrient,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_nutrient_tonnes_p04eq,0,4367.399206652537,3147429.6801281055,1.5174599456723402e-4,1.4207895749535078,774926,7115932,1440342
broiler_ocer_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_ocer_prop,0,0,0,0,0,2215268,7115932,0
broiler_ofib_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_ofib_prop,0,0,0,0,0,2215268,7115932,0
broiler_oilp_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_oilp_prop,0,0,0,0,0,2215268,7115932,0
broiler_ooil_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_ooil_prop,0,0,0,0,0,2215268,7115932,0
broiler_opul_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_opul_prop,0,0,0,0,0,2215268,7115932,0
broiler_orts_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_orts_prop,0,0,0,0,0,2215268,7115932,0
broiler_pige_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_pige_prop,0,0,0,0,0,2215268,7115932,0
broiler_plnt_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_plnt_prop,0,0,0,0,0,2215268,7115932,0
broiler_pmil_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_pmil_prop,0,0,0,0,0,2215268,7115932,0
broiler_pota_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_pota_prop,0,0,0,0,0,2215268,7115932,0
broiler_rape_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_rape_prop,0,1,19993.39871942586,3.5857228675750233e-4,0.009025273113422787,551910,7115932,1663358
broiler_rcof_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_rcof_prop,0,0,0,0,0,2215268,7115932,0
broiler_rest_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_rest_prop,0,0,0,0,0,2215268,7115932,0
broiler_rice_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_rice_prop,0,0,0,0,0,2215268,7115932,0
broiler_sesa_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_sesa_prop,0,0,0,0,0,2215268,7115932,0
broiler_smil_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_smil_prop,0,0,0,0,0,2215268,7115932,0
broiler_sorg_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_sorg_prop,0,1,397972.33204999095,0.042467314057356785,0.17964974533554998,534194,7115932,1681074
broiler_soyb_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_soyb_prop,0,1,1026757.4739228549,0.3684747095105885,0.46349131298012264,349426,7115932,1865842
broiler_sugb_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_sugb_prop,0,0,0,0,0,2215268,7115932,0
broiler_sugc_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_sugc_prop,0,0,0,0,0,2215268,7115932,0
broiler_sunf_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_sunf_prop,0,1,389839.272804455,0.013751414678577357,0.17597837950282189,427129,7115932,1788139
broiler_swpo_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_swpo_prop,0,0,0,0,0,2215268,7115932,0
broiler_teas_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_teas_prop,0,0,0,0,0,2215268,7115932,0
broiler_temf_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_temf_prop,0,0,0,0,0,2215268,7115932,0
broiler_toba_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_toba_prop,0,0,0,0,0,2215268,7115932,0
broiler_trof_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_trof_prop,0,0,0,0,0,2215268,7115932,0
broiler_vege_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_vege_prop,0,0,0,0,0,2215268,7115932,0
broiler_water,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_water_m3,0,2280041.726730173,1313787082.2884653,0.06099628402914939,593.0601093359667,769070,7115932,1446198
broiler_whea_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_whea_prop,0,1,112183.55677275488,0.02669787503788645,0.05064107673326875,190423,7115932,2024845
broiler_yams_consumption,-180,179.99999999991815,-89.99999999995909,89.99999999999999,broiler_yams_prop,0,0,0,0,0,2215268,7115932,0
