"","iso3c","Country","animal_system","country_farm_feed_chi","ID_0","land_area_km2","eez_area_km2","avg_cum_stress_km2","prop_of_global"
"56","CZE","Czech Republic","broiler",0.00637403183140901,62,78835.7854129558,0,0.0000000808520115328427,0.0000000808520115328427
"57","DEU","Germany","broiler",0.0247540304387911,86,357839.351149247,56762.5209947853,0.0000000597055442870541,0.0000000597055442870541
"58","DJI","Djibouti","broiler",0.0000068463046526384,65,21863.4493050464,7223.43389147844,0.000000000235374295911374,0.000000000235374295911374
"59","DMA","Dominica","broiler",0.0000137307244780055,66,754.21429490331,28580.8983630733,0.000000000468064487704358,0.000000000468064487704358
"60","DNK","Denmark","broiler",0.00379548087792182,64,43144.8468631813,105019.470513178,0.0000000256167000606546,0.0000000256167000606546
"61","DOM","Dominican Republic","broiler",0.0154455723619412,67,48092.0923404471,363804.753900218,0.0000000374986419607509,0.0000000374986419607509
"62","DZA","Algeria","broiler",0.00977634105157223,5,2308049.82340796,131193.096197819,0.00000000400794073152511,0.00000000400794073152511
"63","ECU","Ecuador","broiler",0.0212292088659814,68,256115.619269998,1096393.66697292,0.0000000156961649593942,0.0000000156961649593942
"64","EGY","Egypt","broiler",0.0141008256384849,69,983764.184427931,243342.123336387,0.0000000114911198396294,0.0000000114911198396294
"65","ERI","Eritrea","broiler",0.00034957027778592,72,120457.414006378,78354.8050309456,0.00000000175829372801424,0.00000000175829372801424
"66","ESH","Western Sahara","broiler",0.000073106400377652,253,267334.879141047,284053.82128042,0.000000000132585960361123,0.000000000132585960361123
"67","ESP","Spain","broiler",0.0152049491523116,215,506043.758595279,1007772.06487678,0.0000000100441209006772,0.0000000100441209006772
"68","EST","Estonia","broiler",0.00103856849009746,73,45489.8873314049,36450.9177049153,0.0000000126746190696701,0.0000000126746190696701
"69","ETH","Ethiopia","broiler",0.00732236403813298,74,1129520.77883003,0,0.0000000064827174279322,0.0000000064827174279322
"70","FIN","Finland","broiler",0.00153989691047552,78,336940.101854587,81553.969046701,0.00000000367961464103692,0.00000000367961464103692
"71","FJI","Fiji","broiler",0.000335230156473739,77,18963.4827564026,1284067.96246393,0.000000000257269429454985,0.000000000257269429454985
"72","FLK","Falkland Islands","broiler",0.0000152607502377248,75,12397.37233939,550565.771448802,0.0000000000271079028993531,0.0000000000271079028993531
"73","FRA","France","broiler",0.0485411160894061,79,549516.218841441,3195303.72100754,0.0000000129622029547738,0.0000000129622029547738
"74","FRO","Faroe Islands","broiler",0.000095744702799891,76,1439.61445163792,266860.974163768,0.000000000356856104170296,0.000000000356856104170296
"75","FSM","Micronesia","broiler",0.00000715559676154933,146,774.856642634266,3010639.36646803,0.00000000000237615825369846,0.00000000000237615825369846
"76","GAB","Gabon","broiler",0.000352285707996281,83,264549.836282015,201759.124981922,0.000000000755477027594335,0.000000000755477027594335
"77","GBR","United Kingdom","broiler",0.0314989691076022,242,245485.839946286,1977150.1263714,0.0000000141718975059094,0.0000000141718975059094
"78","GEO","Georgia","broiler",0.000783216251890314,85,69844.6112481634,22944.0577556851,0.00000000844086094022783,0.00000000844086094022783
"79","GGY","Guernsey","broiler",0.0000122127519703662,95,88.4512855333347,6530.51821373109,0.00000000184511380083009,0.00000000184511380083009
"80","GHA","Ghana","broiler",0.00625498183214589,87,238324.271201869,227500.192457248,0.0000000134277658648756,0.0000000134277658648756
"81","GIB","Gibraltar","broiler",0.0000000856562002552217,88,7.20813385696157,388.281033028641,0.000000000216582924204339,0.000000000216582924204339
"82","GIN","Guinea","broiler",0.00209041496121609,96,244816.173984723,102163.435954923,0.0000000060246046203686,0.0000000060246046203686
"83","GLP","Guadeloupe","broiler",0.0000144439919111642,92,1650.23696400095,90732.0749263659,0.000000000156350188857639,0.000000000156350188857639
"84","GMB","Gambia","broiler",0.000189977660778247,84,10670.5052338629,23097.359261281,0.00000000562598978699313,0.00000000562598978699313
"85","GNB","Guinea-Bissau","broiler",0.000310907955384489,97,33882.2791146663,106870.166828561,0.00000000220889912996535,0.00000000220889912996535
"86","GNQ","Equatorial Guinea","broiler",0.0000243434690656603,71,26959.4124757425,304132.989474719,0.0000000000735246986105787,0.0000000000735246986105787
"87","GRC","Greece","broiler",0.0038498963965016,89,132574.802227096,482910.291869965,0.00000000625506033115154,0.00000000625506033115154
"88","GRD","Grenada","broiler",0.0000113879337589018,91,359.530960015627,25570.6701315111,0.000000000439176453692179,0.000000000439176453692179
"89","GRL","Greenland","broiler",0.0000656476460983249,90,2150881.29352771,2268653.64259739,0.0000000000148539715257648,0.0000000000148539715257648
"90","GTM","Guatemala","broiler",0.00484978069832308,94,109152.810299282,110695.032964834,0.000000022059714693206,0.000000022059714693206
"91","GUF","French Guiana","broiler",0.00000448915680688886,80,83300.9490805371,131554.467468358,0.0000000000208938498223397,0.0000000000208938498223397
"92","GUM","Guam","broiler",0.0000149136098655524,93,549.794318575634,208238.842670869,0.0000000000714292218225763,0.0000000000714292218225763
"93","GUY","Guyana","broiler",0.00251350711893526,98,209744.065645311,138671.333122854,0.00000000721411030574956,0.00000000721411030574956
"94","HKG","Hong Kong","broiler",0.000115485099376054,102,1129.28000052885,0,0.000000102264362533624,0.000000102264362533624
"95","HND","Honduras","broiler",0.00608339440610813,101,112289.741066829,210711.722757098,0.0000000188339530542322,0.0000000188339530542322
"96","HRV","Croatia","broiler",0.00189245091183263,58,57078.5757264721,55502.0604327054,0.0000000168097372372003,0.0000000168097372372003
"97","HTI","Haiti","broiler",0.000892657487964625,99,27106.7497583897,117375.592271183,0.00000000617831546350429,0.00000000617831546350429
"98","HUN","Hungary","broiler",0.0101697948154089,103,93052.8725453836,0,0.00000010929049837176,0.00000010929049837176
"99","IDN","Indonesia","broiler",0.214398929439353,106,1890244.78599706,6020906.91951758,0.0000000271008492088328,0.0000000271008492088328
"100","IMN","Isle of Man","broiler",0.00000113428934432965,110,579.672896196578,0,0.00000000195677484969901,0.00000000195677484969901
"101","IND","India","broiler",0.202643601877871,105,3152800.02893004,2323936.16353427,0.0000000370007965979258,0.0000000370007965979258
"102","IOT","British Indian Ocean Territory","broiler",0.0000000271957433473461,34,64.4476730814366,650805.014293555,0.0000000000000417837138420548,0.0000000000000417837138420548
"103","IRL","Ireland","broiler",0.00201387758093532,109,70366.7663220167,427037.015613905,0.00000000404877818398808,0.00000000404877818398808
"104","IRN","Iran","broiler",0.115823974492432,107,1621740.73493403,157296.625327705,0.0000000651048578740314,0.0000000651048578740314
"105","IRQ","Iraq","broiler",0.00608604070503544,108,445148.416564258,1187.46623070058,0.0000000136355622293341,0.0000000136355622293341
"106","ISL","Iceland","broiler",0.000117557883848426,104,102224.49421663,808695.590556776,0.000000000129054003543757,0.000000000129054003543757
"107","ISR","Israel","broiler",0.00368234377696338,111,22158.6505634676,24628.0734145149,0.0000000787048859992049,0.0000000787048859992049
"108","ITA","Italy","broiler",0.0160246996998493,112,300755.063299467,536656.704616866,0.0000000191359858002979,0.0000000191359858002979
"109","JAM","Jamaica","broiler",0.00117120209363774,113,11000.0339440254,272155.836936254,0.00000000413624513592703,0.00000000413624513592703
"110","JEY","Jersey","broiler",0.0000069581149242961,115,125.156212405341,2276.73417846104,0.00000000289693274545566,0.00000000289693274545566
"111","JOR","Jordan","broiler",0.00264459205207102,116,89111.8517659027,97.0836302231813,0.0000000296449233513201,0.0000000296449233513201
"112","JPN","Japan","broiler",0.0206762911702014,114,372468.10428078,4281863.12434403,0.00000000444237639191626,0.00000000444237639191626
"113","KAZ","Kazakhstan","broiler",0.0086659565946902,117,2730536.25578668,0,0.00000000317371965903214,0.00000000317371965903214
"114","KEN","Kenya","broiler",0.00295819070380017,118,585983.75946418,164061.294196142,0.00000000394401734850966,0.00000000394401734850966
"115","KGZ","Kyrgyzstan","broiler",0.000161219613471208,122,198649.349426594,0,0.000000000811578864650561,0.000000000811578864650561
"116","KHM","Cambodia","broiler",0.00134082264284109,40,181359.619635686,48696.547660631,0.00000000582824037537793,0.00000000582824037537793
"117","KIR","Kiribati","broiler",0.0000402747563480486,119,1012.08208605666,3440220.02671806,0.0000000000117035861210899,0.0000000000117035861210899
"118","KNA","Saint Kitts and Nevis","broiler",0.00000410892681856166,193,267.120721574779,9501.68807823671,0.000000000420616976211158,0.000000000420616976211158
"119","KOR","South Korea","broiler",0.0112063139636778,213,100229.230049451,430281.268875511,0.0000000211236422019668,0.0000000211236422019668
"120","KWT","Kuwait","broiler",0.00381684485211035,121,17388.748595073,11178.6212373447,0.000000133608549702012,0.000000133608549702012
"121","LAO","Laos","broiler",0.0030102475441119,123,230001.632104546,0,0.000000013087939927068,0.000000013087939927068
"122","LBN","Lebanon","broiler",0.00608924232776231,125,10238.058037916,20183.8955799149,0.000000200159477075571,0.000000200159477075571
"123","LBR","Liberia","broiler",0.000705003080830684,127,95918.0884180497,251779.75352776,0.00000000202763145403865,0.00000000202763145403865
"124","LBY","Libya","broiler",0.00233925094061335,128,1616054.24783048,364523.651932039,0.00000000118109514444942,0.00000000118109514444942
"125","LCA","Saint Lucia","broiler",0.000033929449999321,194,614.429767040162,15413.0647542024,0.00000000211695283716064,0.00000000211695283716064
"126","LIE","Liechtenstein","broiler",0,129,162.03916607918,0,0,0
"127","LKA","Sri Lanka","broiler",0.00339290204841166,217,65837.4026439717,533559.269480836,0.00000000566052867191292,0.00000000566052867191292
"128","LSO","Lesotho","broiler",0.00184138616708233,126,30545.2749297225,0,0.000000060283830193669,0.000000060283830193669
"129","LTU","Lithuania","broiler",0.00363331225496226,130,65016.8398612611,6832.46098595514,0.0000000505685123184191,0.0000000505685123184191
"130","LUX","Luxembourg","broiler",0.000256798617811156,131,2581.55428554129,0,0.0000000994744209910394,0.0000000994744209910394
"131","LVA","Latvia","broiler",0.0017628974236271,124,64710.1019590643,28352.9148543763,0.0000000189430504618296,0.0000000189430504618296
"132","MAC","Macao","broiler",0.0000618784105527107,132,34.1286828292801,0,0.00000181309108418398,0.00000181309108418398
"133","MAF","Saint-Martin","broiler",0.00000431115683371143,191,56.1677259301802,1099.55366985844,0.00000000373027344602344,0.00000000373027344602344
"134","MAR","Morocco","broiler",0.0178890420064475,152,413473.604230439,280452.208471026,0.0000000257794733658994,0.0000000257794733658994
"135","MCO","Monaco","broiler",0.0000000321808685720453,148,2.35490994943279,287.706321309589,0.000000000110945087119582,0.000000000110945087119582
"136","MDA","Moldova","broiler",0.00587707840841274,147,33907.8690166904,0,0.000000173324911852168,0.000000173324911852168
"137","MDG","Madagascar","broiler",0.0047918382130438,134,591446.365508106,1239790.93111274,0.00000000261672161324265,0.00000000261672161324265
"138","MDV","Maldives","broiler",0.0000000291629798099687,137,299.684623608685,920737.736262254,0.000000000000031663186694325,0.000000000000031663186694325
"139","MEX","Mexico","broiler",0.0746551641065704,145,1952023.20345292,3187013.04130946,0.0000000145270748348307,0.0000000145270748348307
"140","MHL","Marshall Islands","broiler",0.0000000323946855524012,140,300.282759361889,2001566.3590223,0.0000000000000161822395539645,0.0000000000000161822395539645
"141","MKD","Macedonia","broiler",0.0000612225530512585,133,24825.1106194496,0,0.00000000246615428989439,0.00000000246615428989439
"142","MLI","Mali","broiler",0.00597949512825688,138,1251194.07277221,0,0.00000000477903089407097,0.00000000477903089407097
"143","MLT","Malta","broiler",0.0000935183745319482,139,323.367769410494,52923.00771643,0.00000000175633315279492,0.00000000175633315279492
"144","MMR","Myanmar","broiler",0.0288650698610309,154,669297.405498903,497460.44937439,0.0000000247395547760556,0.0000000247395547760556
"145","MNE","Montenegro","broiler",0.0000179572178981731,150,13335.3297408989,6383.19926368661,0.000000000910677358031989,0.000000000910677358031989
"146","MNG","Mongolia","broiler",0.0000286919192301704,149,1566250.24133943,0,0.0000000000183188602133166,0.0000000000183188602133166
"147","MNP","Northern Mariana Islands","broiler",0.0000000250747873172646,168,504.131939337849,763622.193196518,0.0000000000000328149763886311,0.0000000000000328149763886311
"148","MOZ","Mozambique","broiler",0.00331859953721914,153,787297.032909591,566292.118349807,0.00000000245170370502118,0.00000000245170370502118
"149","MRT","Mauritania","broiler",0.000783502443027651,142,1041174.05228085,173179.536791948,0.000000000645201241284165,0.000000000645201241284165
"150","MSR","Montserrat","broiler",0.00000187056711589971,151,100.645472833054,7188.31064715124,0.000000000256630316482649,0.000000000256630316482649
"151","MTQ","Martinique","broiler",0.0000299761818329293,141,1117.98247098344,47732.3058733712,0.00000000061363367236692,0.00000000061363367236692
"152","MUS","Mauritius","broiler",0.00121731538455947,143,2027.40992194349,1278181.83099143,0.000000000950872205617708,0.000000000950872205617708
"153","MWI","Malawi","broiler",0.00358871864523775,135,118028.709950911,0,0.0000000304054720815836,0.0000000304054720815836
"154","MYS","Malaysia","broiler",0.0191130463823128,136,329383.422050975,510804.093629638,0.0000000227485484199678,0.0000000227485484199678
"155","MYT","Mayotte","broiler",0.0000017761002582819,144,391.665898069975,66738.0701943178,0.0000000000264577274047007,0.0000000000264577274047007
"156","NAM","Namibia","broiler",0.000418552334091245,155,823862.935960394,562212.476721543,0.000000000301969380786708,0.000000000301969380786708
"157","NCL","New Caledonia","broiler",0.0000246950863580301,159,18827.0318776645,1175971.26491529,0.0000000000206688329103883,0.0000000000206688329103883
"158","NER","Niger","broiler",0.00306179716509019,162,1183670.73220446,0,0.00000000258669669003973,0.00000000258669669003973
"159","NFK","Norfolk Island","broiler",0.00000197649844505087,165,40.6342421812784,430600.058634599,0.00000000000458966948025138,0.00000000000458966948025138
"160","NGA","Nigeria","broiler",0.0128712683808058,163,908410.135994421,179048.2087827,0.0000000118361024517622,0.0000000118361024517622
"161","NIC","Nicaragua","broiler",0.00397949174540428,161,128219.772316624,213813.390355285,0.0000000116348125845959,0.0000000116348125845959
"162","NIU","Niue","broiler",0.00000113145920855659,164,266.670097059801,318140.431333126,0.00000000000355349866091061,0.00000000000355349866091061
"163","NLD","Netherlands","broiler",0.00729385281625963,158,37665.8117728856,64328.1754684821,0.0000000715125765109937,0.0000000715125765109937
"164","NOR","Norway","broiler",0.00284795365308933,169,325122.968582346,933179.137785457,0.0000000022633305934059,0.0000000022633305934059
"165","NPL","Nepal","broiler",0.00518686363647617,157,147662.635486519,0,0.0000000351264463036738,0.0000000351264463036738
"166","NRU","Nauru","broiler",0.0000000578845501690045,156,22.1510579964023,309260.791208204,0.000000000000187157266886006,0.000000000000187157266886006
"167","NZL","New Zealand","broiler",0.00483377101127105,160,268709.439912878,4104550.79956849,0.000000001105301479119,0.000000001105301479119
"168","OMN","Oman","broiler",0.000554964796807787,170,309325.131895414,556490.129118843,0.000000000640973683182339,0.000000000640973683182339
"169","PAK","Pakistan","broiler",0.0615494275730221,171,874177.137598398,224373.798136886,0.0000000560278322750922,0.0000000560278322750922
"170","PAN","Panama","broiler",0.00255523138434814,174,75103.8808361855,331317.762204857,0.00000000628714397498289,0.00000000628714397498289
"171","PCN","Pitcairn Islands","broiler",0.000000081590211512458,180,54.1939748150698,842291.177759189,0.0000000000000968607583662519,0.0000000000000968607583662519
"172","PER","Peru","broiler",0.0209874031616691,178,1292816.49521308,870795.320683498,0.00000000970017033899965,0.00000000970017033899965
"173","PHL","Philippines","broiler",0.0278107733329983,179,295856.808695422,1971033.14637814,0.0000000122682502830605,0.0000000122682502830605
"174","PLW","Palau","broiler",0.0000000510979191663682,172,487.506246312249,614807.454175469,0.0000000000000830462175918698,0.0000000000000830462175918698
"175","PNG","Papua New Guinea","broiler",0.000206746751288639,175,463631.295982334,2403357.24825381,0.0000000000721128627124398,0.0000000000721128627124398
"176","POL","Poland","broiler",0.0382267155152388,181,312400.060062264,29982.2745545331,0.000000111649205143785,0.000000111649205143785
"177","PRI","Puerto Rico","broiler",0.00128248634566118,183,8970.47375675009,172957.77808746,0.00000000704940729469222,0.00000000704940729469222
"178","PRK","North Korea","broiler",0.00094964648398601,166,122755.128422907,114379.096718519,0.0000000040046791365508,0.0000000040046791365508
"179","PRT","Portugal","broiler",0.00115741800667489,182,91079.2236513672,1275921.83080478,0.000000000846684062826388,0.000000000846684062826388
"180","PRY","Paraguay","broiler",0.0369637699438799,177,399585.917921142,0,0.0000000925051867097446,0.0000000925051867097446
"181","PSE","Palestina","broiler",0.00058717036729678,173,6219.96144131247,1120.12837020219,0.0000000799949840362532,0.0000000799949840362532
"182","PYF","French Polynesia","broiler",0.0000128311091432094,81,4053.38028725454,4766688.97209617,0.00000000000268954141629533,0.00000000000268954141629533
"183","QAT","Qatar","broiler",0.000840323142038008,184,11624.8453081708,31488.4411786096,0.0000000194910481318948,0.0000000194910481318948
"184","REU","Reunion","broiler",0.00134205113121832,186,2512.65207079869,315151.244501368,0.00000000422475183897214,0.00000000422475183897214
"185","ROU","Romania","broiler",0.0157024888949373,187,238338.601461239,29605.6384660016,0.0000000586035695307398,0.0000000586035695307398
"186","RUS","Russia","broiler",0.133891622918065,188,16925822.8201833,7671763.43778306,0.00000000544328299183022,0.00000000544328299183022
"187","RWA","Rwanda","broiler",0.000962577248823948,189,25277.6854334075,0,0.0000000380801181880279,0.0000000380801181880279
"188","SAU","Saudi Arabia","broiler",0.0217073431307327,200,1916192.40720274,224219.19794432,0.0000000101416676486583,0.0000000101416676486583
"189","SDN","Sudan","broiler",0.00718805534863394,218,1872128.42592637,82560.7007126082,0.00000000367733940434485,0.00000000367733940434485
"190","SEN","Senegal","broiler",0.00504055199116037,201,196889.705211972,221818.294962212,0.0000000120383465065475,0.0000000120383465065475
"191","SGP","Singapore","broiler",0.000111412098698271,205,697.024691693573,714.106715740875,0.0000000789523201817378,0.0000000789523201817378
"192","SHN","Saint Helena","broiler",0.000000483563568236825,192,411.227105779569,1653388.07511142,0.000000000000292395557059751,0.000000000000292395557059751
"193","SJM","Svalbard and Jan Mayen","broiler",0.000136467728049373,220,59943.6952365315,1089943.62210261,0.000000000118679218382165,0.000000000118679218382165
"194","SLB","Solomon Islands","broiler",0.0000062701221020407,209,28532.8277218981,1605322.5604892,0.00000000000383762366442102,0.00000000000383762366442102
"195","SLE","Sierra Leone","broiler",0.00106810058598911,204,72601.1391831525,160583.510675105,0.00000000458049269811866,0.00000000458049269811866
"196","SLV","El Salvador","broiler",0.00227086941048858,70,20422.7475738885,95098.6807798676,0.0000000196575600115902,0.0000000196575600115902
"197","SMR","San Marino","broiler",0.0000284805031829892,198,61.215560734813,0,0.000000465249404581414,0.000000465249404581414
"198","SOM","Somalia","broiler",0.000455093915880497,210,633536.373089776,781842.974391338,0.00000000032153494163272,0.00000000032153494163272
"199","SPM","Saint Pierre and Miquelon","broiler",0.0000111361087552348,195,226.657035669095,12414.0814918878,0.000000000880969789143095,0.000000000880969789143095
"200","SRB","Serbia","broiler",0.00344158511119485,202,78231.6438315654,0,0.0000000439922382125149,0.0000000439922382125149
"201","SSD","South Sudan","broiler",0.00184559601624605,214,628102.111040798,0,0.00000000293836938899601,0.00000000293836938899601
"202","STP","São Tomé and Príncipe","broiler",0.0000201219386387201,199,1002.23400121311,165377.506878557,0.000000000120939836378641,0.000000000120939836378641
"203","SUR","Suriname","broiler",0.000332769548571887,219,146425.549839596,133303.18746036,0.00000000118961516712191,0.00000000118961516712191
"204","SVK","Slovakia","broiler",0.00356784143776041,207,49099.2705163082,0,0.000000072665874670691,0.000000072665874670691
"205","SVN","Slovenia","broiler",0.00064921650317667,208,19980.9129874427,214.370643109007,0.0000000321469366339835,0.0000000321469366339835
"206","SWE","Sweden","broiler",0.00182820458097313,222,450047.274489245,155346.473260073,0.00000000301986035992257,0.00000000301986035992257
"207","SWZ","Swaziland","broiler",0.000425882548090333,221,17383.2579827568,0,0.0000000244995816384238,0.0000000244995816384238
"208","SXM","Sint Maarten","broiler",0,206,38.0072016244307,465.981455636554,0,0
"209","SYC","Seychelles","broiler",0.00000660462447140281,203,491.200040837143,1341503.56528592,0.00000000000492149793877525,0.00000000000492149793877525
"210","SYR","Syria","broiler",0.000584564814542743,224,186917.563185058,10269.4106914629,0.00000000296452043991912,0.00000000296452043991912
"211","TCA","Turks and Caicos Islands","broiler",0.00000000396192016342009,237,991.451140485309,91025.2823704794,0.0000000000000430565182250029,0.0000000000000430565182250029
"212","TCD","Chad","broiler",0.00127176174436281,47,1269963.0212977,0,0.00000000100141635861434,0.00000000100141635861434
"213","TGO","Togo","broiler",0.00382558367763414,230,56995.3249347725,15447.0016418074,0.0000000528086804830883,0.0000000528086804830883
"214","THA","Thailand","broiler",0.0388219349626355,228,514054.559448484,298687.814744501,0.0000000477665939359737,0.0000000477665939359737
"215","TJK","Tajikistan","broiler",0.000356493036852088,226,142113.217292121,0,0.00000000250851429335597,0.00000000250851429335597
"216","TKL","Tokelau","broiler",0.000000219248755322428,231,15.6671415712663,320548.057932463,0.00000000000068394749053965,0.00000000000068394749053965
