"","iso3c","Country","animal_system","country_farm_feed_chi","ID_0","land_area_km2","eez_area_km2","avg_cum_stress_km2","prop_of_global"
"1","ABW","Aruba","salmon",0.0000038720018570445,14,181.938402257482,30014.6386064619,0.000000000128226515738073,0.000000000128226515738073
"2","AFG","Afghanistan","salmon",0.000000729625565280616,1,643859.325132383,0,0.00000000000113320648905815,0.00000000000113320648905815
"3","AGO","Angola","salmon",0.000542261811255589,8,1247425.8111619,495866.073705684,0.000000000311056235598078,0.000000000311056235598078
"4","AIA","Anguilla","salmon",0.00000106256105237947,9,83.3033086456851,90164.1201186914,0.0000000000117738658016647,0.0000000000117738658016647
"5","ALA","Åland","salmon",0.000000533662484171787,3,1506.31201197467,0,0.000000000354284158879004,0.000000000354284158879004
"6","ALB","Albania","salmon",0.00000169349405689829,4,28735.4275931828,12165.4669424536,0.0000000000414048170859141,0.0000000000414048170859141
"7","AND","Andorra","salmon",0.000000487208300196247,7,451.950818308493,0,0.00000000107801176689913,0.00000000107801176689913
"8","ARE","United Arab Emirates","salmon",0.0000737899954849384,241,71196.7841345779,57846.8227290243,0.000000000571822171422515,0.000000000571822171422515
"9","ARG","Argentina","salmon",0.00222480719342756,12,2780096.60975071,1072052.76829738,0.000000000577549563915117,0.000000000577549563915117
"10","ARM","Armenia","salmon",0.00000507245226822731,13,29690.1634987487,0,0.000000000170846222131484,0.000000000170846222131484
"11","ASM","American Samoa","salmon",0.00000194806953883791,6,223.402738698485,405829.683302971,0.00000000000479757353361919,0.00000000000479757353361919
"12","ATG","Antigua and Barbuda","salmon",0.000000379680918022891,11,435.809947864644,111567.922330775,0.00000000000338989523204755,0.00000000000338989523204755
"13","AUS","Australia","salmon",0.00153789160767549,15,7688039.74386941,7764594.63859467,0.0000000000995229402062807,0.0000000000995229402062807
"14","AUT","Austria","salmon",0.0000054485019895182,16,83858.2385140754,0,0.0000000000649727693553172,0.0000000000649727693553172
"15","AZE","Azerbaijan","salmon",0.00000199561827105621,17,86235.4786678097,0,0.0000000000231414993212201,0.0000000000231414993212201
"16","BDI","Burundi","salmon",0.0000182972400654645,39,26935.2915300064,0,0.000000000679303583741837,0.000000000679303583741837
"17","BEL","Belgium","salmon",0.000169949628721531,23,30707.4659415246,3494.96137330171,0.00000000496893472376038,0.00000000496893472376038
"18","BEN","Benin","salmon",0.0000120801071537596,25,115423.190270991,35492.6362483578,0.0000000000800453301179172,0.0000000000800453301179172
"19","BES","Bonaire, Sint Eustatius and Saba","salmon",0.00000707389882968778,29,323.6942016457,24667.611023219,0.000000000283054396960816,0.000000000283054396960816
"20","BFA","Burkina Faso","salmon",0.00000631386263172019,38,273417.490724208,0,0.0000000000230923874511338,0.0000000000230923874511338
"21","BGD","Bangladesh","salmon",0.000172614307093954,20,139384.446115717,112165.843896084,0.000000000686201980072679,0.000000000686201980072679
"22","BGR","Bulgaria","salmon",0.0000248006840593202,37,111587.671176025,34744.9520967695,0.000000000169481579053541,0.000000000169481579053541
"23","BHR","Bahrain","salmon",0.00000855921381754049,19,715.125482328063,7515.88245281944,0.00000000103987432462451,0.00000000103987432462451
"24","BHS","Bahamas","salmon",0.00000194602100044267,18,13388.079913293,619785.069183327,0.0000000000030734420801311,0.0000000000030734420801311
"25","BIH","Bosnia and Herzegovina","salmon",0.0000156209010218149,30,51068.8531329539,12.9797901594536,0.000000000305801497869642,0.000000000305801497869642
"26","BLM","Saint-Barthélemy","salmon",0.00001615326650306,190,24.7077716519849,4179.16793477124,0.00000000384247005171417,0.00000000384247005171417
"27","BLR","Belarus","salmon",0.0000330111006049721,22,207069.808329688,0,0.000000000159420153383313,0.000000000159420153383313
"28","BLZ","Belize","salmon",0.000042601346130405,24,21989.4489925153,34311.9027363264,0.000000000756666488854146,0.000000000756666488854146
"29","BMU","Bermuda","salmon",0.00000809063536777035,26,68.062742122349,464389.167683483,0.0000000000174195487501756,0.0000000000174195487501756
"30","BOL","Bolivia","salmon",0.000172597406619065,28,1083392.99216273,0,0.00000000015931190977571,0.00000000015931190977571
"31","BRA","Brazil","salmon",0.00271741896129756,33,8500365.47480343,3677664.47861889,0.00000000022314109685154,0.00000000022314109685154
"32","BRB","Barbados","salmon",0.00000248683044164424,21,434.63964132333,185074.02844703,0.0000000000134054676111405,0.0000000000134054676111405
"33","BRN","Brunei","salmon",0.0000136088204995667,36,5777.79929336346,43143.6103973427,0.00000000027817719451678,0.00000000027817719451678
"34","BTN","Bhutan","salmon",0.00000548277815130416,27,38762.9893948223,0,0.000000000141443635718057,0.000000000141443635718057
"35","BWA","Botswana","salmon",0.00000540453591060425,31,577870.823012641,0,0.00000000000935249833592312,0.00000000000935249833592312
"36","CAF","Central African Republic","salmon",0.00000312778966326952,46,620199.666918883,0,0.00000000000504319790884152,0.00000000000504319790884152
"37","CAN","Canada","salmon",0.00399041255806257,42,9949462.69739463,5765316.57480761,0.0000000002539273691945,0.0000000002539273691945
"38","CCK","Cocos Islands","salmon",0.0000300515816189919,52,13.7097440829807,467439.784883155,0.0000000000642878531541538,0.0000000000642878531541538
"39","CHE","Switzerland","salmon",0.0000171227861704197,223,41245.7117490412,0,0.000000000415141003617611,0.000000000415141003617611
